Year,Sectors,Emissions
2022,Non-metallic mineral product manufacturing (except cement and concrete products),7
2022,Non-profit education services,2
2022,Non-profit social assistance,1
2022,Non-residential building construction,7
2022,Nursing and residential care facilities,4
2022,Oil and gas extraction,11
2022,Other Indigenous government services,17
2022,Other activities of the construction industry,14
2022,Other engineering construction,4
2022,Other federal government services,298
2022,"Other finance, insurance and real estate services and management of companies and enterprises",42
2022,Other municipal government services,110
2022,Other provincial and territorial government services,165
2022,Owner-occupied dwellings,0
2022,Personal services and private households,12
2022,"Pesticide, fertilizer and other agricultural chemical manufacturing",3
2022,Petroleum and coal product manufacturing,10
2022,Pharmaceutical and medicine manufacturing,5
2022,Pipeline transportation,1
2022,Plastic product manufacturing,12
2022,Postal service and couriers and messengers,53
2022,Printing and related support activities,1
2022,"Publishing, pay/specialty services, telecommunications and other information services",4
2022,"Pulp, paper and paperboard mills",1
2022,Rail transportation,24
2022,Religious organizations,4
2022,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works),29
2022,Repair and maintenance,68
2022,Repair construction,17
2022,Residential building construction,68
2022,Retail trade (except cannabis),207
2022,Rubber product manufacturing,23
2022,Seafood product preparation and packaging,27
2022,Ship and boat building,15
2022,Soft drink and ice manufacturing,1
2022,Support activities for agriculture and forestry,32
2022,Support activities for mining and oil and gas extraction,48
2022,Textile and textile product mills,1
2022,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation",91
2022,Transportation engineering construction,23
2022,Truck transportation,249
2022,Universities,41
2022,Warehousing and storage,4
2022,Waste management and remediation services,45
2022,Water transportation,244
2022,Wholesale trade,98
2022,Wineries and distilleries,2
2022,Wood product manufacturing,81
2023,Accommodation and food services,57
2023,Administrative and support services,49
2023,"Advertising, public relations and related services",1
2023,Aerospace product and parts manufacturing,15
2023,Air transportation,262
2023,Animal food manufacturing,3
2023,"Arts, entertainment and recreation",1
2023,Balancing item: Aviation,-150
2023,Balancing item: Biomass,-469
2023,Balancing item: Motor fuels,-216
2023,Balancing item: Non-energy Products from Fuels and Solvent Use,25
2023,Balancing item: Other differences,479
2023,Balancing item: Synthetic fluorinated gases,278
2023,Balancing item: Waste,596
2023,Basic chemical manufacturing,38
2023,Breweries,12
2023,Cannabis production (licensed),15
2023,Cannabis production (unlicensed),3
2023,Cannabis retailers (licensed),2
2023,Cement and concrete product manufacturing,223
2023,Clothing and leather and allied product manufacturing,1
2023,Coal mining,212
2023,Communication engineering construction,5
2023,Computer and electronic product manufacturing,1
2023,"Computer systems design and other professional, scientific and technical services",10
2023,Converted paper product manufacturing,15
2023,Crop and animal production (except cannabis),501
2023,Dairy product manufacturing,15
2023,Depository credit intermediation and monetary authorities,4
2023,Educational services (except universities),44
2023,Educational services,2
2023,Electric power engineering construction,5
2023,"Electric power generation, transmission and distribution",4728
2023,"Electrical equipment, appliance and component manufacturing",1
2023,Fabricated metal product manufacturing,9
2023,"Fishing, hunting and trapping",333
2023,Forestry and logging,78
2023,Fruit and vegetable preserving and specialty food manufacturing,10
2023,Furniture and related product manufacturing,2
2023,Health care and social assistance (except nursing and residential care facilities),11
2023,Health care and social assistance,57
2023,Households: Electricity and other fuels,1284
2023,Households: Motor fuels and lubricants,2589
2023,"Legal, accounting and architectural, engineering and related services",10
2023,Lessors of real estate,42
2023,Machinery manufacturing,3
2023,Meat product manufacturing,7
2023,Metal ore mining,23
2023,Miscellaneous chemical product manufacturing,1
2023,Miscellaneous food manufacturing,15
2023,Miscellaneous manufacturing,2
2023,Miscellaneous non-profit institutions serving households,17
2023,Motion picture and sound recording industries,7
2023,Motor vehicle manufacturing,1
2023,"Natural gas distribution, water, sewage and other systems",3
2023,Non-metallic mineral mining and quarrying,36
2023,Non-metallic mineral product manufacturing (except cement and concrete products),7
2023,Non-profit education services,2
2023,Non-profit social assistance,1
2023,Non-residential building construction,6
2023,Nursing and residential care facilities,4
2023,Oil and gas extraction,10
2023,Other Indigenous government services,18
2023,Other activities of the construction industry,13
2023,Other engineering construction,4
2023,Other federal government services,299
2023,"Other finance, insurance and real estate services and management of companies and enterprises",44
2023,Other municipal government services,111
2023,Other provincial and territorial government services,167
2023,Owner-occupied dwellings,0
2023,Personal services and private households,12
2023,"Pesticide, fertilizer and other agricultural chemical manufacturing",3
2023,Petroleum and coal product manufacturing,11
2023,Pharmaceutical and medicine manufacturing,5
2023,Pipeline transportation,1
2023,Plastic product manufacturing,12
2023,Postal service and couriers and messengers,52
2023,Printing and related support activities,1
2023,"Publishing, pay/specialty services, telecommunications and other information services",4
2023,"Pulp, paper and paperboard mills",1
2023,Rail transportation,30
2023,Religious organizations,4
2023,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works),30
2023,Repair and maintenance,70
2023,Repair construction,16
2023,Residential building construction,63
2023,Retail trade (except cannabis),209
2023,Rubber product manufacturing,24
2023,Seafood product preparation and packaging,27
2023,Ship and boat building,16
2023,Soft drink and ice manufacturing,1
2023,Support activities for agriculture and forestry,31
2023,Support activities for mining and oil and gas extraction,36
2023,Textile and textile product mills,1
2023,Tobacco and cannabis product manufacturing,0
2023,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation",90
2023,Transportation engineering construction,20
2023,Truck transportation,237
2023,Universities,42
2023,Warehousing and storage,4
2023,Waste management and remediation services,45
2023,Water transportation,242
2023,Wholesale trade,95
2023,Wineries and distilleries,2
2023,Wood product manufacturing,108
