COORDINATE,COUNTRY/PROVINCES,DGUID,GHG EMISSIONS,SECTOR,UOM,UOM_ID,VECTOR,Year
5.1,New Brunswick,2021A000213,16799,"Total, industries and households",Kilotonnes,198,v1013973677,2022
5.1,New Brunswick,2021A000213,17153,"Total, industries and households",Kilotonnes,198,v1013973677,2013
5.1,New Brunswick,2021A000213,17369,"Total, industries and households",Kilotonnes,198,v1013973677,2015
5.1,New Brunswick,2021A000213,17442,"Total, industries and households",Kilotonnes,198,v1013973677,2018
5.1,New Brunswick,2021A000213,17476,"Total, industries and households",Kilotonnes,198,v1013973677,2017
5.1,New Brunswick,2021A000213,18452,"Total, industries and households",Kilotonnes,198,v1013973677,2016
5.115,New Brunswick,2021A000213,2355,"Total, households",Kilotonnes,198,v1013973789,2021
5.115,New Brunswick,2021A000213,2383,"Total, households",Kilotonnes,198,v1013973789,2023
5.115,New Brunswick,2021A000213,2389,"Total, households",Kilotonnes,198,v1013973789,2022
5.115,New Brunswick,2021A000213,2590,"Total, households",Kilotonnes,198,v1013973789,2020
5.115,New Brunswick,2021A000213,3120,"Total, households",Kilotonnes,198,v1013973789,2019
5.115,New Brunswick,2021A000213,3375,"Total, households",Kilotonnes,198,v1013973789,2018
5.115,New Brunswick,2021A000213,3548,"Total, households",Kilotonnes,198,v1013973789,2017
5.115,New Brunswick,2021A000213,3717,"Total, households",Kilotonnes,198,v1013973789,2013
5.115,New Brunswick,2021A000213,3730,"Total, households",Kilotonnes,198,v1013973789,2014
5.115,New Brunswick,2021A000213,4092,"Total, households",Kilotonnes,198,v1013973789,2016
5.115,New Brunswick,2021A000213,4316,"Total, households",Kilotonnes,198,v1013973789,2015
5.118,New Brunswick,2021A000213,11112,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2020
5.118,New Brunswick,2021A000213,11466,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2023
5.118,New Brunswick,2021A000213,11815,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2021
5.118,New Brunswick,2021A000213,12419,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2022
5.118,New Brunswick,2021A000213,13105,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2019
5.118,New Brunswick,2021A000213,13404,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2018
5.118,New Brunswick,2021A000213,13551,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2017
5.118,New Brunswick,2021A000213,13731,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2014
5.118,New Brunswick,2021A000213,13795,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2015
5.118,New Brunswick,2021A000213,14042,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2013
5.118,New Brunswick,2021A000213,14629,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973792,2016
5.119,New Brunswick,2021A000213,-4380,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2022
5.119,New Brunswick,2021A000213,-4177,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2023
5.119,New Brunswick,2021A000213,-4038,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2018
5.119,New Brunswick,2021A000213,-3925,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2017
5.119,New Brunswick,2021A000213,-3888,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2020
5.119,New Brunswick,2021A000213,-3824,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2016
5.119,New Brunswick,2021A000213,-3671,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2021
5.119,New Brunswick,2021A000213,-3574,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2015
5.119,New Brunswick,2021A000213,-3453,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2019
5.119,New Brunswick,2021A000213,-3111,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2013
5.119,New Brunswick,2021A000213,-2788,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973793,2014
5.2,New Brunswick,2021A000213,12410,"Total, industries",Kilotonnes,198,v1013973678,2020
5.2,New Brunswick,2021A000213,12789,"Total, industries",Kilotonnes,198,v1013973678,2014
5.2,New Brunswick,2021A000213,13053,"Total, industries",Kilotonnes,198,v1013973678,2015
5.2,New Brunswick,2021A000213,13131,"Total, industries",Kilotonnes,198,v1013973678,2021
5.2,New Brunswick,2021A000213,13260,"Total, industries",Kilotonnes,198,v1013973678,2023
5.2,New Brunswick,2021A000213,13436,"Total, industries",Kilotonnes,198,v1013973678,2013
5.2,New Brunswick,2021A000213,13439,"Total, industries",Kilotonnes,198,v1013973678,2019
5.2,New Brunswick,2021A000213,13928,"Total, industries",Kilotonnes,198,v1013973678,2017
5.2,New Brunswick,2021A000213,14067,"Total, industries",Kilotonnes,198,v1013973678,2018
5.2,New Brunswick,2021A000213,14360,"Total, industries",Kilotonnes,198,v1013973678,2016
5.2,New Brunswick,2021A000213,14410,"Total, industries",Kilotonnes,198,v1013973678,2022
6.1,Quebec,2021A000224,79635,"Total, industries and households",Kilotonnes,198,v1013973802,2020
6.1,Quebec,2021A000224,84141,"Total, industries and households",Kilotonnes,198,v1013973802,2021
6.1,Quebec,2021A000224,85941,"Total, industries and households",Kilotonnes,198,v1013973802,2014
6.1,Quebec,2021A000224,87305,"Total, industries and households",Kilotonnes,198,v1013973802,2016
6.1,Quebec,2021A000224,87550,"Total, industries and households",Kilotonnes,198,v1013973802,2013
6.1,Quebec,2021A000224,88628,"Total, industries and households",Kilotonnes,198,v1013973802,2022
6.1,Quebec,2021A000224,88774,"Total, industries and households",Kilotonnes,198,v1013973802,2023
6.1,Quebec,2021A000224,88827,"Total, industries and households",Kilotonnes,198,v1013973802,2015
6.1,Quebec,2021A000224,89621,"Total, industries and households",Kilotonnes,198,v1013973802,2017
6.1,Quebec,2021A000224,89839,"Total, industries and households",Kilotonnes,198,v1013973802,2018
6.1,Quebec,2021A000224,91561,"Total, industries and households",Kilotonnes,198,v1013973802,2019
6.115,Quebec,2021A000224,20408,"Total, households",Kilotonnes,198,v1013973914,2020
6.115,Quebec,2021A000224,21356,"Total, households",Kilotonnes,198,v1013973914,2021
6.115,Quebec,2021A000224,22512,"Total, households",Kilotonnes,198,v1013973914,2022
6.115,Quebec,2021A000224,22512,"Total, households",Kilotonnes,198,v1013973914,2023
6.115,Quebec,2021A000224,24465,"Total, households",Kilotonnes,198,v1013973914,2016
6.115,Quebec,2021A000224,24742,"Total, households",Kilotonnes,198,v1013973914,2018
6.115,Quebec,2021A000224,24813,"Total, households",Kilotonnes,198,v1013973914,2015
6.115,Quebec,2021A000224,24827,"Total, households",Kilotonnes,198,v1013973914,2017
6.115,Quebec,2021A000224,24900,"Total, households",Kilotonnes,198,v1013973914,2014
6.115,Quebec,2021A000224,24921,"Total, households",Kilotonnes,198,v1013973914,2019
6.115,Quebec,2021A000224,25294,"Total, households",Kilotonnes,198,v1013973914,2013
6.118,Quebec,2021A000224,74525,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2020
6.118,Quebec,2021A000224,76634,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2014
6.118,Quebec,2021A000224,76908,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2015
6.118,Quebec,2021A000224,76912,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2016
6.118,Quebec,2021A000224,77530,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2021
6.118,Quebec,2021A000224,78815,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2013
6.118,Quebec,2021A000224,78931,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2023
6.118,Quebec,2021A000224,79259,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2017
6.118,Quebec,2021A000224,79286,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2022
6.118,Quebec,2021A000224,79946,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2018
6.118,Quebec,2021A000224,81877,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013973917,2019
6.119,Quebec,2021A000224,-11920,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2015
6.119,Quebec,2021A000224,-10393,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2016
6.119,Quebec,2021A000224,-10362,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2017
6.119,Quebec,2021A000224,-9893,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2018
6.119,Quebec,2021A000224,-9843,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2023
6.119,Quebec,2021A000224,-9684,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2019
6.119,Quebec,2021A000224,-9342,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2022
6.119,Quebec,2021A000224,-9306,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2014
6.119,Quebec,2021A000224,-8736,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2013
6.119,Quebec,2021A000224,-6611,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2021
6.119,Quebec,2021A000224,-5110,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013973918,2020
6.2,Quebec,2021A000224,59226,"Total, industries",Kilotonnes,198,v1013973803,2020
6.2,Quebec,2021A000224,61041,"Total, industries",Kilotonnes,198,v1013973803,2014
6.2,Quebec,2021A000224,62257,"Total, industries",Kilotonnes,198,v1013973803,2013
6.2,Quebec,2021A000224,62785,"Total, industries",Kilotonnes,198,v1013973803,2021
6.2,Quebec,2021A000224,62840,"Total, industries",Kilotonnes,198,v1013973803,2016
6.2,Quebec,2021A000224,64014,"Total, industries",Kilotonnes,198,v1013973803,2015
6.2,Quebec,2021A000224,64794,"Total, industries",Kilotonnes,198,v1013973803,2017
6.2,Quebec,2021A000224,65096,"Total, industries",Kilotonnes,198,v1013973803,2018
6.2,Quebec,2021A000224,66115,"Total, industries",Kilotonnes,198,v1013973803,2022
6.2,Quebec,2021A000224,66262,"Total, industries",Kilotonnes,198,v1013973803,2023
6.2,Quebec,2021A000224,66640,"Total, industries",Kilotonnes,198,v1013973803,2019
7.1,Ontario,2021A000235,147380,"Total, industries and households",Kilotonnes,198,v1013973927,2020
7.1,Ontario,2021A000235,150671,"Total, industries and households",Kilotonnes,198,v1013973927,2021
7.1,Ontario,2021A000235,158978,"Total, industries and households",Kilotonnes,198,v1013973927,2022
7.1,Ontario,2021A000235,160672,"Total, industries and households",Kilotonnes,198,v1013973927,2023
7.1,Ontario,2021A000235,164499,"Total, industries and households",Kilotonnes,198,v1013973927,2017
7.1,Ontario,2021A000235,166852,"Total, industries and households",Kilotonnes,198,v1013973927,2016
7.1,Ontario,2021A000235,168126,"Total, industries and households",Kilotonnes,198,v1013973927,2015
7.1,Ontario,2021A000235,169315,"Total, industries and households",Kilotonnes,198,v1013973927,2014
7.1,Ontario,2021A000235,169565,"Total, industries and households",Kilotonnes,198,v1013973927,2018
7.1,Ontario,2021A000235,170166,"Total, industries and households",Kilotonnes,198,v1013973927,2019
7.1,Ontario,2021A000235,172340,"Total, industries and households",Kilotonnes,198,v1013973927,2013
7.115,Ontario,2021A000235,40907,"Total, households",Kilotonnes,198,v1013974039,2021
7.115,Ontario,2021A000235,41140,"Total, households",Kilotonnes,198,v1013974039,2020
7.115,Ontario,2021A000235,42208,"Total, households",Kilotonnes,198,v1013974039,2023
7.115,Ontario,2021A000235,43068,"Total, households",Kilotonnes,198,v1013974039,2022
7.115,Ontario,2021A000235,47532,"Total, households",Kilotonnes,198,v1013974039,2016
7.115,Ontario,2021A000235,48433,"Total, households",Kilotonnes,198,v1013974039,2017
7.115,Ontario,2021A000235,49568,"Total, households",Kilotonnes,198,v1013974039,2015
7.115,Ontario,2021A000235,49660,"Total, households",Kilotonnes,198,v1013974039,2014
7.115,Ontario,2021A000235,50131,"Total, households",Kilotonnes,198,v1013974039,2018
7.115,Ontario,2021A000235,50759,"Total, households",Kilotonnes,198,v1013974039,2013
7.115,Ontario,2021A000235,51352,"Total, households",Kilotonnes,198,v1013974039,2019
7.118,Ontario,2021A000235,148752,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2020
7.118,Ontario,2021A000235,151580,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2021
7.118,Ontario,2021A000235,157558,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2022
7.118,Ontario,2021A000235,157929,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2017
7.118,Ontario,2021A000235,158728,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2023
7.118,Ontario,2021A000235,163112,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2016
7.118,Ontario,2021A000235,163265,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2015
7.118,Ontario,2021A000235,163630,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2018
7.118,Ontario,2021A000235,164390,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2014
7.118,Ontario,2021A000235,164943,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2019
7.118,Ontario,2021A000235,168060,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974042,2013
7.119,Ontario,2021A000235,-6571,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2017
7.119,Ontario,2021A000235,-5934,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2018
7.119,Ontario,2021A000235,-5223,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2019
7.119,Ontario,2021A000235,-4925,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2014
7.119,Ontario,2021A000235,-4861,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2015
7.119,Ontario,2021A000235,-4280,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2013
7.119,Ontario,2021A000235,-3740,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2016
7.119,Ontario,2021A000235,-1943,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2023
7.119,Ontario,2021A000235,-1421,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2022
7.119,Ontario,2021A000235,909,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2021
7.119,Ontario,2021A000235,1371,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974043,2020
7.2,Ontario,2021A000235,106240,"Total, industries",Kilotonnes,198,v1013973928,2020
7.2,Ontario,2021A000235,109763,"Total, industries",Kilotonnes,198,v1013973928,2021
7.2,Ontario,2021A000235,115910,"Total, industries",Kilotonnes,198,v1013973928,2022
7.2,Ontario,2021A000235,116066,"Total, industries",Kilotonnes,198,v1013973928,2017
7.2,Ontario,2021A000235,118464,"Total, industries",Kilotonnes,198,v1013973928,2023
7.2,Ontario,2021A000235,118558,"Total, industries",Kilotonnes,198,v1013973928,2015
7.2,Ontario,2021A000235,118814,"Total, industries",Kilotonnes,198,v1013973928,2019
7.2,Ontario,2021A000235,119319,"Total, industries",Kilotonnes,198,v1013973928,2016
7.2,Ontario,2021A000235,119433,"Total, industries",Kilotonnes,198,v1013973928,2018
7.2,Ontario,2021A000235,119655,"Total, industries",Kilotonnes,198,v1013973928,2014
7.2,Ontario,2021A000235,121581,"Total, industries",Kilotonnes,198,v1013973928,2013
8.1,Manitoba,2021A000246,20060,"Total, industries and households",Kilotonnes,198,v1013974052,2021
8.1,Manitoba,2021A000246,20567,"Total, industries and households",Kilotonnes,198,v1013974052,2020
8.1,Manitoba,2021A000246,20578,"Total, industries and households",Kilotonnes,198,v1013974052,2023
8.1,Manitoba,2021A000246,20725,"Total, industries and households",Kilotonnes,198,v1013974052,2015
8.1,Manitoba,2021A000246,21021,"Total, industries and households",Kilotonnes,198,v1013974052,2013
8.1,Manitoba,2021A000246,21084,"Total, industries and households",Kilotonnes,198,v1013974052,2022
8.1,Manitoba,2021A000246,21163,"Total, industries and households",Kilotonnes,198,v1013974052,2016
8.1,Manitoba,2021A000246,21194,"Total, industries and households",Kilotonnes,198,v1013974052,2014
8.1,Manitoba,2021A000246,21542,"Total, industries and households",Kilotonnes,198,v1013974052,2017
8.1,Manitoba,2021A000246,22213,"Total, industries and households",Kilotonnes,198,v1013974052,2019
8.1,Manitoba,2021A000246,22431,"Total, industries and households",Kilotonnes,198,v1013974052,2018
8.115,Manitoba,2021A000246,3926,"Total, households",Kilotonnes,198,v1013974164,2021
8.115,Manitoba,2021A000246,3986,"Total, households",Kilotonnes,198,v1013974164,2020
8.115,Manitoba,2021A000246,4030,"Total, households",Kilotonnes,198,v1013974164,2015
8.115,Manitoba,2021A000246,4096,"Total, households",Kilotonnes,198,v1013974164,2023
8.115,Manitoba,2021A000246,4155,"Total, households",Kilotonnes,198,v1013974164,2016
8.115,Manitoba,2021A000246,4175,"Total, households",Kilotonnes,198,v1013974164,2017
8.115,Manitoba,2021A000246,4180,"Total, households",Kilotonnes,198,v1013974164,2022
8.115,Manitoba,2021A000246,4429,"Total, households",Kilotonnes,198,v1013974164,2013
8.115,Manitoba,2021A000246,4446,"Total, households",Kilotonnes,198,v1013974164,2014
8.115,Manitoba,2021A000246,4618,"Total, households",Kilotonnes,198,v1013974164,2018
8.115,Manitoba,2021A000246,4639,"Total, households",Kilotonnes,198,v1013974164,2019
8.118,Manitoba,2021A000246,20680,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2021
8.118,Manitoba,2021A000246,20879,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2015
8.118,Manitoba,2021A000246,21152,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2020
8.118,Manitoba,2021A000246,21184,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2016
8.118,Manitoba,2021A000246,21195,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2014
8.118,Manitoba,2021A000246,21242,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2013
8.118,Manitoba,2021A000246,21279,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2023
8.118,Manitoba,2021A000246,21650,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2017
8.118,Manitoba,2021A000246,21736,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2022
8.118,Manitoba,2021A000246,22218,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2019
8.118,Manitoba,2021A000246,22448,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974167,2018
8.119,Manitoba,2021A000246,1,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2014
8.119,Manitoba,2021A000246,5,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2019
8.119,Manitoba,2021A000246,16,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2018
8.119,Manitoba,2021A000246,21,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2016
8.119,Manitoba,2021A000246,108,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2017
8.119,Manitoba,2021A000246,154,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2015
8.119,Manitoba,2021A000246,221,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2013
8.119,Manitoba,2021A000246,585,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2020
8.119,Manitoba,2021A000246,620,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2021
8.119,Manitoba,2021A000246,652,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2022
8.119,Manitoba,2021A000246,700,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974168,2023
8.2,Manitoba,2021A000246,16134,"Total, industries",Kilotonnes,198,v1013974053,2021
8.2,Manitoba,2021A000246,16482,"Total, industries",Kilotonnes,198,v1013974053,2023
8.2,Manitoba,2021A000246,16581,"Total, industries",Kilotonnes,198,v1013974053,2020
8.2,Manitoba,2021A000246,16592,"Total, industries",Kilotonnes,198,v1013974053,2013
8.2,Manitoba,2021A000246,16695,"Total, industries",Kilotonnes,198,v1013974053,2015
8.2,Manitoba,2021A000246,16748,"Total, industries",Kilotonnes,198,v1013974053,2014
8.2,Manitoba,2021A000246,16904,"Total, industries",Kilotonnes,198,v1013974053,2022
8.2,Manitoba,2021A000246,17008,"Total, industries",Kilotonnes,198,v1013974053,2016
8.2,Manitoba,2021A000246,17367,"Total, industries",Kilotonnes,198,v1013974053,2017
8.2,Manitoba,2021A000246,17574,"Total, industries",Kilotonnes,198,v1013974053,2019
8.2,Manitoba,2021A000246,17813,"Total, industries",Kilotonnes,198,v1013974053,2018
9.1,Saskatchewan,2021A000247,75320,"Total, industries and households",Kilotonnes,198,v1013974177,2023
9.1,Saskatchewan,2021A000247,75997,"Total, industries and households",Kilotonnes,198,v1013974177,2020
9.1,Saskatchewan,2021A000247,76516,"Total, industries and households",Kilotonnes,198,v1013974177,2022
9.1,Saskatchewan,2021A000247,77988,"Total, industries and households",Kilotonnes,198,v1013974177,2021
9.1,Saskatchewan,2021A000247,83177,"Total, industries and households",Kilotonnes,198,v1013974177,2016
9.1,Saskatchewan,2021A000247,84468,"Total, industries and households",Kilotonnes,198,v1013974177,2013
9.1,Saskatchewan,2021A000247,87028,"Total, industries and households",Kilotonnes,198,v1013974177,2019
9.1,Saskatchewan,2021A000247,87355,"Total, industries and households",Kilotonnes,198,v1013974177,2014
9.1,Saskatchewan,2021A000247,88578,"Total, industries and households",Kilotonnes,198,v1013974177,2015
9.1,Saskatchewan,2021A000247,88615,"Total, industries and households",Kilotonnes,198,v1013974177,2017
9.1,Saskatchewan,2021A000247,90057,"Total, industries and households",Kilotonnes,198,v1013974177,2018
9.115,Saskatchewan,2021A000247,5007,"Total, households",Kilotonnes,198,v1013974289,2023
9.115,Saskatchewan,2021A000247,5388,"Total, households",Kilotonnes,198,v1013974289,2021
9.115,Saskatchewan,2021A000247,5435,"Total, households",Kilotonnes,198,v1013974289,2022
9.115,Saskatchewan,2021A000247,5670,"Total, households",Kilotonnes,198,v1013974289,2020
9.115,Saskatchewan,2021A000247,6062,"Total, households",Kilotonnes,198,v1013974289,2016
9.115,Saskatchewan,2021A000247,6067,"Total, households",Kilotonnes,198,v1013974289,2015
9.115,Saskatchewan,2021A000247,6101,"Total, households",Kilotonnes,198,v1013974289,2014
9.115,Saskatchewan,2021A000247,6315,"Total, households",Kilotonnes,198,v1013974289,2017
9.115,Saskatchewan,2021A000247,6465,"Total, households",Kilotonnes,198,v1013974289,2018
9.115,Saskatchewan,2021A000247,6481,"Total, households",Kilotonnes,198,v1013974289,2013
9.115,Saskatchewan,2021A000247,6569,"Total, households",Kilotonnes,198,v1013974289,2019
9.118,Saskatchewan,2021A000247,73913,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2023
9.118,Saskatchewan,2021A000247,74590,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2020
9.118,Saskatchewan,2021A000247,75231,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2022
9.118,Saskatchewan,2021A000247,76410,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2021
