*DESCRIPTION
*1HR
*8HR
*24HR
*DMAX1HR
*DAILYMEAN
************DESCRIPTION************
"File Generated On:","2024-03-25"
"",""
"Annual Summary Report",""
"Pollutant: PM10",""
"Units: ug/m3",""
"Day: from midnight to midnight.",""
"All data reported in standard local time",""
"",""
"Reporting Criteria for 1hr report:",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for 8hr report:",""
"Running 8 hour averages are calculated with reporting hour being end hour (eg. 8pm = average of 1pm to 8pm)",""
"8 hour averages are valid if at least 6 of the 8 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 8-hour average",""
"Annual average and standard deviation are reported if 50% of running 8-hour averages are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for 24hr report:",""
"Running 24 hour averages are calculated with reporting hour being end hour (eg. 8pm = 24 hour average from 9pm previous day to 8pm)",""
"24 hour averages are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 24-hour average",""
"Annual average and standard deviation are reported if 50% of running 24-hour averages are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for DMax1hr report:",""
"Daily max 1-hour only valid if at least 18 of 24 hours have valid data",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily 1-hr max",""
"Annual average and standard deviation are reported if 50% of days have valid daily 1-hr max and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for DailyMean report:",""
"Daily means are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily mean",""
"Annual average and standard deviation are reported if 50% of days have daily mean and each quarter has at least 2 valid months",""
************1HR************
"NAPS ID","City","P/T","Location","Latitude","Longitude","Elevation","ID","Minimum","10th Percentile","30th Percentile","50th Percentile","70th Percentile","80th Percentile","90th Percentile","95th Percentile","98th Percentile","99th Percentile","99.9th Percentile","Maximum","Percent Completeness","January","February","March","April","May","June","July","August","September","October","November","December","Mean","Standard Deviation","",""
"070119","Winnipeg","MB","65 Ellen Street","49.89799118","-97.14653015","229","1HR","0","3","5","8","13","17","24","32","47","61","224","378","99.88584475","8","8","11","23","19","13","14","23","8","7","5","6","12","15.85221621","",""
"070203","Brandon","MB","1430 Victoria Avenue East (Assiniboine Community College)","49.83917999","-99.92060089","385","1HR","0","2","4","5","8","11","16","23","35","45","78","169","100","4","4","6","9","12","11","9","18","6","7","4","4","8","8.478146128","",""
"070301","Flin Flon","MB","143 Main Street","54.76852036","-101.8774719","339","1HR","0","2","4","6","12","17","27","39","62","83","237","492","99.85159817","5","5","10","20","22","15","16","21","9","11","6","4","12","19.43041748","",""
"070501","Thompson","MB","48 Thompson Drive N","55.74718857","-97.87352753","205","1HR","0","2","4","5","8","11","17","25","39","55","170","566","92.8652968","7","6","11","11","15","11","6","","10","7","6","6","9","15.8999827","",""
"080111","Regina","SK","1621 Albert St.","50.45270157","-104.6159973","585","1HR","2","8","13","18","27","36","57","80","116","134","237","380","56.76940639","","","","","","29","25","60","21","26","16","12","","","",""
"080211","Saskatoon","SK","511 1st Avenue North","52.13613129","-106.6629333","483","1HR","1","8","14","21","33","45","73","107","147","190","307","359","50.71917808","","","","","","","32","68","27","38","18","15","","","",""
"080402","Prince Albert","SK","63 - 12th Street East","53.20169449","-105.7520294","436","1HR","1","5","11","16","25","32","53","87","124","162","381","417","45.33105023","","","","","","","","55","21","28","12","14","","","",""
"080502","Estevan","SK","528 1a Street","49.13235092","-102.984993","563","1HR","1","7","12","17","26","34","51","73","105","125","206","315","99.40639269","14","15","18","24","36","25","26","62","26","28","15","9","25","24.32980619","",""
"081001","Swift Current","SK","1200 Begg St. W","50.28583145","-107.8168869","753","1HR","2","7","11","15","24","34","55","84","138","174","272","365","55.12557078","","","","","","27","22","65","21","25","13","10","","","",""
"082002","Buffalo Narrows","SK","Buffalo Narrows Forest Protection Base","55.83456421","-108.4033356","425","1HR","0","2","5","8","11","15","23","44","77","97","321","553","62.32876712","","","","","","14","11","35","6","7","8","7","","","",""
"100110","Metro Van - Burnaby","BC","700 Hammarskjold Drive","49.27921295","-122.9707108","104","1HR","0","3","4","5","7","8","11","16","29","47","107","196","97.96803653","5","5","5","5","8","6","9","20","6","7","5","4","7","8.373136568","",""
"100111","Metro Van - Port Moody","BC","Moody & Esplanade St.","49.28089142","-122.8492889","6","1HR","0","3","7","10","14","19","26","37","56","75","169","201","86.24429224","7","8","9","10","15","","21","35","14","16","10","8","14","15.18064191","",""
"100119","Metro Van - Burnaby","BC","5455 Rumble Street","49.21519089","-122.9856644","122","1HR","0","4","6","8","11","13","18","25","39","64","143","180","99.08675799","6","6","7","8","12","9","13","29","9","12","9","6","11","11.99684275","",""
