NAPS ID,City,P/T,Location,Latitude,Longitude,Elevation,ID,Minimum,Maximum,January,February,March,April,May,June,July,August,September,October,November,December,Mean,Standard Deviation
010102,St. John's,NL,354 Water Street,47.56037903,-52.71147156,7,1HR,0,12,0.8,0.9,0.9,0.6,0.5,0.3,0.4,0.3,0.2,0.3,0.3,0.2,0.5,0.687096856
010401,Mount Pearl,NL,Old Placentia Road,47.50513077,-52.79476166,135,1HR,0,37,0.3,0.3,0.4,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.733229955
010501,Grand Falls - Windsor,NL,Scott Avenue,48.92695999,-55.65966034,62,1HR,0,6,0.3,,0.5,0.6,0.3,0.5,0.2,,0.4,,,,,
010602,Corner Brook,NL,Macpherson Ave,48.95223999,-57.92206955,100,1HR,0,5.2,0.6,0.8,0.2,0.3,0.2,0.2,0.2,0.2,0.2,,0.3,0.4,0.3,0.253141387
010901,Burin,NL,18 Hwy 220 (Main St.),47.09899139,-55.19852066,1,1HR,-0.3,5.7,-0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.112621447
011002,Labrador City,NL,317 Hudson Drive,52.94548798,-66.91030884,558,1HR,0,88.9,0.7,0.8,0.4,0.5,0.8,1.3,0.5,0.3,0.3,2,0.6,0.8,0.7,3.49525966
020104,Charlottetown,PE,3 Brighton Road,46.23300171,-63.13666916,21,1HR,0,26.2,1.6,1.1,1.1,1,0.7,0.4,0.3,0.1,0.1,0.3,0.3,0.4,0.6,1.175185976
030118,Halifax,NS,1649 Barrington Street,44.64642334,-63.57338333,18,1HR,0,12.7,0.7,0.6,0.3,0.8,0.8,0.4,0.6,0.2,0.2,0.5,0.3,0.5,0.5,0.565183564
030120,Dartmouth,NS,341 Cherrybrook Road,44.71979904,-63.48075867,68,1HR,0,11.1,0.3,0,0.1,0.2,0,0,0,0.1,0,0.1,0,0.1,0.1,0.313157303
030201,Port Hawkesbury,NS,18 Embree Street,45.61416245,-61.36235428,14,1HR,0,85.3,0.6,0.6,0.8,0.7,0.7,0.6,0.8,0.4,0.4,1.4,0.3,0.5,0.6,2.717744861
030310,Sydney,NS,71 Welton Street,46.14221954,-60.17251968,27,1HR,0,46.5,0.5,0.1,0.1,0.4,0.1,0.1,0.4,0.3,0.2,0.5,0.4,0.2,0.3,1.514651601
030901,Pictou,NS,91 Beeches Road,45.68174362,-62.69657516,12,1HR,0,34.6,0.6,0.5,0.7,0.3,0.5,0.6,0,0.2,0.1,0.3,0.1,0.2,0.3,1.59626003
040203,Saint John,NB,Mountain Road,45.3087616,-66.0083847,41,1HR,0,72,0.5,0.9,0.7,1.8,1.8,2.3,4.3,5,2.2,0.6,0.4,0.3,1.7,4.581883182
040206,Saint John,NB,189 Prince William,45.26967621,-66.06150818,29,1HR,0,20.7,0.6,0.6,,,,,,,,,,,,
040207,Saint John,NB,476 Lancaster Avenue W.,45.25289917,-66.08006287,59,1HR,0,48.5,2,1.4,2.4,2.4,0.8,0.3,0.5,0.9,1.1,0.8,1.3,0.9,1.3,3.678656485
040208,Saint John,NB,111 Champlain Drive,45.2912178,-66.00305176,47,1HR,0,80.6,2,1.9,0.9,1.3,0.4,1.1,0.7,0.8,1.1,0.5,1.5,0.6,1,4.419711781
040209,Saint John,NB,8 Castle Street,45.28028107,-66.05610657,41,1HR,0,25,,,,0.4,0.4,0.3,0.2,0.1,0.1,0.1,0.2,0.3,,
