*DESCRIPTION
*1HR
*8HR
*24HR
*DMAX1HR
*DAILYMEAN
************DESCRIPTION************
"File Generated On:","2024-04-04"
"",""
"Annual Summary Report",""
"Pollutant: PM10",""
"Units: ug/m3",""
"Day: from midnight to midnight.",""
"All data reported in standard local time",""
"",""
"Reporting Criteria for 1hr report:",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for 8hr report:",""
"Running 8 hour averages are calculated with reporting hour being end hour (eg. 8pm = average of 1pm to 8pm)",""
"8 hour averages are valid if at least 6 of the 8 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 8-hour average",""
"Annual average and standard deviation are reported if 50% of running 8-hour averages are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for 24hr report:",""
"Running 24 hour averages are calculated with reporting hour being end hour (eg. 8pm = 24 hour average from 9pm previous day to 8pm)",""
"24 hour averages are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 24-hour average",""
"Annual average and standard deviation are reported if 50% of running 24-hour averages are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for DMax1hr report:",""
"Daily max 1-hour only valid if at least 18 of 24 hours have valid data",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily 1-hr max",""
"Annual average and standard deviation are reported if 50% of days have valid daily 1-hr max and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for DailyMean report:",""
"Daily means are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily mean",""
"Annual average and standard deviation are reported if 50% of days have daily mean and each quarter has at least 2 valid months",""
************1HR************
"NAPS ID","City","P/T","Location","Latitude","Longitude","Elevation","ID","Minimum","10th Percentile","30th Percentile","50th Percentile","70th Percentile","80th Percentile","90th Percentile","95th Percentile","98th Percentile","99th Percentile","99.9th Percentile","Maximum","Percent Completeness","January","February","March","April","May","June","July","August","September","October","November","December","Mean","Standard Deviation","",""
"010901","Burin","NL","18 Hwy 220 (Main St.)","47.09899139","-55.19852066","1","1HR","0","3","6","8","11","13","16","20","24","28","42","57","98.81278539","10","10","11","10","6","7","8","9","9","8","11","9","9","5.712565193","",""
"080111","Regina","SK","1621 Albert St.","50.45270157","-104.6159973","585","1HR","1","8","12","17","24","31","42","54","71","83","149","201","98.91552511","17","16","25","30","37","24","22","25","18","21","12","14","22","16.68458937","",""
"080211","Saskatoon","SK","511 1st Avenue North","52.13613129","-106.6629333","483","1HR","1","8","13","18","26","35","53","72","99","124","303","641","98.71004566","16","15","36","46","39","25","24","29","22","27","14","17","26","27.39498274","",""
"080402","Prince Albert","SK","63 - 12th Street East","53.20169449","-105.7520294","436","1HR","0","6","11","15","21","27","40","54","73","89","176","361","99.80593607","10","11","28","29","32","24","20","19","21","21","13","14","20","18.99992193","",""
"080502","Estevan","SK","528 1a Street","49.13235092","-102.984993","563","1HR","0","7","11","16","22","28","39","50","64","76","143","252","99.70319635","15","13","21","18","31","24","28","26","18","23","11","12","20","15.70324346","",""
"081001","Swift Current","SK","1200 Begg St. W","50.28583145","-107.8168869","753","1HR","0","6","10","14","20","25","36","47","66","88","167","230","99.00684932","14","12","18","25","28","23","20","22","20","20","11","11","19","16.72469156","",""
"082002","Buffalo Narrows","SK","Buffalo Narrows Forest Protection Base","55.83456421","-108.4033356","425","1HR","0","2","4","6","9","11","15","19","34","53","113","240","87.14611872","5","6","6","7","18","13","11","9","","4","4","8","8","9.779664341","",""
"100110","Metro Van - Burnaby","BC","700 Hammarskjold Drive","49.27921295","-122.9707108","104","1HR","0","3","4","5","6","7","8","9","11","13","28","37","98.73287671","5","6","5","4","6","6","6","7","5","5","6","4","5","2.454228208","",""
"100111","Metro Van - Port Moody","BC","Moody & Esplanade St.","49.28089142","-122.8492889","6","1HR","0","4","7","10","13","15","18","22","28","34","74","219","97.39726027","9","13","12","9","13","12","12","14","10","11","12","7","11","7.82619993","",""
"100119","Metro Van - Burnaby","BC","5455 Rumble Street","49.21519089","-122.9856644","122","1HR","0","4","6","8","10","12","15","18","21","24","34","44","78.59589041","8","8","8","8","11","9","","","8","9","11","6","","","",""
