NAPS ID,City,P/T,Location,Latitude,Longitude,Elevation,ID,Minimum,Maximum,January,February,March,April,May,June,July,August,September,October,November,December,Mean,Standard Deviation
010102,St. John's,NL,354 Water Street,47.56037903,-52.71147156,7,1HR,0,8,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.252616881
010401,Mount Pearl,NL,Old Placentia Road,47.50513077,-52.79476166,135,1HR,0,3.8,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.159356979
010501,Grand Falls - Windsor,NL,Scott Avenue,48.92695999,-55.65966034,62,1HR,0,2.1,0.6,0.6,0.8,0.7,0.4,0.5,0.6,0.6,0.5,0.7,0.8,0.9,0.7,0.332817071
010602,Corner Brook,NL,Macpherson Ave,48.95223999,-57.92206955,100,1HR,0,6.1,0.5,,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.194475683
011002,Labrador City,NL,317 Hudson Drive,52.94548798,-66.91030884,558,1HR,0,29.6,0.6,0.4,0.5,0.8,0.6,0.4,0.6,0.4,0.7,0.6,0.2,0.3,0.5,1.144397532
020104,Charlottetown,PE,3 Brighton Road,46.23300171,-63.13666916,21,1HR,0,2.5,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.127333979
030113,Halifax,NS,1672 Granville Street,44.64710999,-63.5736618,28,1HR,0,16.8,0.5,0.7,0.4,0.3,0.2,0.2,0.3,0.2,0.2,0.4,0.4,0.5,0.4,0.624022414
030120,Dartmouth,NS,341 Cherrybrook Road,44.71979904,-63.48075867,68,1HR,0,6.3,0.4,0.4,0.3,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.4,0.4,0.3,0.34277358
030201,Port Hawkesbury,NS,18 Embree Street,45.61416245,-61.36235428,14,1HR,0,43.2,0.6,0.7,0.7,1.1,0.3,0.3,0.9,1,1,0.9,1,1.1,0.8,1.921686406
030310,Sydney,NS,71 Welton Street,46.14221954,-60.17251968,27,1HR,0,53.1,0.6,0.5,0.4,0.4,0.6,0.5,0.5,0.3,0.2,0.4,0.2,0.2,0.4,1.62938269
030901,Pictou,NS,91 Beeches Road,45.68174362,-62.69657516,12,1HR,0,27.8,0.5,0.5,0.4,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.4,0.7,0.4,0.85299033
040203,Saint John,NB,Mountain Road,45.3087616,-66.0083847,41,1HR,0,183.7,0.3,0.4,2.8,1,4.6,11.2,7.2,7.7,1.7,0.7,0.4,0.3,3.2,9.396177654
040207,Saint John,NB,476 Lancaster Avenue W.,45.25289917,-66.08006287,59,1HR,0,62.9,2,0.6,0.5,0.3,0.8,0.7,0.4,0.6,0.9,0.4,0.6,,0.7,2.618436647
040208,Saint John,NB,111 Champlain Drive,45.2912178,-66.00305176,47,1HR,0,273.4,0.6,0.6,1.2,0.6,0.9,1.7,0.8,0.7,1,1,1.1,1.1,0.9,4.980840534
040209,Saint John,NB,8 Castle Street,45.28028107,-66.05610657,41,1HR,0,37.2,0.3,0.5,0.3,0.4,0.7,0.3,0.4,0.5,0.2,0.3,0.4,0.5,0.4,1.092793454
041501,Edmundston,NB,19 Queen St.,47.36319351,-68.32230377,159,1HR,0,147.6,5.2,2.9,4.2,6.5,5.1,2.2,2.9,1.4,2.3,1,2,2.7,3.2,9.017684502
050103,Montréal,QC,"1050 A, Boul. Saint-Jean-Baptiste",45.64102554,-73.49967957,19,1HR,0,51.6,0.8,0.9,1.8,1.1,1,0.6,0.7,0.5,1,0.7,1.4,1,1,2.654427271
050122,Brossard,QC,En Face Du 8400 Avenue Sorbonne,45.4486618,-73.4808197,17,1HR,0,8.1,0.1,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.395147712
050124,Montréal,QC,7650 Boul. Châteauneuf,45.60284424,-73.55887604,51,1HR,0,22.6,0.3,0.7,0.4,0.8,0.5,0.2,0.2,0.1,0,0.7,0.1,0.3,0.4,1.076958913
050126,Montréal,QC,20965 Ch. Sainte-Marie,45.42654037,-73.92893219,39,1HR,0,12.9,0.4,0.4,0.3,0.5,0.3,0.2,0.2,0.1,0.1,0.3,0.2,0.4,0.3,0.651946402
050134,Montréal,QC,2580 Saint-Joseph Est,45.54270935,-73.57176208,53,1HR,0,16.6,0.1,0.2,0.3,0.5,0.4,0.3,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.638588003
050136,Montréal,QC,75 Rue Ontario Est,45.51218796,-73.56684113,32,1HR,0,11.2,0.1,0.3,0.5,0.5,0.3,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.668825449
050204,Gatineau,QC,"255 St-Redempteur, Hull",45.43598557,-75.72342682,62,1HR,0,1.6,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.089979746
050308,Quebec,QC,600 Rue Des Sables,46.82117844,-71.22049713,8,1HR,0,16.9,0.4,0.4,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.46447663
050313,Quebec,QC,Autoroute Henri Iv Nord/Sortie 138,46.78132248,-71.30871582,52,1HR,0,21.4,0.2,0.3,0.4,0.1,0.3,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.449728113
050604,Rouyn-Noranda,QC,1570 Rue Paradis,48.2340889,-78.98278046,289,1HR,0,161.4,2.3,1.1,3.4,1.1,1.4,1.2,1.9,1.6,1.6,1.5,2.5,1.8,1.8,6.838505039
050803,Trois Rivières,QC,Rue Whitehead,46.35717392,-72.54618835,12,1HR,0,24.6,0.1,0.4,0.3,0.5,0.4,0.4,,,,,,,,
050902,Saguenay,QC,"2885 Berthier (Arvida), Jonquiere",48.4338913,-71.18453979,93,1HR,0,184.4,4.1,3.9,4.1,5.5,4.1,2.7,4.4,3.2,5.8,7,5.3,8.6,4.9,11.48593766
