NAPS ID,City,P/T,Location,Latitude,Longitude,Elevation,ID,Minimum,Maximum,January,February,March,April,May,June,July,August,September,October,November,December,Mean,Standard Deviation
010102,St. John's,NL,354 Water Street,47.56038,-52.71147,7,1HR,0,3,0.2,0.2,0.3,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.162748896
010401,Mount Pearl,NL,Old Placentia Road,47.50513,-52.79476,135,1HR,0,2.7,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,0.1,0.1,0.1,,
010602,Corner Brook,NL,Macpherson Ave,48.95224,-57.92207,100,1HR,0,1.7,0.3,0.1,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.110593624
011002,Labrador City,NL,317 Hudson Drive,52.945487,-66.910306,558,1HR,0,21.9,0.3,0.3,0.7,0.5,0.5,0.6,0.3,0.2,0.3,0.3,0.3,0.2,0.4,0.8536161
020104,Charlottetown,PE,3 Brighton Road,46.233,-63.13667,21,1HR,0,2.9,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.113740732
030113,Halifax,NS,1672 Granville Street,44.64711,-63.57366,28,1HR,0,21.1,0.4,0.7,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.542593639
030120,Dartmouth,NS,341 Cherrybrook Road,44.7198,-63.48076,68,1HR,0,16.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.31115207
030201,Port Hawkesbury,NS,18 Embree Street,45.614161,-61.362356,14,1HR,0,69,0.6,0.7,0.6,0.4,0.4,0.6,0.7,0.9,1.1,0.4,0.7,0.7,0.7,2.138915122
030310,Sydney,NS,71 Welton Street,46.14222,-60.17252,27,1HR,0,72.6,0.4,0.7,0.9,0.9,0.5,0.4,0.6,0.3,0.5,0.4,0.5,0.5,0.5,2.001998597
030901,Pictou,NS,91 Beeches Road,45.681744,-62.696575,12,1HR,0,28.1,0.3,0.4,0.4,0.5,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.3,0.907485292
040203,Saint John,NB,Mountain Road,45.308762,-66.008384,41,1HR,0,67.9,0.2,0.4,0.1,1.2,3.1,3.9,4.3,1.8,1.6,0.6,0.1,0.3,1.5,4.40641148
040207,Saint John,NB,476 Lancaster Avenue W.,45.252898,-66.080065,59,1HR,0,74,0.3,0.2,0.1,0.1,2,0,0.3,0.4,0.1,0.7,1.3,0.8,0.5,3.197901254
040208,Saint John,NB,111 Champlain Drive,45.291218,-66.00305,47,1HR,0,56.9,0.7,1.5,0.4,0.7,0.9,0.3,0.4,0.5,0.3,0.5,0.6,0.4,0.6,2.695200502
040209,Saint John,NB,8 Castle Street,45.28028,-66.05611,41,1HR,0,26.1,0.6,1,0.4,0.7,0.6,0.3,0.2,0.4,0.3,0.4,0.6,0.8,0.5,1.065648906
041501,Edmundston,NB,19 Queen St.,47.363195,-68.322302,159,1HR,0,225.5,3,1.7,3,2.3,4.5,0.6,0.8,2.3,0.8,1.7,1.7,1.1,2,5.99242294
050103,Montréal,QC,"1050 A, Boul. Saint-Jean-Baptiste",45.641026,-73.499682,19,1HR,0,51.3,0.7,0.6,0.8,1.2,0.6,1.1,0.6,0.7,1,1,0.7,0.7,0.8,2.031231904
050122,Brossard,QC,En Face Du 8400 Avenue Sorbonne,45.448663,-73.480819,17,1HR,0,4.4,0.2,,,,,,,,,,,,,
050124,Montréal,QC,7650 Boul. Châteauneuf,45.602846,-73.558874,51,1HR,0,26.1,0.4,0.5,0.4,1.1,0.5,1,0.1,0.1,0.9,0.3,0.2,0.8,0.5,1.39208078
050126,Montréal,QC,20965 Ch. Sainte-Marie,45.426542,-73.928929,39,1HR,0,28.7,0.3,0.2,0.2,0.4,0.2,0.3,0.1,0.1,0.2,0.1,0.1,0.3,0.2,0.601612255
050134,Montréal,QC,2580 Saint-Joseph Est,45.54271,-73.57176,53,1HR,0,22.8,0.5,0.6,0.3,0.5,0.3,0.5,0.2,0.2,0.5,0.3,0.1,0.3,0.3,0.760013123
050136,Montréal,QC,75 Rue Ontario Est,45.512189,-73.566842,32,1HR,0,12.1,0.3,0.3,0.2,0.4,0.3,0.3,0.1,0.1,0.3,0.3,0.1,0.2,0.2,0.618273362
050308,Québec,QC,600 Rue Des Sables,46.821177,-71.220495,8,1HR,0,6.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.31485911
050313,Québec,QC,Autoroute Henri Iv Nord/Sortie 138,46.781321,-71.308717,52,1HR,0,13.2,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.400026409
050604,Rouyn-Noranda,QC,1570 Rue Paradis,48.234087,-78.982778,289,1HR,0,190.6,1.6,1.1,1.2,1,0.4,0.3,1.2,1.7,0.8,2.2,2.8,0.5,1.2,6.410506407
050803,Trois Rivières,QC,Rue Whitehead,46.357175,-72.546187,12,1HR,0,19.4,0.2,0.3,,,,0.6,0.2,,,,0.3,0.3,,
