*DESCRIPTION
*1HR
*8HR
*24HR
*DMAX1HR
*DAILYMEAN
************DESCRIPTION************
"File Generated On:","3/2/2026"
"",""
"Annual Summary Report",""
"Pollutant: PM2.5",""
"Units: micrograms per cubic metre (µg/m3)",""
"Day: from midnight to midnight.",""
"All data reported in standard local time",""
" ",""
"Reporting Criteria for 1hr report:",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
" ",""
"Reporting Criteria for 8hr report:",""
"Running 8 hour averages are calculated with reporting hour being end hour (eg. 8pm = average of 1pm to 8pm)",""
"8 hour averages are valid if at least 6 of the 8 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 8-hour average",""
"Annual average and standard deviation are reported if 50% of running 8-hour averages are valid and each quarter has at least 2 valid months",""
" ",""
"Reporting Criteria for 24hr report:",""
"Running 24 hour averages are calculated with reporting hour being end hour (eg. 8pm = 24 hour average from 9pm previous day to 8pm)",""
"24 hour averages are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 24-hour average",""
"Annual average and standard deviation are reported if 50% of running 24-hour averages are valid and each quarter has at least 2 valid months",""
" ",""
"Reporting Criteria for DMax1hr report:",""
"Daily max 1-hour only valid if at least 18 of 24 hours have valid data",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily 1-hr max",""
"Annual average and standard deviation are reported if 50% of days have valid daily 1-hr max and each quarter has at least 2 valid months",""
" ",""
"Reporting Criteria for DailyMean report:",""
"Daily means are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily mean",""
"Annual average and standard deviation are reported if 50% of days have daily mean and each quarter has at least 2 valid months",""
************1HR************
"NAPS ID","City","P/T","Location","Latitude","Longitude","Elevation","ID","Minimum","10th Percentile","30th Percentile","50th Percentile","70th Percentile","80th Percentile","90th Percentile","95th Percentile","98th Percentile","99th Percentile","99.9th Percentile","Maximum","Percent Completeness","January","February","March","April","May","June","July","August","September","October","November","December","Mean","Standard Deviation","",""
"010102","St. John's","NL","354 Water Street","47.56038","-52.71147","7","1HR","0","3","4","6","8","9","11","14","17","19","25","31","94.65753425","6","6","6","8","6","6","7","7","6","7","7","8","7","3.749895223","",""
"010401","Mount Pearl","NL","Old Placentia Road","47.50513","-52.79476","135","1HR","0","1","3","4","5","6","8","10","12","13","20","51","97.32876712","5","5","5","5","4","4","5","4","4","5","5","5","5","2.720835475","",""
"010501","Grand Falls - Windsor","NL","Scott Avenue","48.92696","-55.65966","62","1HR","0","1","3","4","5","6","8","10","13","17","68","155","98.11643836","5","4","4","4","4","4","6","5","3","5","5","6","5","4.780862232","",""
"010602","Corner Brook","NL","Macpherson Ave","48.95224","-57.92207","100","1HR","0","1","3","4","5","6","7","9","11","13","43","72","87.9109589","4","4","4","4","4","","5","5","3","6","5","4","4","3.222817055","",""
"010901","Burin","NL","18 Hwy 220 (Main St.)","47.09899","-55.19852","1","1HR","0","2","4","5","7","8","11","14","17","20","30","34","96.87214612","6","6","9","8","7","7","8","4","4","4","5","3","6","4.070264761","",""
"011002","Labrador City","NL","317 Hudson Drive","52.945487","-66.910306","558","1HR","0","1","2","3","4","5","7","9","11","14","22","30","98.71004566","5","4","3","3","4","4","4","5","3","4","2","2","4","2.850876919","",""
"020104","Charlottetown","PE","3 Brighton Road","46.233","-63.13667","21","1HR","0","2","3","4","5","6","7","8","10","12","19","31","93.88127854","5","4","4","4","4","4","5","5","3","4","4","5","4","2.184817976","",""
"020301","Wellington","PE","40 Route 125 (Hackmatack Road)","46.47843","-63.98763","6","1HR","0","2","3","4","5","6","7","9","11","12","18","47","99.14383562","5","4","4","4","4","4","6","5","4","4","4","5","4","2.323853483","",""
"020401","Southampton","PE","2580 Route 313 (Cardigan Road)","46.38635","-62.58272","30","1HR","0","2","3","4","5","6","7","8","10","11","17","24","87.89954338","5","4","4","4","4","4","5","5","3","","4","4","4","2.070416114","",""
"030113","Halifax","NS","1672 Granville Street","44.64711","-63.57366","28","1HR","0","3","4","5","6","7","9","11","13","15","25","31","99.76027397","6","6","6","5","4","5","6","6","5","5","4","5","5","2.815700957","",""
"030120","Dartmouth","NS","341 Cherrybrook Road","44.7198","-63.48076","68","1HR","0","2","3","4","5","6","8","9","11","13","17","21","98.45890411","5","5","5","4","4","4","6","5","4","5","5","4","5","2.492714282","",""
"030201","Port Hawkesbury","NS","18 Embree Street","45.614161","-61.362356","14","1HR","0","3","4","5","6","7","9","11","13","17","41","65","98.98401826","8","6","5","5","5","5","6","5","4","5","5","5","5","3.402723085","",""
"030310","Sydney","NS","71 Welton Street","46.14222","-60.17252","27","1HR","0","2","3","4","5","6","8","9","12","15","25","36","97.99086758","5","5","5","4","4","4","5","4","4","6","5","5","5","2.718437716","",""
"030701","Aylesford","NS","1009 Brow Mountain Road, Kings County","45.07254","-64.84025","235","1HR","0","1","3","3","4","5","7","8","10","11","16","50","98.90410959","4","3","3","3","3","3","6","5","4","4","3","3","4","2.280511176","",""
"030901","Pictou","NS","91 Beeches Road","45.681744","-62.696575","12","1HR","0","2","3","4","5","6","7","9","11","14","25","39","98.89269406","6","5","4","4","4","4","5","5","4","5","4","5","5","2.548892555","",""
"031101","Kentville","NS","32 Main Street","45.067284","-64.477425","60","1HR","0","2","3","4","6","7","9","11","14","17","32","35","99.25799087","7","6","6","4","4","4","7","6","5","5","4","5","5","3.274726622","",""
"040104","Fredericton","NB","486 Needham Street","45.957289","-66.645236","10","1HR","0","2","3","5","6","8","10","13","18","25","40","50","99.7716895","10","6","5","4","4","5","7","6","5","6","5","6","6","4.365628355","",""
"040203","Saint John","NB","Mountain Road","45.308762","-66.008384","41","1HR","0","2","4","5","6","8","10","12","15","17","23","48","99.79452055","6","6","4","4","5","5","7","6","5","5","6","5","5","3.451493623","",""
"040207","Saint John","NB","476 Lancaster Avenue W.","45.252898","-66.080065","59","1HR","0","2","4","5","7","8","10","12","15","17","23","66","99.89726027","6","6","5","5","4","5","8","6","6","5","5","5","6","3.351865365","",""
"040208","Saint John","NB","111 Champlain Drive","45.291218","-66.00305","47","1HR","0","2","3","4","6","7","9","11","14","15","23","46","99.61187215","6","6","4","4","4","5","6","5","4","5","5","4","5","3.115180929","",""
"040209","Saint John","NB","8 Castle Street","45.28028","-66.05611","41","1HR","0","2","3","5","6","7","9","12","14","17","23","33","99.92009132","6","6","5","4","4","5","7","6","5","5","5","5","5","3.314743993","",""
"040302","Moncton","NB","5 Thanet Street","46.101578","-64.789661","9","1HR","0","2","4","5","6","8","10","12","15","18","30","42","97.56849315","8","6","5","4","5","5","7","6","5","6","5","6","6","3.423915539","",""
"040901","St. Andrews","NB","Marine Science Drive, Route 127","45.086912","-67.074036","25","1HR","0","1","3","3","4","5","7","8","10","11","15","18","98.44748858","4","4","3","3","3","4","6","4","4","4","3","4","4","2.184602481","",""
"041302","Bathurst","NB","1255 Rough Waters Drive","47.609693","-65.633509","16","1HR","0","2","3","4","6","7","10","12","17","23","40","60","99.92009132","8","6","5","4","4","5","6","6","4","6","4","5","5","4.186537234","",""
"041501","Edmundston","NB","19 Queen St.","47.363195","-68.322302","159","1HR","0","3","4","5","7","8","11","15","21","28","113","333","97.11187215","11","9","8","6","6","5","7","6","5","6","6","4","7","7.742411398","",""
"041601","Miramichi","NB","15 Gretna Green Drive","47.025671","-65.520487","24","1HR","0","1","3","4","5","6","8","10","12","14","21","58","99.9086758","6","4","4","3","4","4","5","5","4","5","4","4","4","2.856217433","",""
"050103","Montréal","QC","1050 A, Boul. Saint-Jean-Baptiste","45.641026","-73.499682","19","1HR","0","1","4","6","9","12","15","19","24","28","47","120","97.64840183","13","9","8","5","8","8","8","7","5","7","6","7","8","6.267339045","",""
"050109","Montréal","QC","2495 Duncan / Decarie, Mt-Royal","45.502648","-73.663913","41","1HR","0","3","5","8","11","13","18","22","27","33","54","78","98.33333333","15","11","11","8","9","8","9","7","7","10","9","8","9","6.719930421","",""
"050113","Laval","QC","1160 Boul Pie-Ix","45.547463","-73.748317","35","1HR","0","3","5","6","9","11","14","18","26","30","50","88","99.71461187","14","9","8","5","7","6","8","7","6","8","7","8","8","5.687426068","",""
"050119","Longueuil","QC","Face Au 1819 Rue Victoria","45.52207","-73.4881","32","1HR","0","3","5","6","8","10","14","17","23","29","43","135","99.8630137","12","8","8","5","6","6","8","8","6","9","7","8","8","5.271001846","",""
"050122","Brossard","QC","En Face Du 8400 Avenue Sorbonne","45.448663","-73.480819","17","1HR","0","3","5","6","8","10","13","17","23","32","53","58","98.29908676","15","10","8","5","7","6","8","7","5","7","6","7","8","5.592681032","",""
"050124","Montréal","QC","7650 Boul. Châteauneuf","45.602846","-73.558874","51","1HR","0","2","4","6","8","10","14","17","23","29","43","157","97.30593607","12","8","8","5","6","6","6","6","5","8","7","7","7","5.887609714","",""
"050126","Montréal","QC","20965 Ch. Sainte-Marie","45.426542","-73.928929","39","1HR","0","2","3","5","7","9","12","16","22","26","42","66","98.67579909","11","7","7","4","6","5","6","6","4","6","5","6","6","5.198152533","",""
"050128","Montréal","QC","90-A Rue Herve-Saint-Martin, Dorval","45.468322","-73.741198","33","1HR","0","2","3","5","7","9","12","16","23","27","44","54","99.31506849","11","7","7","4","6","5","6","5","4","7","6","6","6","5.160613758","",""
"050129","Montréal","QC","12400 Wilfrid-Ouellette (R-D-P)","45.651691","-73.573825","29","1HR","0","1","3","5","8","10","14","18","24","29","44","68","98.28767123","12","8","7","4","6","5","6","5","4","8","6","6","6","5.938340848","",""
"050131","Montréal","QC","3259 Ste-Catherine Est","45.539928","-73.540388","25","1HR","0","3","5","7","9","10","13","17","22","26","39","379","99.73744292","10","8","8","6","8","7","8","8","6","8","7","7","8","6.860430962","",""
"050134","Montréal","QC","2580 Saint-Joseph Est","45.54271","-73.57176","53","1HR","0","2","4","5","7","9","12","15","20","25","47","80","98.83561644","11","7","7","4","7","5","6","6","4","7","6","6","6","5.132895531","",""
"050135","Montréal","QC","4240 Rue Charleroi","45.5934","-73.63726","41","1HR","0","2","4","5","7","9","13","17","24","27","42","81","97.26027397","11","8","8","5","7","6","6","4","4","8","6","8","7","5.463400097","",""
"050136","Montréal","QC","75 Rue Ontario Est","45.512189","-73.566842","32","1HR","0","2","4","5","7","9","12","16","21","25","39","139","99.10958904","11","8","7","5","7","5","6","6","5","7","6","6","7","5.193357485","",""
"050137","Terrebonne","QC","Rues Vaillant Et De Grand-Champ","45.70476","-73.65776","34","1HR","0","3","5","7","9","12","17","24","32","39","85","188","99.9543379","18","11","9","5","7","7","8","8","6","10","8","9","9","8.743053662","",""
"050138","Montréal","QC","1540 Roberval","45.464611","-73.582583","25","1HR","1","4","5","7","9","11","15","19","25","31","47","185","99.71461187","15","10","9","6","7","6","8","8","6","10","8","9","8","6.186229669","",""
"050204","Gatineau","QC","255 St-Redempteur, Hull","45.435987","-75.723429","62","1HR","0","3","4","6","8","9","12","16","21","25","44","47","98.37899543","11","9","7","5","6","6","7","6","5","7","7","7","7","4.715609337","",""
"050308","Québec","QC","600 Rue Des Sables","46.821177","-71.220495","8","1HR","0","3","5","6","8","10","14","18","24","30","54","71","99.30365297","11","9","7","5","6","6","7","6","6","9","9","8","8","5.667816165","",""
"050310","Québec","QC","1150 Boul. Rene-Levesque O.","46.794873","-71.246387","69","1HR","0","3","4","6","9","11","15","22","29","35","65","102","98.72146119","16","12","10","5","6","6","8","7","6","8","7","6","8","7.052288292","",""
"050311","Québec","QC","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","1HR","0","3","4","6","9","12","17","22","33","41","76","134","97.8196347","17","12","9","5","6","6","8","7","6","10","9","9","9","7.98809951","",""
"050313","Québec","QC","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","1HR","0","3","5","7","9","12","16","21","28","34","54","74","99.37214612","15","12","10","6","6","6","7","7","6","9","9","9","8","6.610307378","",""
"050314","Québec","QC","Rue De L'indre","46.861472","-71.257192","88","1HR","0","2","4","6","8","10","14","19","29","39","75","146","98.65296804","16","10","8","4","5","6","7","7","5","8","7","7","8","7.551471248","",""
"050404","Sherbrooke","QC","655, Rue Papineau","45.41231","-71.8746","211","1HR","1","4","6","8","11","14","19","25","35","39","52","54","14.39497717","12","7","","","","","","","","","","","","","",""
"050504","Saguenay","QC","789 Boul Des Etudiants, Chicoutimi","48.416374","-71.052412","82","1HR","0","2","3","5","6","8","10","13","18","23","43","73","97.4086758","10","8","5","4","5","5","7","6","5","6","4","5","6","4.406356009","",""
"050604","Rouyn-Noranda","QC","1570 Rue Paradis","48.234087","-78.982778","289","1HR","0","2","3","5","6","8","11","16","25","33","55","68","73.44748858","10","10","","","","5","5","5","4","5","4","5","","","",""
"050803","Trois Rivières","QC","Rue Whitehead","46.357175","-72.546187","12","1HR","0","2","4","6","8","10","13","16","22","28","49","75","97.16894977","12","9","7","5","6","6","7","7","5","8","6","5","7","5.329887447","",""
"051111","Drummondville","QC","875 Rue Marchand","45.871345","-72.50309","79","1HR","0","3","4","6","8","10","13","16","23","29","67","86","99.34931507","13","8","7","5","6","6","8","7","5","8","7","8","7","5.712697793","",""
"051201","Shawinigan","QC","363 Rue Frigon","46.55444","-72.73556","113","1HR","0","2","4","6","8","10","13","17","22","26","40","81","99.89726027","11","8","7","4","6","6","7","7","5","8","7","7","7","5.201330394","",""
"051501","St. Zéphirin-De-Courval","QC","701 Rang Saint-Michel","46.042233","-72.659761","50","1HR","0","2","3","5","7","8","10","13","16","19","33","46","99.39497717","9","7","6","3","5","5","7","6","4","6","5","6","6","3.81266629","",""
"052001","Charette","QC","Au Nord Du 170 2e Rang","46.4416","-72.89241","114","1HR","0","2","4","5","7","9","13","17","22","26","37","50","97.16894977","11","8","7","4","6","5","6","6","4","8","7","7","7","5.126840857","",""
"052201","Saint-Simon","QC","Derriere Le 83, 4e Rang Est","45.715614","-72.840249","38","1HR","0","2","4","5","7","8","11","13","17","21","32","101","99.00684932","9","7","6","4","5","5","7","6","4","7","6","7","6","4.05839804","",""
"052301","Saint-Faustin-Lac-Carré","QC","4507 Chemin Du Lac (Caribou)","46.035","-74.48083","413","1HR","0","2","3","4","6","7","9","10","13","14","18","20","89.41780822","6","5","4","3","5","6","6","6","4","5","5","3","5","2.920767383","",""
"052401","La Pêche","QC","Lac Philippe - Masham","45.622378","-76.018046","191","1HR","0","2","4","5","7","8","11","13","16","18","29","43","92.5456621","8","8","5","3","6","7","7","7","5","5","5","4","6","3.765383237","",""
"052801","Auclair","QC","66 Rang St-Gregoire Nord","47.73333","-68.70722","301","1HR","0","1","3","4","5","6","7","9","10","11","15","29","93.02511416","5","4","3","2","4","4","6","5","4","5","3","3","4","2.377156415","",""
"053201","La Doré","QC","Route 167- La Dore","48.80972","-72.73889","222","1HR","0","1","3","4","6","7","9","12","14","16","22","30","98.09360731","5","5","4","3","5","6","8","7","5","4","3","2","5","3.452528295","",""
"053301","Deschambault","QC","334, 3 E Rang - Deshambault","46.682373","-71.965903","48","1HR","0","2","4","5","7","9","11","13","16","18","30","41","97.80821918","8","6","5","4","6","6","7","7","5","7","5","5","6","3.847488471","",""
"053601","Notre-Dame-Du-Rosaire","QC","Rang St-Louis","46.84889","-70.45418","411","1HR","0","2","3","4","6","7","9","10","12","13","19","29","99.6803653","5","4","4","3","4","5","7","6","5","5","4","4","5","2.82999502","",""
"053701","St-Hilaire-De-Dorset","QC","Rang Dorset","45.824861","-70.856025","497","1HR","0","2","3","4","5","6","8","10","12","13","17","23","98.55022831","6","4","4","3","4","5","7","6","4","4","4","4","5","2.71675486","",""
