NAPS ID,City,P/T,Location,Latitude,Longitude,Elevation,ID,Minimum,Maximum,January,February,March,April,May,June,July,August,September,October,November,December,Mean,Standard Deviation
030901,Pictou,NS,91 Beeches Road,45.681744,-62.696575,12,1HR,0,32.6,0.3,0.5,0.5,0.6,0.3,0.2,0.1,0.2,0.3,0.3,0.4,0.8,0.4,1.218461787
040203,Saint John,NB,Mountain Road,45.308762,-66.008384,41,1HR,0,64.2,0.6,0.8,0.4,2.7,4.1,4,4.4,3.6,2.3,0.3,0.2,0.4,2,5.119482228
040207,Saint John,NB,476 Lancaster Avenue W.,45.252898,-66.080065,59,1HR,0,41.2,1.1,0.7,0.9,0.5,0.3,0.8,0.2,0.3,0.3,0.9,1.1,2.5,0.8,2.438954943
040208,Saint John,NB,111 Champlain Drive,45.291218,-66.00305,47,1HR,0,115.4,1.9,1.3,0.4,1.5,1.1,0.4,0.3,0.5,1.1,0.4,2,1.4,1,4.371372013
040209,Saint John,NB,8 Castle Street,45.28028,-66.05611,41,1HR,0,46.7,0.6,0.5,0.4,0.7,0.5,0.2,0.1,0.1,0.2,0.1,0.7,0.3,0.4,1.526105876
041501,Edmundston,NB,19 Queen St.,47.363195,-68.322302,159,1HR,0,111.8,2.8,2.1,2,1.8,3.4,3.2,2.8,1.6,1.8,2.6,1.7,4.6,2.5,7.377838179
050103,Montréal,QC,"1050 A, Boul. Saint-Jean-Baptiste",45.641026,-73.499682,19,1HR,0,43.5,1.4,0.9,1.3,1.2,1.1,1.3,0.9,1,0.7,1.4,1.3,0.9,1.1,2.597923973
050122,Brossard,QC,En Face Du 8400 Avenue Sorbonne,45.448663,-73.480819,17,1HR,0,14.6,0.3,0.3,0.2,0.2,0.4,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.477093297
050126,Montréal,QC,20965 Ch. Sainte-Marie,45.426542,-73.928929,39,1HR,0,12.8,0.7,0.5,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.4,0.621057252
050133,Montréal,QC,"8200a Rue Chenier, Arena Chenier",45.60176,-73.541992,41,1HR,0,20.9,1.2,0.7,0.8,0.3,0.6,0.4,0.4,0.5,0.5,0.3,0.2,0.5,0.5,1.162056224
050134,Montréal,QC,2580 Saint-Joseph Est,45.54271,-73.57176,53,1HR,0,25,1.3,1.1,0.9,0.7,1,0.7,0.7,0.8,0.8,0.5,0.3,0.4,0.8,1.191820542
050136,Montréal,QC,75 Rue Ontario Est,45.512189,-73.566842,32,1HR,0,18.5,0.5,0.5,0.3,0.2,0.7,0.4,0.3,0.2,0.3,0.1,0.1,0.1,0.3,0.815252461
050204,Gatineau,QC,"255 St-Redempteur, Hull",45.435987,-75.723429,62,1HR,0,6.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.186051666
050308,Québec,QC,600 Rue Des Sables,46.821177,-71.220495,8,1HR,0,6,0.3,0.2,0.2,0.2,0.3,0.2,0.3,,0.2,0.4,0.4,0.5,0.3,0.374827836
050604,Rouyn-Noranda,QC,1570 Rue Paradis,48.234087,-78.982778,289,1HR,0,152.8,2,1.3,1.4,1.2,1.1,0.5,0.9,1,1.4,2,1.9,1.5,1.4,6.066013644
050803,Trois Rivières,QC,Rue Whitehead,46.357175,-72.546187,12,1HR,0,10,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.3,0.2,0.2,0.409152309
050902,Saguenay,QC,"2885 Berthier (Arvida), Jonquiere",48.43389,-71.18454,93,1HR,0,117.9,4.8,4.5,5.6,4.7,5,4.2,3.6,3.1,6,6.8,9.7,5.7,5.3,11.91010825
054401,Saint-Anicet,QC,1128 De La Guerre,45.120624,-74.2896,50,1HR,0,29,1,0.6,0.5,,0.5,0.3,0.2,0.2,0.3,0.5,0.3,0.3,0.4,1.367817572
055702,Lévis,QC,200 Rue Des Commandeurs,46.806029,-71.167506,106,1HR,0,11.9,0.4,0.5,0.2,0.3,0.3,0.5,0.4,0.3,0.2,0.2,0.3,0.4,0.3,0.482305303
060104,Ottawa,ON,Rideau & Wurtemburg,45.43433,-75.676,68,1HR,0,3.3,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.182067836
060204,Windsor,ON,467 University Ave. West,42.315778,-83.043667,176,1HR,-0.2,27.1,2.1,0.8,0.4,0.5,0.8,0.7,0.3,0.4,0.1,0.4,0.2,0.3,0.6,1.908310424
060211,Windsor,ON,College & South St. / 928 South St.,42.292889,-83.073139,180,1HR,-0.2,27.1,1.1,0.7,0.5,0.6,0.7,0.9,0.7,0.9,0.4,0.6,0.8,0.6,0.7,1.411867357
060430,Toronto,ON,125 Resources Road,43.709444,-79.5435,141,1HR,-0.1,10.2,1,0.5,0.2,0.3,0.4,0.3,0.3,0.2,0.1,0.2,0.2,0.2,0.3,0.593269078
060438,Toronto,ON,401w - 125 Resources Rd.,43.711106,-79.543425,139,1HR,0,9,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.2,0.2,0.3,0.3,0.2,0.3,0.451616221
060440,Toronto,ON,4905 Dufferin Street,43.78042,-79.46752,,1HR,0,22,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.1,0.3,0.56764007
060512,Hamilton,ON,Elgin & Kelly,43.25778,-79.86167,90,1HR,0,136.9,1.3,2.6,3.9,5.3,15.8,11.3,5.9,3.6,5.3,2.1,1.2,1.9,5,11.50203808
060513,Hamilton,ON,Vickers Rd. & East 18th. St.,43.22942,-79.86278,209,1HR,0,113.2,1.1,0.9,1.9,2.3,7.4,4.3,2.9,2,1.9,1.3,0.7,,2.4,5.538138321
060610,Sudbury,ON,155 Elm Street,46.49194,-81.00311,271,1HR,0,52.3,1.5,1.7,1.1,2,0.9,1,1.2,0.7,1,1.1,1.2,1.2,1.2,3.292748612
060709,Sault Ste. Marie,ON,"443 Northern Ave., Sault College",46.53319,-84.30992,244,1HR,0,64,1.1,1.2,0.6,0.8,1.4,0.6,0.9,0.7,0.3,0.5,0.5,1,0.8,2.785163912
061007,Sarnia,ON,1300 Tashmoo Ave./ Lasalle Line,42.912545,-82.416816,180,1HR,-0.2,96.5,1.6,0.8,2,1.8,3.7,2.8,1.6,1,0.7,0.8,0.7,0.6,1.5,4.677654909
061009,Sarnia,ON,700 Christina St. N.,42.990263,-82.395341,182,1HR,-0.1,65,4,2.6,0.7,1,3.6,1.5,1.7,2,1.4,2,1,1.5,1.9,5.851885197
062601,Simcoe,ON,Experimental Farm,42.85685,-80.26964,236,1HR,-0.6,11.9,0.3,0.4,0.4,0.5,1.2,1.2,1.3,1.2,0.5,-0.2,-0.3,-0.4,0.5,0.80789075
080111,Regina,SK,1621 Albert St.,50.4527,-104.616,585,1HR,0,22.7,0.2,0.1,0.2,0.2,0.4,0.3,0.2,0.5,0.4,0.4,0.2,0.6,0.3,0.638002557
080211,Saskatoon,SK,511 1st Avenue North,52.13613,-106.66293,483,1HR,0,4.5,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.154079275
080402,Prince Albert,SK,63 - 12th Street East,53.201694,-105.75203,436,1HR,0,1.5,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.4,0.6,0.2,0.184058927
080502,Estevan,SK,528 1a Street,49.13235,-102.98499,563,1HR,0,125,1.5,2.7,2.5,2.2,1.4,0.9,0.8,1.6,0.9,1.3,0.5,1.9,1.5,5.157919375
081001,Swift Current,SK,1200 Begg St. W,50.285833,-107.81689,753,1HR,0,4.9,0.4,0.4,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.354024416
082002,Buffalo Narrows,SK,Buffalo Narrows Forest Protection Base,55.834566,-108.403332,425,1HR,0,5,0.5,0.4,0.2,0.5,0.5,0.4,0.4,0.2,0.2,0.2,0.2,0.3,0.3,0.258144301
090120,Edmonton,AB,6240 113 Street,53.50022,-113.526056,681,1HR,0,22,0.5,0.5,0.9,0.4,0.3,0.2,0.4,0.4,0.2,0.3,0.2,0.3,0.4,1.057385894
090121,Edmonton,AB,17 Street & 105 Avenue,53.54823,-113.36811,670,1HR,0,69,0.5,0.8,1.3,0.7,1.2,1,1.4,1.5,0.9,0.6,0.6,0.5,0.9,2.621476331
090133,Edmonton,AB,13915 115 Avenue Nw,53.564411,-113.562583,670,1HR,0,20,0.4,0.5,1,0.7,0.4,0.4,0.4,0.4,0.2,0.3,0.2,0.3,0.4,0.866455783
090134,Sherwood Park,AB,Ottwell House Park,53.532092,-113.320983,709,1HR,0,64,1.4,1.9,1.3,1.1,1.1,1.2,1.5,1.8,1.1,1.5,0.7,1.1,1.3,3.091753667
090135,Ardrossan,AB,3 Avenue,53.554691,-113.144905,707,1HR,0,32,1,1.6,0.9,0.5,0.2,0.5,,,0.3,0.7,0.8,0.8,,
090229,Calgary,AB,4700 110 Avenue Se,50.955122,-113.969742,1032,1HR,0,9,0.6,0.5,0.4,0.2,0.2,0.2,0.5,1,0.1,0.5,0.4,0.5,0.4,0.730211294
090302,Red Deer,AB,73 Street & Riverside Drive,52.29867,-113.79352,858,1HR,0,6,0.4,0.4,0.3,0.2,0.1,0,0.1,0.1,0,0.1,0,0.1,0.2,0.446792019
090304,Red Deer,AB,11 Lancaster Drive,52.24095,-113.765439,907,1HR,0,12,0.8,0.6,0.7,0.4,0.2,0.2,0.3,0.4,0.1,0.4,0.6,0.8,0.4,0.675347014
090502,Lethbridge,AB,28 Street & 12 Avenue N.,49.71621,-112.8006,918,1HR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16759991
090601,Fort Saskatchewan,AB,9209a-96 Ave,53.69874,-113.22285,628,1HR,0,20,0.3,0.6,0.6,0.2,0.3,0.4,0.5,0.6,0.3,0.4,0.3,0.4,0.4,1.112775185
090603,Fort Saskatchewan,AB,100 Ave East Of 109st.,53.71622,-113.19994,620,1HR,0,28,0.4,0.7,0.7,0.4,0.5,0.3,0.5,0.5,0.7,0.3,0.3,0.5,0.5,1.485275553
090607,Gibbons,AB,Behind 4807 50 Ave,53.827241,-113.327174,673,1HR,0,45,0.6,0.5,1.1,0.6,0.2,0.5,0.5,0.3,0.5,0.5,0.3,0.9,0.6,1.439959516
090608,Redwater,AB,4704-49 Ave,53.95183,-113.105857,627,1HR,0,33,0.3,0.5,0.6,0.5,0.3,0.4,0.4,0.2,0.2,0.5,0.1,0.4,0.4,1.331038586
090609,Bruderheim,AB,5321 48 Street,53.805629,-112.925851,630,1HR,0,47,0.7,1.4,0.5,0.6,0.6,1.1,0.9,1.4,0.5,1.3,1,1.3,0.9,1.872541657
090701,Fort Mcmurray,AB,Macdonald Dr.,56.73341,-111.39047,260,1HR,0,43,0.5,0.6,0.8,0.4,0.2,0.2,0.5,0.8,0.5,0.3,0.2,0.4,0.4,1.571070207
090702,Fort Mcmurray,AB,Timberlea Subdivision,56.75139,-111.47662,355,1HR,0,32,1.1,0.9,1.4,0.6,0.3,0.5,0.8,0.6,0.7,0.6,0.6,0.7,0.7,2.037169851
090801,Fort Mckay,AB,Main Street,57.18941,-111.6405,268,1HR,0,43,0.9,0.5,1.7,0.7,0.8,0.5,0.6,0.4,0.4,1.3,0.4,0.7,0.8,2.53109122
090802,Fort Mckay,AB,Lower Camp,57.02681,-111.5007,247,1HR,0,124,0.9,1.6,1.9,2.4,2.7,2.3,1.7,1.8,3.1,3.4,1.8,1.2,2.1,6.257366406
090805,Fort Mckay,AB,Buffalo Viewpoint,56.99647,-111.59295,336,1HR,0,100,0.4,0.4,0.5,0.8,1.2,1.2,0.7,0.6,1.1,0.8,0.3,0.4,0.7,3.374804389
090806,Fort Mckay,AB,4-13-094-11 W4,57.1492,-111.6424,342,1HR,0,49,0.8,0.3,1.3,0.7,0.8,0.5,0.6,0.4,0.6,1.1,0.6,0.7,0.7,2.32809429
090807,Wapasu,AB,Located Oustide Approval Boundaries At Pti Camp,57.26176,-111.037,429,1HR,0,36,1.3,1.1,0.8,0.3,0.7,0.8,0.6,0.8,0.6,0.8,0.5,2.2,0.9,2.261343929
090808,Conklin,AB,1-33-076-08 W4,55.621408,-111.17269,673,1HR,0,13,0.8,0.5,0.5,0.4,0.2,0.2,0.1,0.1,0.1,0.3,0.4,0.6,0.3,0.751649125
091101,Elk Island,AB,National Park,53.68238,-112.86812,714,1HR,0,26,0.6,0.9,0.5,0.3,0.3,0.3,0.4,0.7,0.3,0.5,0.6,0.6,0.5,1.282352612
091301,Tomahawk,AB,Se 2 51 6 W5,53.37255,-114.76835,789,1HR,0,13,0.3,0.4,0.6,0.3,0.1,0.1,0.2,0.1,0.2,0.2,0,0.1,0.2,0.800377126
091401,Violet Grove,AB,Se 17 48 08 W5,53.14222,-115.13806,1000,1HR,0,23,0.4,0.4,0.4,0.3,0.1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.758037743
091501,Beaverlodge,AB,Beaverlodge Research Farm,55.19634,-119.39682,762,1HR,0,18.8,0.4,0.5,0.8,0.5,0.1,0.1,0.2,0.3,0.1,0,0.1,0.4,0.3,0.627091748
091601,Carrot Creek,AB,Se 31 53 13 W5,53.621062,-115.869155,800,1HR,0,6,0.3,0.3,0.4,0.1,0,0,0,0,0,0,0,0,0.1,0.435742149
091701,Steeper,AB,Ne 12 48 22 W5,53.1325,-117.09111,1400,1HR,0,19,0,0.1,0.2,0.2,0,0,0,0,0.1,0,0,0,0.1,0.392509012
091801,Fort Chipewyan,AB,Fort Chipewyan,58.70879,-111.17683,238,1HR,0,36,1,0.1,0.1,0,0,0,0,0,0.1,0.2,0.2,0.3,0.2,0.999018327
091901,Caroline,AB,16-30-034-5 W5,51.94687,-114.69744,1140,1HR,0,15,1.1,1.2,1.1,1.1,1.2,1.1,1.2,1.2,1.1,1.2,1.2,1.1,1.2,0.677806814
092001,Grande Prairie,AB,10327 - 107 Avenue,55.1766,-118.8078,658,1HR,0,16,0.7,0.8,0.6,0.5,0,0,0.2,0.1,,0.1,0.2,0.6,0.4,0.678223345
092201,Lamont,AB,Rge Rd 203 & Twp Rd 550,53.76036,-112.88017,767,1HR,0,41,1.1,1.5,0.9,0.5,0.5,1,1,1.4,0.4,1.4,1.1,1.6,1,1.95766054
092601,Breton,AB,Hwy 20,53.0903,-114.46061,900,1HR,0,17,0.4,0.3,0.6,0.3,0.2,0.2,0.1,0.4,0.1,0.1,0.3,0.1,0.3,0.856255318
092901,Edson,AB,7 Ave,53.593771,-116.395822,894,1HR,0,5,0.4,0.3,0.5,0.2,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0.447743667
093001,Grande Prairie,AB,,55.1172,-118.7647,645,1HR,0,26,0.2,0.5,0.3,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.2,0.2,0.671573747
093101,Genesee,AB,Range Road 15,53.3016,-114.2211,772,1HR,0,45,0.5,0.5,0.4,0.5,1.2,1.2,1.1,1.3,0.4,0.6,0.2,0.4,0.7,1.912052137
093202,Hinton,AB,Private Road,53.427301,-117.544067,1215,1HR,0,81,0.3,1.1,0.4,0.4,0.6,0.6,0.4,0.3,0.1,0.2,0.4,0.5,0.4,1.839421232
093801,Warbug,AB,Range Road 34,53.53,-114.6361,753,1HR,0,28,0.5,0.2,1,0.9,0.3,0.3,0.4,0.1,,,0.2,0.2,0.4,1.516519212
093901,Thorsby,AB,Range Road 35,53.633,-114.4199,774,1HR,0,16,0.3,0.1,0.3,0.4,0.2,0.2,0.3,0.2,0,0.1,0,0.1,0.2,0.838142495
094001,Debolt,AB,Goodwin Road,55.402658,-118.280945,638,1HR,0,22.6,0.8,0.8,0.8,0.5,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.6,0.4,0.80003617
094202,Sunnybrook,AB,Township Road 514 & Range Road 33a,53.4243,-114.3749,684,1HR,0,27,0.3,0.6,0.5,0.6,1.2,0.8,1.1,0.5,0.4,0.6,0.2,0.3,0.6,1.862263166
094301,Cold Lake,AB,15 Ave,54.414014,-110.232939,556,1HR,0,5,0.2,0.3,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.34965317
094401,St Lina,AB,North Of Township Road 604 On Ab-867,54.2165,-111.5026,679,1HR,0,5,0.5,0.4,0.5,0.4,0.1,0.2,0.1,0.3,0,0.1,0.1,0.3,0.3,0.563779417
094601,Anzac,AB,264 Stony Mountain Rd.,56.44928,-111.03722,497,1HR,0,20,0.9,0.6,0.7,0.4,0.2,0.2,0.3,0.2,0.2,0.4,0.5,0.7,0.4,1.153460026
100110,Metro Vancouver - Burnaby,BC,700 Hammarskjold Drive,49.279214,-122.970707,104,1HR,0,9.1,0.1,0.1,0.1,0.3,0.4,0.3,0.4,0.6,0.3,0.3,0.1,0.1,0.3,0.466235516
100111,Metro Vancouver - Port Moody,BC,Moody Street & Esplanade Avenue,49.280893,-122.849291,6,1HR,0,12,0.1,0.1,0.1,0.5,0.9,0.4,0.8,0.6,0.5,0.5,0.3,0.1,0.4,0.753435591
100112,Metro Vancouver - Vancouver,BC,Robson/Hornby,49.282272,-123.12188,32,1HR,0,8.9,0.4,0.2,0.3,0.5,0.4,0.4,0.5,0.8,0.5,0.5,0.3,0.3,0.4,0.489722337
100119,Metro Vancouver - Burnaby,BC,5455 Rumble Street,49.21519,-122.985666,122,1HR,0,9.1,0.2,0.1,0.2,0.2,0.4,0.3,0.5,0.7,0.3,0.3,0.3,0.1,0.3,0.446062146
100121,Metro Vancouver - North Vancouver,BC,75 Riverside Dr.,49.301472,-123.020417,4,1HR,0,8.2,0.2,0.1,0.2,0.3,0.5,0.4,0.4,0.7,0.3,0.3,0.2,0.1,0.3,0.413066515
100128,Metro Vancouver - Richmond,BC,10371 Aragon Rd,49.141437,-123.108215,4,1HR,0,6.1,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.33635404
100132,Metro Vancouver - North Vancouver,BC,16th St. & Jones Ave,49.323994,-123.083496,71,1HR,0,24.6,0.3,0.1,0.2,0.4,0.4,0.3,0.5,0.5,0.3,0.4,0.1,0.1,0.3,0.524194081
100134,Metro Vancouver - Richmond,BC,3153 Templeton Street,49.186265,-123.152422,1,1HR,0,6.3,0.3,0.3,0.4,0.4,0.5,0.5,0.7,0.7,0.4,0.5,0.4,0.4,0.5,0.50924896
100136,Metro Vancouver - Burnaby,BC,Grosvenor Cresent,49.287869,-122.98563,200,1HR,0,70.6,1.1,0.1,0.1,0.6,0.8,0.4,0.9,0.8,0.5,1.1,0.5,0.4,0.6,2.473141802
100137,Metro Vancouver - Burnaby,BC,Eton And Madison Ave. Burnaby,49.287483,-123.007975,70,1HR,0,20.4,1.3,0.3,0.2,1.1,0.8,0.5,0.7,0.8,0.5,0.6,0.4,0.6,0.6,1.04575365
100140,Metro Vancouver - Delta,BC,411 Milsom Wynd,49.009877,-123.081997,52,1HR,0,7.6,0.2,0.3,0.3,0.3,0.4,0.2,0.4,0.4,0.2,0.4,0.3,0.2,0.3,0.345563926
100141,Metro Vancouver - Vancouver,BC,1290 East 11th Ave.,49.260267,-123.077776,30,1HR,0,76,0.5,0.4,0.3,0.8,0.6,0.5,0.7,0.8,0.5,0.6,0.5,0.4,0.6,1.449011887
100202,Prince George,BC,"Plaza 400, 1011 4th Avenue",53.91472,-122.74194,588,1HR,0,108.2,,1.9,1.1,1.4,1.3,1.5,1.7,1.3,1.5,1.5,1,1,1.4,4.03291891
100210,Prince George,BC,,53.90333,-122.70361,733,1HR,0,188.1,5.5,4.1,4.4,4.8,4,2.2,3.5,3.2,5.5,3.5,0.7,2.3,3.6,11.50752496
100211,Prince George,BC,775 E Highway 16,53.908008,-122.713344,616,1HR,0,92.9,3.4,3.4,3.8,4.6,4,1.9,2.9,2.4,6.3,2.7,1,2.8,3.3,7.839749569
100212,Prince George,BC,"Marsulex Acid Plant, 8901 Penn Road",53.8416,-122.7344,604,1HR,0,44.4,2.7,1.7,1,1.4,1.5,1.3,1.5,0.7,1.2,0.9,0.4,0.4,1.2,2.129653538
100304,Victoria,BC,"Sj Willis School, 923 Topaz Ave.",48.441942,-123.363165,29,1HR,0,6.7,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.3,0.5,0.3,0.2,0.3,0.444431499
100318,Victoria,BC,21 Erie St.,48.421417,-123.384178,0,1HR,0,4.8,0.1,,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,,0.2,0.2,0.211036238
100401,Kamloops,BC,317 Seymour St.,50.67477,-120.334016,381,1HR,0,6.9,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.5,0.1,0.2,0.2,0.2,0.2,0.361556455
100701,Kelowna,BC,3333 College Way,49.862336,-119.477367,347,1HR,0,2.2,0.4,0.3,0.4,0.4,0.4,0.3,0.4,0.5,0.3,0.4,0.5,0.4,0.4,0.229540283
101003,Abbotsford,BC,32995 Bevan Ave.,49.042579,-122.309821,58,1HR,0,7.1,0.1,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.1,0.2,0.1,0.1,0.2,0.348154405
101005,Abbotsford,BC,1073 Columbia Street,49.021554,-122.326523,65,1HR,0,6.2,0,0.1,0.1,0.1,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1,0.2,0.282723742
101101,Metro Vancouver - Chilliwack,BC,46360 Airport Road,49.155848,-121.940279,12,1HR,0,6.3,0,0.1,0.1,0.1,0.2,0.1,0.3,0.4,0.2,0.1,0,0,0.1,0.238266938
101202,Metro Vancouver - Pitt Meadows,BC,18477 Dewdny Trunk,49.245233,-122.70889,5,1HR,0,5.3,0.3,0.2,0.3,0.3,0.3,0.2,0.4,0.4,0.2,0.5,0.4,0.4,0.3,0.413259405
101301,Metro Vancouver - Langley,BC,23752 52nd Avenue,49.095613,-122.567104,88,1HR,0,5.8,0,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0,0.1,0.26705252
101603,Squamish,BC,38370 Buckley Avenue,49.70516,-123.15133,6,1HR,0,10,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.300372723
101701,Quesnel,BC,585 Callanan Street,52.981686,-122.493227,490,1HR,0,20,0.1,0.1,0.2,0.3,0.3,0.4,0.7,0.4,0.3,0.3,0.2,0.2,0.3,0.727314809
102201,Trail,BC,1875 Columbia Ave.,49.096218,-117.697828,422,1HR,0,226.5,6.1,4.6,8.7,7.3,7.2,4.6,8.1,5.1,5.8,5.1,5.7,5.6,6.2,13.78831898
102210,Trail,BC,8995 Highway 22a,49.046405,-117.60711,0,1HR,0,103.7,6.4,2.4,6.1,3.2,3.7,1.4,3.4,3.7,3,2.5,2.8,5.6,3.7,6.792814648
102220,Trail,BC,395 Schofield Highway,49.0952,-117.7469,0,1HR,0,457.4,4.7,8.1,8.3,4.2,5.6,7.2,7.5,6.4,4.2,2.2,6.6,6.7,6,17.17213824
102230,Trail,BC,S End,49.157855,-117.73312,0,1HR,0,140.5,8.1,7.7,6.3,3.8,1.4,2.9,3,3.2,1.7,2.3,12.9,12.9,5.7,11.73175039
102503,Terrace,BC,3411 Munroe Street,54.52167,-128.6075,81,1HR,0,7.9,0.2,0.3,0.4,0.3,0.5,0.7,0.6,0.7,0.4,0.3,0.3,0.3,0.4,0.644847776
102701,Williams Lake,BC,1045 Western Avenue,52.14428,-122.150391,631,1HR,0,2.1,,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.178929403
103502,Castlegar,BC,801 9th Avenue,49.317698,-117.661527,407,1HR,0,83.1,2.4,2.8,1.1,1.1,0.4,0.9,0.9,1.1,0.9,0.5,3.8,3.7,1.7,4.170697277
103702,Pine River,BC,Gas Plant Site,55.574531,-121.921247,1159,1HR,0,66.8,3.3,3.8,3,2.8,5.7,6,3.6,6.9,1.2,0.5,0.3,0.9,3.2,6.402938698
103704,Pine River,BC,Pine River Gas Plant,55.6056,-121.9722,610,1HR,0,12,0.3,0.2,0.3,0.3,0.2,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.391814602
103901,Kitimat,BC,651 Columbia Ave W,54.05389,-128.671436,18,1HR,0,35.1,0.1,0.4,0.6,0.5,0.8,0.8,0.7,0.5,0.5,0.4,0.2,0.3,0.5,1.769056737
103902,Kitimat,BC,Haulage Road,54.029194,-128.70269,11,1HR,0,101.9,1.3,4.9,3.5,2.3,3.6,4.6,4.7,8.4,2.5,2.7,2.7,3.3,3.7,7.881754982
103904,Kitimat,BC,1332 Lahakas Blvd North,54.066909,-128.639131,94,1HR,0,23.7,0.1,0.2,0.4,0.3,0.7,0.6,0.5,0.3,0.3,0.3,0.3,0.2,0.3,1.274016386
103905,Kitimat,BC,347 Haisla Avenue,53.973228,-128.650768,5,1HR,0,30.7,0,0.1,0.4,0.1,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.933168495
104301,Taylor,BC,Mcmahon Complex,56.150186,-120.686985,474,1HR,0,80.8,1.1,0.6,1.3,1.1,0.8,0.7,0.4,0.6,1.3,1.2,0.7,0.8,0.9,2.919274179
