"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.63","SHEARWATER A","8205090","1970-01","1970","01","-4.1","","-11.8","","-8.0","","5.0","","-17.8","S","8.1","","29.7","","38.9","","3","","34","","63",""
"-63.50","44.63","SHEARWATER A","8205090","1970-02","1970","02","0.8","","-8.7","","-4.0","","8.3","","-16.7","S","58.2","","15.5","","73.7","","0","T","9","","82",""
"-63.50","44.63","SHEARWATER A","8205090","1970-03","1970","03","2.9","","-4.6","","-0.9","","11.1","","-10.6","S","45.2","","70.1","","115.3","","0","T","16","","72",""
"-63.50","44.63","SHEARWATER A","8205090","1970-04","1970","04","7.8","","-0.6","","3.6","","22.2","","-4.4","","53.3","","7.6","","61.0","","0","","16","","76",""
"-63.50","44.63","SHEARWATER A","8205090","1970-05","1970","05","13.9","","4.8","","9.4","","22.2","","0.0","","84.1","","0.0","","84.1","","0","","23","","64",""
"-63.50","44.63","SHEARWATER A","8205090","1970-06","1970","06","18.2","","8.8","","13.5","","25.6","S","3.9","","114.3","","0.0","","114.3","","0","","14","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1970-07","1970","07","22.1","","12.8","","17.5","","30.0","","7.2","","91.4","","0.0","","91.4","","0","","23","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1970-08","1970","08","22.7","","14.6","","18.7","","29.4","","11.1","S","153.4","","0.0","","153.4","","0","","16","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1970-09","1970","09","17.7","","10.0","","13.9","","26.7","","3.9","","125.0","","0.0","","125.0","","0","","29","","66",""
"-63.50","44.63","SHEARWATER A","8205090","1970-10","1970","10","14.2","","6.7","","10.5","","23.3","","-1.7","","117.6","","0.0","T","117.6","","0","","16","","56","S"
"-63.50","44.63","SHEARWATER A","8205090","1970-11","1970","11","8.3","","1.4","","4.9","","15.0","S","-3.9","S","105.4","","1.0","","106.4","","0","","16","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1970-12","1970","12","-0.8","","-8.9","","-4.9","","11.1","","-18.9","","81.0","","107.7","","193.0","","41","","36","","87",""
"-63.50","44.63","SHEARWATER A","8205090","1971-01","1971","01","-2.9","","-11.1","","-7.0","","6.1","S","-24.4","","25.9","","70.4","","93.2","","15","","20","","85",""
"-63.50","44.63","SHEARWATER A","8205090","1971-02","1971","02","-0.7","","-8.3","","-4.5","","8.9","","-25.0","","112.8","","47.0","","157.7","","0","T","18","","77",""
"-63.50","44.63","SHEARWATER A","8205090","1971-03","1971","03","3.4","","-3.1","","0.2","","10.0","","-11.1","","81.8","","50.8","","141.0","","0","T","11","","76","S"
"-63.50","44.63","SHEARWATER A","8205090","1971-04","1971","04","7.9","","0.7","","4.3","","13.3","","-3.3","","60.5","","26.4","","87.1","","0","","20","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1971-05","1971","05","13.2","","5.2","","9.2","","23.9","","1.1","S","206.8","","0.0","","206.8","","0","","36","","64",""
"-63.50","44.63","SHEARWATER A","8205090","1971-06","1971","06","18.5","","8.7","","13.6","","23.9","S","4.4","","57.7","","0.0","","57.7","","0","","34","","47",""
"-63.50","44.63","SHEARWATER A","8205090","1971-07","1971","07","22.0","","13.6","","17.8","","27.8","","8.9","","104.4","","0.0","","104.4","","0","","16","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1971-08","1971","08","21.7","","13.6","","17.7","","28.3","","9.4","S","311.7","","0.0","","311.7","","0","","7","","56","S"
"-63.50","44.63","SHEARWATER A","8205090","1971-09","1971","09","20.2","","10.5","","15.4","","26.7","","1.7","","52.6","","0.0","","52.6","","0","","23","","58",""
"-63.50","44.63","SHEARWATER A","8205090","1971-10","1971","10","15.2","","5.8","","10.5","","22.8","","-1.7","","67.3","","0.0","","67.3","","0","","18","","85",""
"-63.50","44.63","SHEARWATER A","8205090","1971-11","1971","11","7.3","","0.3","","3.8","","18.9","","-6.7","","163.8","","5.1","","168.9","","0","","11","","77",""
"-63.50","44.63","SHEARWATER A","8205090","1971-12","1971","12","1.4","","-7.3","","-3.0","","10.0","","-16.7","S","68.1","","32.5","","95.3","","15","","32","","74","S"
"-63.50","44.63","SHEARWATER A","8205090","1972-01","1972","01","0.7","","-10.3","","-4.8","","9.4","S","-20.6","","95.0","","67.3","","159.8","","10","","16","","85",""
"-63.50","44.63","SHEARWATER A","8205090","1972-02","1972","02","-1.3","","-11.5","","-6.4","","8.9","","-22.2","","70.4","","50.8","","138.4","","18","","9","","85",""
"-63.50","44.63","SHEARWATER A","8205090","1972-03","1972","03","1.8","","-6.6","","-2.4","","8.3","","-16.1","","182.9","","34.3","","228.1","","0","T","20","","72",""
"-63.50","44.63","SHEARWATER A","8205090","1972-04","1972","04","5.2","","-1.4","","1.9","","17.8","","-6.7","","29.0","","83.6","","120.4","","0","T","34","","64",""
"-63.50","44.63","SHEARWATER A","8205090","1972-05","1972","05","13.7","","3.6","","8.7","","27.8","","-2.2","S","139.4","","15.7","","163.6","","0","","36","","80",""
"-63.50","44.63","SHEARWATER A","8205090","1972-06","1972","06","16.9","","9.7","","13.3","","24.4","","5.0","","115.3","","0.0","","115.3","","0","","23","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1972-07","1972","07","21.6","","13.3","","17.5","","26.7","S","10.0","","82.8","","0.0","","82.8","","0","","23","","47",""
"-63.50","44.63","SHEARWATER A","8205090","1972-08","1972","08","21.9","","13.1","","17.5","","25.0","S","9.4","S","71.1","","0.0","","71.1","","0","","18","","48",""
"-63.50","44.63","SHEARWATER A","8205090","1972-09","1972","09","19.3","","10.3","","14.8","","23.3","S","3.3","","39.4","","0.0","","39.4","","0","","11","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1972-10","1972","10","11.6","","3.6","","7.6","","19.4","","-3.3","","177.0","","8.6","","188.2","","0","","14","","77",""
"-63.50","44.63","SHEARWATER A","8205090","1972-11","1972","11","5.6","","-1.1","","2.3","","12.8","S","-9.4","","206.0","","14.0","","224.8","","0","","20","","76",""
"-63.50","44.63","SHEARWATER A","8205090","1972-12","1972","12","1.7","","-7.9","","-3.1","","13.3","","-16.7","","143.5","","41.4","","191.8","","0","T","20","","89",""
"-63.50","44.63","SHEARWATER A","8205090","1973-01","1973","01","0.2","","-8.9","","-4.4","","10.0","","-21.7","","82.8","","29.7","","111.0","","3","","23","","95",""
"-63.50","44.63","SHEARWATER A","8205090","1973-02","1973","02","-1.2","","-9.4","","-5.3","","8.9","","-21.7","","66.8","","74.7","","135.6","","10","","20","","77","S"
"-63.50","44.63","SHEARWATER A","8205090","1973-03","1973","03","4.4","","-4.4","","0.0","","10.6","","-16.7","","103.9","","15.5","","118.9","","0","T","2","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1973-04","1973","04","7.9","","0.1","","4.0","","21.7","S","-4.4","","126.0","","6.4","","134.6","","0","","9","","76",""
"-63.50","44.63","SHEARWATER A","8205090","1973-05","1973","05","11.4","","4.4","","7.9","","18.9","","1.1","S","101.6","","0.0","T","101.6","","0","","34","","66","S"
"-63.50","44.63","SHEARWATER A","8205090","1973-06","1973","06","19.1","","10.4","","14.8","","25.6","","3.9","","123.2","","0.0","","123.2","","0","","2","","97",""
"-63.50","44.63","SHEARWATER A","8205090","1973-07","1973","07","22.6","","14.7","","18.7","","31.7","","12.2","S","161.5","","0.0","","161.5","","0","","20","","40",""
"-63.50","44.63","SHEARWATER A","8205090","1973-08","1973","08","22.3","","14.0","","18.2","","30.6","","10.0","","99.8","","0.0","","99.8","","0","","20","","51",""
"-63.50","44.63","SHEARWATER A","8205090","1973-09","1973","09","18.3","","9.3","","13.8","","27.2","","1.7","","24.1","","0.0","","24.1","","0","","23","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1973-10","1973","10","13.2","","5.1","","9.2","","20.6","","-1.7","","111.8","","0.0","T","111.8","","0","","34","","61","S"
"-63.50","44.63","SHEARWATER A","8205090","1973-11","1973","11","6.3","","-0.2","","3.1","","15.0","","-5.6","","65.3","","0.0","T","65.3","","0","","23","","87",""
"-63.50","44.63","SHEARWATER A","8205090","1973-12","1973","12","5.4","","-2.3","","1.6","","12.2","","-12.2","","120.7","","3.8","","125.2","","0","","23","","72",""
"-63.50","44.63","SHEARWATER A","8205090","1974-01","1974","01","-0.7","","-9.7","","-5.2","","8.3","S","-22.8","","70.9","","29.5","","102.1","","0","T","23","","90",""
"-63.50","44.63","SHEARWATER A","8205090","1974-02","1974","02","-1.2","","-10.1","","-5.7","","8.9","","-18.9","","56.1","","102.4","","177.0","","10","","2","","80",""
"-63.50","44.63","SHEARWATER A","8205090","1974-03","1974","03","2.6","","-5.7","","-1.6","","10.0","","-15.0","","79.5","","21.6","","100.8","","0","T","18","","90",""
"-63.50","44.63","SHEARWATER A","8205090","1974-04","1974","04","8.3","","0.6","","4.5","","16.7","","-2.8","S","72.4","","24.4","","96.8","","0","","9","","74",""
"-63.50","44.63","SHEARWATER A","8205090","1974-05","1974","05","10.3","","2.4","","6.4","","23.3","","-1.7","","98.3","","4.6","","102.9","","0","","2","","68",""
"-63.50","44.63","SHEARWATER A","8205090","1974-06","1974","06","19.2","","9.3","","14.3","","28.9","","5.0","S","90.2","","0.0","","90.2","","0","","25","","48","S"
"-63.50","44.63","SHEARWATER A","8205090","1974-07","1974","07","19.3","","11.8","","15.6","","26.1","","10.0","S","97.3","","0.0","","97.3","","0","","36","","55",""
"-63.50","44.63","SHEARWATER A","8205090","1974-08","1974","08","23.3","","14.0","","18.7","","28.3","","8.3","S","80.8","","0.0","","80.8","","0","","34","","42",""
"-63.50","44.63","SHEARWATER A","8205090","1974-09","1974","09","18.2","","10.6","","14.4","","22.8","","4.4","S","113.8","","0.0","","113.8","","0","","23","","79",""
"-63.50","44.63","SHEARWATER A","8205090","1974-10","1974","10","11.2","","2.4","","6.8","","22.8","","-5.6","","62.5","","33.0","","95.5","","0","","34","","95",""
"-63.50","44.63","SHEARWATER A","8205090","1974-11","1974","11","7.5","","0.8","","4.2","","16.1","","-5.6","","128.8","","2.5","","130.6","","0","T","9","","74","S"
"-63.50","44.63","SHEARWATER A","8205090","1974-12","1974","12","2.8","","-4.1","","-0.7","","11.1","","-11.7","","74.7","","19.8","","91.9","","0","T","11","","93",""
"-63.50","44.63","SHEARWATER A","8205090","1975-01","1975","01","0.9","","-8.5","","-3.8","","13.3","","-20.0","","106.2","","74.9","","181.4","","10","","36","","68","S"
"-63.50","44.63","SHEARWATER A","8205090","1975-02","1975","02","-2.2","","-10.3","","-6.3","","7.2","","-23.3","","17.8","","42.9","","59.7","","3","","36","","61",""
"-63.50","44.63","SHEARWATER A","8205090","1975-03","1975","03","1.8","","-5.3","","-1.8","","7.8","","-13.9","","97.3","","45.5","","143.0","","0","T","14","","71",""
"-63.50","44.63","SHEARWATER A","8205090","1975-04","1975","04","6.7","","-0.6","","3.1","","12.8","","-6.7","S","63.8","","22.6","","86.6","","0","","9","","97",""
"-63.50","44.63","SHEARWATER A","8205090","1975-05","1975","05","13.3","","3.8","","8.6","","21.7","","-1.7","","61.7","","4.3","","66.0","","0","","9","","63",""
"-63.50","44.63","SHEARWATER A","8205090","1975-06","1975","06","19.4","","8.5","","14.0","","32.2","","2.2","","65.3","","0.0","T","65.3","","0","","9","","76",""
"-63.50","44.63","SHEARWATER A","8205090","1975-07","1975","07","22.8","","13.4","","18.1","","30.6","","8.3","","36.1","","0.0","","36.1","","0","","20","","114",""
"-63.50","44.63","SHEARWATER A","8205090","1975-08","1975","08","21.6","","13.3","","17.5","","26.7","S","9.4","S","47.0","","0.0","","47.0","","0","","34","","48",""
"-63.50","44.63","SHEARWATER A","8205090","1975-09","1975","09","19.1","","10.7","","14.9","","24.4","","6.7","","73.2","","0.0","","73.2","","0","","2","","47",""
"-63.50","44.63","SHEARWATER A","8205090","1975-10","1975","10","13.3","","4.9","","9.1","","21.1","","-1.1","","175.8","","1.0","","176.8","","0","","34","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1975-11","1975","11","9.7","","1.6","","5.7","","19.4","","-5.0","S","117.6","","0.0","T","117.6","","0","","14","","61","S"
"-63.50","44.63","SHEARWATER A","8205090","1975-12","1975","12","2.4","","-7.3","","-2.5","","11.7","S","-18.9","S","191.5","","34.8","","225.0","","3","","14","","66",""
"-63.50","44.63","SHEARWATER A","8205090","1976-01","1976","01","0.1","","-9.1","","-4.5","","10.6","","-20.0","","107.4","","22.4","","130.3","","3","","20","","119",""
"-63.50","44.63","SHEARWATER A","8205090","1976-02","1976","02","2.4","","-7.8","","-2.7","","10.6","","-16.7","","81.0","","49.0","","128.3","","8","","20","","146",""
"-63.50","44.63","SHEARWATER A","8205090","1976-03","1976","03","3.7","","-4.9","","-0.6","","12.8","","-12.2","","50.8","","41.1","","91.2","","0","","23","","148",""
"-63.50","44.63","SHEARWATER A","8205090","1976-04","1976","04","9.1","","0.5","","4.8","","25.0","","-5.6","S","85.6","","2.0","","87.6","","0","","2","","77",""
"-63.50","44.63","SHEARWATER A","8205090","1976-05","1976","05","14.1","","5.3","","9.7","","23.9","","2.8","S","130.8","","0.0","T","130.8","","0","","23","","72","S"
"-63.50","44.63","SHEARWATER A","8205090","1976-06","1976","06","21.5","","10.7","","16.1","","31.7","","2.8","","65.5","","0.0","","65.5","","0","","36","","71",""
"-63.50","44.63","SHEARWATER A","8205090","1976-07","1976","07","21.3","","13.5","","17.4","","30.6","","10.6","S","145.3","","0.0","","145.3","","0","","9","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1976-08","1976","08","22.7","","13.8","","18.3","","30.0","","7.8","","115.8","","0.0","","115.8","","0","","16","","76",""
"-63.50","44.63","SHEARWATER A","8205090","1976-09","1976","09","19.1","","10.5","","14.8","","26.7","","3.9","S","101.6","","0.0","","101.6","","0","","23","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1976-10","1976","10","13.0","","4.4","","8.7","","23.3","","-2.8","","152.9","","0.0","T","152.9","","0","","18","","100",""
"-63.50","44.63","SHEARWATER A","8205090","1976-11","1976","11","6.1","","-0.1","","3.0","","13.9","","-5.0","","81.3","","13.2","","94.5","","0","","32","","77",""
"-63.50","44.63","SHEARWATER A","8205090","1976-12","1976","12","2.4","","-8.5","","-3.1","","10.6","","-17.8","","159.8","","20.3","","180.1","","3","","11","","106",""
"-63.50","44.63","SHEARWATER A","8205090","1977-01","1977","01","-1.7","","-10.4","","-6.1","","6.9","","-19.4","","75.3","","31.5","","107.4","","0","T","23","","106",""
"-63.50","44.63","SHEARWATER A","8205090","1977-02","1977","02","0.0","","-7.8","","-3.9","","6.0","","-14.4","","61.8","","29.2","","95.6","","0","T","11","","81",""
"-63.50","44.63","SHEARWATER A","8205090","1977-03","1977","03","5.1","","-1.9","","1.6","","13.7","","-6.2","","62.6","","31.1","","96.6","","0","T","36","","89",""
"-63.50","44.63","SHEARWATER A","8205090","1977-04","1977","04","8.2","","-0.6","","3.8","","19.3","","-6.8","","69.3","","11.2","","80.5","","0","T","29","S","91","S"
"-63.50","44.63","SHEARWATER A","8205090","1977-05","1977","05","14.8","","3.8","","9.3","","32.0","","-1.5","","67.4","","5.2","","72.6","","0","","8","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1977-06","1977","06","16.3","","9.1","","12.7","","26.0","","4.8","","131.3","","0.0","","131.3","","0","","8","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1977-07","1977","07","22.7","","12.8","","17.8","","29.0","","9.5","","168.1","","0.0","","168.1","","0","","27","","74",""
"-63.50","44.63","SHEARWATER A","8205090","1977-08","1977","08","22.5","","13.7","","18.1","","28.6","","9.8","","49.3","","0.0","","49.3","","0","","18","","59",""
"-63.50","44.63","SHEARWATER A","8205090","1977-09","1977","09","17.9","","9.7","","13.8","","24.3","","4.2","S","126.2","","0.0","","126.2","","0","","34","","87",""
"-63.50","44.63","SHEARWATER A","8205090","1977-10","1977","10","13.7","","5.8","","9.8","","19.1","","-0.3","","141.9","","0.0","","141.9","","0","","16","","74",""
"-63.50","44.63","SHEARWATER A","8205090","1977-11","1977","11","9.4","","1.1","","5.3","","18.4","","-5.3","","76.5","","5.7","","82.2","","0","","25","","83",""
"-63.50","44.63","SHEARWATER A","8205090","1977-12","1977","12","2.0","","-5.0","","-1.5","","9.8","","-18.7","","158.5","","51.1","","212.4","","8","","17","","104",""
"-63.50","44.63","SHEARWATER A","8205090","1978-01","1978","01","-0.1","","-7.8","","-4.0","","10.9","","-17.3","","189.4","","36.4","","225.8","","2","","15","","109",""
"-63.50","44.63","SHEARWATER A","8205090","1978-02","1978","02","-1.9","","-8.9","","-5.4","","3.5","","-16.7","","0.0","T","38.4","","38.4","","2","","9","","74",""
"-63.50","44.63","SHEARWATER A","8205090","1978-03","1978","03","1.9","","-6.1","","-2.1","","9.1","","-12.5","","55.4","","30.5","","84.9","","0","T","20","","70",""
"-63.50","44.63","SHEARWATER A","8205090","1978-04","1978","04","6.5","","-1.1","","2.7","","14.0","","-8.0","","136.0","","19.2","","157.0","","0","","14","","57",""
"-63.50","44.63","SHEARWATER A","8205090","1978-05","1978","05","14.5","","3.8","","9.2","","25.6","","-1.4","","59.7","","0.0","T","59.7","","0","","19","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1978-06","1978","06","17.5","","8.9","","13.2","","24.6","","3.2","","100.4","","0.0","","100.4","","0","","18","","46",""
"-63.50","44.63","SHEARWATER A","8205090","1978-07","1978","07","21.3","","12.8","","17.1","","30.8","","9.4","S","54.9","","0.0","","54.9","","0","","21","S","35","S"
"-63.50","44.63","SHEARWATER A","8205090","1978-08","1978","08","24.0","","14.5","","19.3","","29.6","","7.0","","24.5","","0.0","","24.5","","0","","15","","50",""
"-63.50","44.63","SHEARWATER A","8205090","1978-09","1978","09","17.0","","7.7","","12.4","","24.1","","0.7","","89.2","","0.0","","89.2","","0","","34","","52",""
"-63.50","44.63","SHEARWATER A","8205090","1978-10","1978","10","12.7","","4.4","","8.6","","17.9","","-2.6","","102.7","","1.0","","103.7","","0","","17","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1978-11","1978","11","7.1","","-2.0","","2.6","","14.4","","-11.4","","27.5","","9.4","","36.9","","2","","20","","80",""
"-63.50","44.63","SHEARWATER A","8205090","1978-12","1978","12","2.2","","-6.1","","-2.0","","11.2","","-16.4","","77.9","","46.0","","123.9","","0","T","28","","65",""
"-63.50","44.63","SHEARWATER A","8205090","1979-01","1979","01","1.1","","-6.8","","-2.9","","11.4","","-17.5","","239.1","","25.2","","262.2","","0","","9","","85","E"
"-63.50","44.63","SHEARWATER A","8205090","1979-02","1979","02","-3.8","","-10.3","","-7.1","","5.6","","-22.4","","107.1","","8.2","","115.1","","0","","33","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1979-03","1979","03","4.3","","-3.2","","0.6","","11.4","","-12.9","","161.3","","6.5","","167.2","","0","","16","","70",""
"-63.50","44.63","SHEARWATER A","8205090","1979-04","1979","04","7.5","","0.5","","4.0","","15.3","","-2.5","","84.7","","15.1","","99.2","","0","","15","","83",""
"-63.50","44.63","SHEARWATER A","8205090","1979-05","1979","05","13.8","","6.7","","10.3","","21.7","","1.3","","117.6","","0.0","","117.6","","0","","31","S","57","S"
"-63.50","44.63","SHEARWATER A","8205090","1979-06","1979","06","19.4","","10.4","","14.9","","30.4","","5.4","","72.3","","0.0","","72.3","","0","","22","","63",""
"-63.50","44.63","SHEARWATER A","8205090","1979-07","1979","07","21.4","","13.7","","17.6","","27.0","","7.9","","115.5","","0.0","","115.5","","0","","35","","61",""
"-63.50","44.63","SHEARWATER A","8205090","1979-08","1979","08","21.1","","13.6","","17.4","","27.4","","9.2","","192.9","","0.0","","192.9","","0","","20","","69",""
"-63.50","44.63","SHEARWATER A","8205090","1979-09","1979","09","18.9","","9.5","","14.2","","26.7","","3.9","","93.2","","0.0","","93.2","","0","","18","","78",""
"-63.50","44.63","SHEARWATER A","8205090","1979-10","1979","10","12.4","","6.1","","9.3","","19.8","","-0.2","","168.4","","0.0","T","168.4","","0","","27","","80",""
"-63.50","44.63","SHEARWATER A","8205090","1979-11","1979","11","10.2","","3.0","","6.6","","16.5","","-5.9","","177.2","","1.6","","178.8","","0","","18","","72",""
"-63.50","44.63","SHEARWATER A","8205090","1979-12","1979","12","2.6","","-5.1","","-1.3","","13.1","","-17.8","","141.7","","24.2","","164.0","","5","","29","","80",""
"-63.50","44.63","SHEARWATER A","8205090","1980-01","1980","01","-0.8","","-8.7","","-4.8","","9.2","","-15.2","","54.4","","19.2","","73.4","","3","","17","","74",""
"-63.50","44.63","SHEARWATER A","8205090","1980-02","1980","02","-1.7","","-9.5","","-5.6","","7.4","","-15.5","","12.0","","19.6","","28.2","","14","","30","","70",""
"-63.50","44.63","SHEARWATER A","8205090","1980-03","1980","03","2.4","","-5.5","","-1.6","","7.0","","-15.7","","115.3","","9.7","","124.1","","0","","35","","93",""
"-63.50","44.63","SHEARWATER A","8205090","1980-04","1980","04","8.3","","0.9","","4.6","","14.2","","-4.8","","139.2","","0.0","T","139.2","","0","","9","","96",""
"-63.50","44.63","SHEARWATER A","8205090","1980-05","1980","05","13.5","","4.7","","9.1","","19.0","S","1.6","S","71.1","","0.0","","71.1","","0","","8","S","50","S"
"-63.50","44.63","SHEARWATER A","8205090","1980-06","1980","06","17.5","","8.9","","13.2","","26.4","","4.1","","110.1","","0.0","","110.1","","0","","22","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1980-07","1980","07","20.5","","12.4","","16.5","","28.7","","8.3","","55.0","","0.0","","55.0","","0","","30","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1980-08","1980","08","22.7","","13.6","","18.2","","30.5","","9.6","","30.4","","0.0","","30.4","","0","","35","","70",""
"-63.50","44.63","SHEARWATER A","8205090","1980-09","1980","09","18.3","","9.1","","13.7","","26.8","","-0.5","","101.3","","0.0","","101.3","","0","","21","","54",""
"-63.50","44.63","SHEARWATER A","8205090","1980-10","1980","10","12.5","","5.1","","8.8","","19.0","","-2.3","","111.6","","0.0","T","111.6","","0","","14","","94",""
"-63.50","44.63","SHEARWATER A","8205090","1980-11","1980","11","6.1","","-0.5","","2.8","","14.8","","-4.6","","104.6","","27.8","","131.6","","0","","35","","94",""
"-63.50","44.63","SHEARWATER A","8205090","1980-12","1980","12","0.5","","-9.6","","-4.6","","10.1","","-21.5","","104.2","","33.5","","135.7","","0","T","13","","70",""
"-63.50","44.63","SHEARWATER A","8205090","1981-01","1981","01","-2.5","","-11.0","","-6.8","","6.5","","-23.5","","38.1","","107.1","","124.9","","5","","14","","85",""
"-63.50","44.63","SHEARWATER A","8205090","1981-02","1981","02","3.2","","-5.0","","-0.9","","11.1","","-16.6","","42.5","","12.4","","53.8","","0","","20","","106",""
"-63.50","44.63","SHEARWATER A","8205090","1981-03","1981","03","4.3","","-3.0","","0.7","","11.1","","-6.5","","70.5","","20.6","","88.3","","0","","30","S","72","S"
"-63.50","44.63","SHEARWATER A","8205090","1981-04","1981","04","9.2","","0.5","","4.9","","16.6","","-8.2","","50.5","","5.2","","55.5","","0","","21","","87",""
"-63.50","44.63","SHEARWATER A","8205090","1981-05","1981","05","13.8","","5.2","","9.5","","23.8","","1.1","","178.5","","0.0","","178.5","","0","","14","","65",""
"-63.50","44.63","SHEARWATER A","8205090","1981-06","1981","06","18.3","","9.7","","14.0","","23.9","","5.8","","153.4","","0.0","","153.4","","0","","31","","74",""
"-63.50","44.63","SHEARWATER A","8205090","1981-07","1981","07","22.3","","13.1","","17.7","","29.4","","10.4","","128.6","","0.0","","128.6","","0","","13","","61",""
"-63.50","44.63","SHEARWATER A","8205090","1981-08","1981","08","21.7","","12.9","","17.3","","30.4","","6.7","","74.2","","0.0","","74.2","","0","","8","","59",""
"-63.50","44.63","SHEARWATER A","8205090","1981-09","1981","09","18.2","","11.1","","14.7","","23.1","","4.8","","147.6","","0.0","T","147.6","","0","","22","","76",""
"-63.50","44.63","SHEARWATER A","8205090","1981-10","1981","10","12.9","","5.1","","9.0","","17.5","","-2.0","","116.4","","0.0","","116.4","","0","","20","","83",""
"-63.50","44.63","SHEARWATER A","8205090","1981-11","1981","11","7.9","","1.4","","4.7","","14.2","","-6.1","","174.1","","1.4","","175.7","","0","","34","","81",""
"-63.50","44.63","SHEARWATER A","8205090","1981-12","1981","12","4.2","","-1.3","","1.5","","12.6","","-7.8","","188.6","","40.2","","224.5","","4","","21","","87",""
"-63.50","44.63","SHEARWATER A","8205090","1982-01","1982","01","-1.8","","-12.5","","-7.2","","8.8","","-25.0","","100.2","","58.7","","152.4","","8","","31","S","83","S"
"-63.50","44.63","SHEARWATER A","8205090","1982-02","1982","02","-0.8","","-9.4","","-5.1","","8.9","","-17.0","","56.6","","30.7","","79.9","","0","T","21","S","85","S"
"-63.50","44.63","SHEARWATER A","8205090","1982-03","1982","03","3.1","","-5.8","","-1.4","","11.9","","-18.8","","64.2","","24.3","","84.8","","0","T","22","","74",""
"-63.50","44.63","SHEARWATER A","8205090","1982-04","1982","04","7.9","","-0.7","","3.6","","16.6","","-6.0","","163.6","","15.4","","180.6","","5","","15","","85",""
"-63.50","44.63","SHEARWATER A","8205090","1982-05","1982","05","13.2","","4.0","","8.6","","24.6","","-1.6","","53.8","","0.0","","53.8","","0","","35","","63",""
"-63.50","44.63","SHEARWATER A","8205090","1982-06","1982","06","17.0","","7.9","","12.5","","23.4","","2.0","","137.4","","0.0","","137.4","","0","","19","","61",""
"-63.50","44.63","SHEARWATER A","8205090","1982-07","1982","07","22.9","","12.7","","17.8","","28.7","","7.2","","133.3","","0.0","","133.3","","0","","17","","56",""
"-63.50","44.63","SHEARWATER A","8205090","1982-08","1982","08","20.0","","12.5","","16.3","","24.1","","6.2","","107.2","","0.0","","107.2","","0","","22","","63",""
"-63.50","44.63","SHEARWATER A","8205090","1982-09","1982","09","19.1","","10.4","","14.8","","24.6","","5.5","","121.1","","0.0","","121.1","","0","","21","","59",""
"-63.50","44.63","SHEARWATER A","8205090","1982-10","1982","10","13.5","","4.5","","9.0","","20.8","","-1.6","","31.9","","0.0","","31.9","","0","","35","","70",""
"-63.50","44.63","SHEARWATER A","8205090","1982-11","1982","11","10.0","","2.2","","6.1","","18.3","","-9.2","","149.8","","3.6","","151.6","","0","","27","S","65","S"
"-63.50","44.63","SHEARWATER A","8205090","1982-12","1982","12","5.1","","-3.9","","0.6","","13.5","","-19.0","","71.1","","35.0","","104.0","","0","","31","S","70","S"
"-63.50","44.63","SHEARWATER A","8205090","1983-01","1983","01","1.6","","-6.4","","-2.4","","11.5","","-18.7","","116.5","","8.8","","125.5","","0","","9","","87",""
"-63.50","44.63","SHEARWATER A","8205090","1983-02","1983","02","0.3","","-8.1","","-3.9","","8.9","","-15.9","","23.1","","62.2","","79.7","","17","","15","","83",""
"-63.50","44.63","SHEARWATER A","8205090","1983-03","1983","03","3.9","","-3.0","","0.5","","10.6","","-10.8","","130.0","","11.2","","140.1","","0","T","1","","80",""
"-63.50","44.63","SHEARWATER A","8205090","1983-04","1983","04","8.7","","1.4","","5.1","","15.6","","-5.1","","127.7","","2.9","","130.6","","0","","5","","81",""
