"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-60.05","46.17","SYDNEY A","8205700","2005-08","2005","08","24.3","","13.7","","19.0","","29.4","","8.6","","78.4","","0.0","","78.4","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2005-09","2005","09","20.9","","10.9","","15.9","","27.0","","3.8","","79.8","","0.0","","79.8","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2005-10","2005","10","14.4","","7.4","","10.9","","23.1","S","2.4","","257.8","","0.0","","257.8","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2005-11","2005","11","9.3","","0.7","","5.1","","16.6","","-6.2","","143.2","","0.2","","143.4","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2005-12","2005","12","3.0","","-3.4","","-0.2","","12.3","","-11.6","","105.6","","52.2","","157.4","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-01","2006","01","3.4","","-3.9","","-0.2","","15.0","","-10.9","","56.0","","70.4","","126.4","","15","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-02","2006","02","-0.2","","-9.4","","-4.8","","9.7","","-17.9","","35.2","","59.4","","93.6","","5","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-03","2006","03","2.8","","-4.8","","-1.0","","11.6","","-17.9","","22.0","","12.1","","31.7","","0","T","28","","63",""
"-60.05","46.17","SYDNEY A","8205700","2006-04","2006","04","8.0","","0.3","","4.2","","15.0","","-4.9","","179.3","","9.4","","188.7","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-05","2006","05","15.6","","3.9","","9.8","","25.8","","-1.0","","124.4","","0.0","","124.4","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-06","2006","06","20.8","","12.1","","16.5","","29.0","","7.1","","147.7","","0.0","","147.7","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-07","2006","07","24.8","","14.3","","19.6","","30.0","","10.5","","87.4","","0.0","","87.4","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-08","2006","08","21.7","","11.8","","16.8","","26.0","","4.3","","45.2","","0.0","","45.2","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-09","2006","09","19.4","","9.2","","14.3","","25.3","","3.2","","47.0","","0.0","","47.0","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-10","2006","10","13.1","","4.8","","9.0","","23.1","","-0.3","","195.4","","0.0","","195.4","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-11","2006","11","9.1","","1.9","","5.5","","17.0","","-5.7","","97.6","","0.2","","97.8","","0","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2006-12","2006","12","2.7","","-3.8","","-0.5","","13.0","","-10.8","","105.6","","37.8","","134.6","","0","","26","","74",""
"-60.05","46.17","SYDNEY A","8205700","2007-01","2007","01","0.5","","-7.4","","-3.5","","11.9","","-20.2","","81.6","","56.8","","126.6","","29","","15","E","100","E"
"-60.05","46.17","SYDNEY A","8205700","2007-02","2007","02","-4.3","","-11.7","","-8.0","","2.6","S","-19.9","","15.0","","10.8","","25.0","","2","","14","E","69","E"
"-60.05","46.17","SYDNEY A","8205700","2007-03","2007","03","2.0","","-6.6","","-2.3","","11.7","","-19.7","","24.4","","34.5","","58.6","","0","T","32","E","69","E"
"-60.05","46.17","SYDNEY A","8205700","2007-04","2007","04","5.2","","-2.5","","1.3","","21.2","","-6.7","","57.9","","18.2","","76.1","","0","","23","E","83","E"
"-60.05","46.17","SYDNEY A","8205700","2007-05","2007","05","12.3","","1.6","","7.0","","26.8","","-4.3","","50.0","","3.0","","53.0","","0","","36","E","54","E"
"-60.05","46.17","SYDNEY A","8205700","2007-06","2007","06","16.9","","7.4","","12.2","","23.6","","0.9","","51.4","","0.0","","51.4","","0","","36","E","63","E"
"-60.05","46.17","SYDNEY A","8205700","2007-07","2007","07","23.7","","14.2","","19.0","","32.0","","6.2","","145.8","","0.0","","145.8","","0","","18","E","52","E"
"-60.05","46.17","SYDNEY A","8205700","2007-08","2007","08","22.5","","12.8","","17.7","","30.1","","6.2","","137.9","","0.0","","137.9","","0","","33","E","65","E"
"-60.05","46.17","SYDNEY A","8205700","2007-09","2007","09","19.0","","8.9","","13.9","","26.6","","1.5","","184.9","","0.0","","184.9","","0","","17","E","67","E"
"-60.05","46.17","SYDNEY A","8205700","2007-10","2007","10","13.9","","5.0","","9.5","","21.7","","-2.1","","63.0","","0.0","","63.0","","0","","22","E","63","E"
"-60.05","46.17","SYDNEY A","8205700","2007-11","2007","11","8.2","","0.3","","4.3","","16.0","","-5.7","","181.0","","0.0","T","181.0","","0","","28","E","102","E"
"-60.05","46.17","SYDNEY A","8205700","2007-12","2007","12","0.4","","-6.3","","-3.0","","9.8","","-13.3","","34.3","","110.1","","138.1","","22","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2008-01","2008","01","0.6","","-7.5","","-3.5","","8.6","","-19.7","","98.0","","54.0","","151.4","","0","T","11","E","74","E"
"-60.05","46.17","SYDNEY A","8205700","2008-02","2008","02","0.3","","-8.5","","-4.1","","10.6","","-18.2","","77.2","","78.2","","155.4","","5","","27","E","76","E"
"-60.05","46.17","SYDNEY A","8205700","2008-03","2008","03","1.1","","-8.2","","-3.6","","12.2","","-18.8","","94.7","","35.2","","129.9","","2","","36","E","91","E"
"-60.05","46.17","SYDNEY A","8205700","2008-04","2008","04","7.3","","-1.2","","3.1","","17.7","","-5.0","","32.4","","24.0","","56.4","","0","","28","E","78","E"
"-60.05","46.17","SYDNEY A","8205700","2008-05","2008","05","11.3","","2.5","","7.0","","20.4","","-1.8","","149.0","","21.8","","170.8","","0","","3","E","72","E"
"-60.05","46.17","SYDNEY A","8205700","2008-06","2008","06","17.5","","8.6","","13.1","","26.4","","6.2","S","88.2","","0.0","","88.2","","0","","33","E","67","E"
"-60.05","46.17","SYDNEY A","8205700","2008-07","2008","07","25.2","","15.1","","20.2","","30.6","","7.8","","64.8","","0.0","","64.8","","0","","22","E","56","E"
"-60.05","46.17","SYDNEY A","8205700","2008-08","2008","08","20.6","","14.1","","17.4","","28.0","","10.2","","252.2","","0.0","","252.2","","0","","36","E","59","E"
"-60.05","46.17","SYDNEY A","8205700","2008-09","2008","09","18.3","","9.9","","14.1","","26.4","","1.7","","60.6","","0.0","","60.6","","0","","15","E","59","E"
"-60.05","46.17","SYDNEY A","8205700","2008-10","2008","10","12.2","","4.0","","8.1","","17.1","","-0.3","","138.8","","0.0","","138.8","","0","","24","E","74","E"
"-60.05","46.17","SYDNEY A","8205700","2008-11","2008","11","9.0","","1.4","","5.3","","18.9","","-7.8","","195.4","","0.0","T","195.4","","0","","17","E","91","E"
"-60.05","46.17","SYDNEY A","8205700","2008-12","2008","12","4.1","","-5.1","","-0.5","","15.4","","-13.1","","152.8","","60.2","","213.0","","1","","18","E","93","E"
"-60.05","46.17","SYDNEY A","8205700","2009-01","2009","01","-3.2","","-12.0","","-7.6","","7.1","","-22.3","","74.8","","73.6","","148.4","","12","","25","E","104","E"
"-60.05","46.17","SYDNEY A","8205700","2009-02","2009","02","-0.1","","-8.5","","-4.3","","8.0","","-15.2","","68.6","","31.8","","100.4","","6","","10","E","70","E"
"-60.05","46.17","SYDNEY A","8205700","2009-03","2009","03","1.5","","-6.9","","-2.7","","10.9","","-13.3","","43.0","","48.8","","91.8","","27","","28","E","70","E"
"-60.05","46.17","SYDNEY A","8205700","2009-04","2009","04","8.9","","-1.6","","3.6","","24.6","","-8.0","","138.8","","0.0","T","138.8","","0","","31","E","67","E"
"-60.05","46.17","SYDNEY A","8205700","2009-05","2009","05","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2009-06","2009","06","18.2","","8.5","","13.4","","27.4","S","2.4","","206.7","","0.0","","206.7","","0","","22","E","54","E"
"-60.05","46.17","SYDNEY A","8205700","2009-07","2009","07","22.0","","12.5","","17.3","","29.2","S","3.8","","71.3","","0.0","","71.3","","0","","13","E","52","E"
"-60.05","46.17","SYDNEY A","8205700","2009-08","2009","08","24.4","","14.5","","19.5","","32.3","","6.6","","177.5","","0.0","","177.5","","0","","11","E","67","E"
"-60.05","46.17","SYDNEY A","8205700","2009-09","2009","09","18.6","","8.0","","13.3","","25.0","","1.0","","130.2","","0.0","","130.2","","0","","15","E","54","E"
"-60.05","46.17","SYDNEY A","8205700","2009-10","2009","10","10.0","","3.6","","6.8","","19.3","","-2.4","S","208.4","","0.0","","208.4","","0","","8","E","70","E"
"-60.05","46.17","SYDNEY A","8205700","2009-11","2009","11","9.4","","0.6","","5.0","","16.0","","-4.9","","160.2","","4.7","","164.9","","0","","4","E","82","E"
"-60.05","46.17","SYDNEY A","8205700","2009-12","2009","12","1.9","","-3.9","","-1.0","","9.8","","-12.3","","147.9","","46.0","","191.5","","0","T","3","E","78","E"
"-60.05","46.17","SYDNEY A","8205700","2010-01","2010","01","-0.2","","-5.5","","-2.9","","6.5","","-14.8","","99.4","","26.8","","123.6","","5","","15","E","80","E"
"-60.05","46.17","SYDNEY A","8205700","2010-02","2010","02","-0.5","","-4.6","","-2.5","","3.0","","-16.8","","6.4","","60.3","","65.3","","22","","34","E","63","E"
"-60.05","46.17","SYDNEY A","8205700","2010-03","2010","03","3.6","","-3.8","","-0.1","","15.7","","-8.5","","108.5","","18.5","","127.0","","0","T","10","E","63","E"
"-60.05","46.17","SYDNEY A","8205700","2010-04","2010","04","9.7","","0.6","","5.2","","21.5","","-4.4","","117.4","","1.8","","119.2","","0","","34","E","70","E"
"-60.05","46.17","SYDNEY A","8205700","2010-05","2010","05","13.1","","3.4","","8.2","","25.3","","-1.2","","55.5","","0.0","","55.5","","0","","30","E","83","E"
"-60.05","46.17","SYDNEY A","8205700","2010-06","2010","06","18.1","","7.4","","12.8","","24.2","","3.7","S","172.0","","0.0","","172.0","","0","","30","","65",""
"-60.05","46.17","SYDNEY A","8205700","2010-07","2010","07","24.3","","14.7","","19.5","","31.0","","7.3","S","124.3","","0.0","","124.3","","0","","21","E","61","E"
"-60.05","46.17","SYDNEY A","8205700","2010-08","2010","08","23.1","","13.0","","18.1","","28.1","","9.0","","91.8","","0.0","","91.8","","0","","20","B","46","B"
"-60.05","46.17","SYDNEY A","8205700","2010-09","2010","09","19.3","E","10.7","E","15.0","E","30.3","E","0.2","E","241.3","I","0.0","I","241.3","I","0","","14","I","85","I"
"-60.05","46.17","SYDNEY A","8205700","2010-10","2010","10","12.9","","4.8","","8.9","","23.7","","-1.4","","135.7","","0.0","","135.7","","0","","11","E","72","E"
"-60.05","46.17","SYDNEY A","8205700","2010-11","2010","11","7.2","","1.3","","4.3","","16.8","","-4.5","","89.8","","14.6","","103.0","","0","T","17","E","72","E"
"-60.05","46.17","SYDNEY A","8205700","2010-12","2010","12","4.9","","0.2","","2.6","","9.5","","-6.8","S","429.9","","12.6","","442.5","","0","","5","E","89","E"
"-60.05","46.17","SYDNEY A","8205700","2011-01","2011","01","0.0","","-6.6","","-3.3","","5.7","","-17.6","S","86.8","","97.8","","183.2","","17","","14","E","76","E"
"-60.05","46.17","SYDNEY A","8205700","2011-02","2011","02","-0.8","","-10.1","","-5.5","","6.2","","-18.8","","59.0","","130.8","","188.8","","15","","18","E","82","E"
"-60.05","46.17","SYDNEY A","8205700","2011-03","2011","03","2.0","","-5.4","","-1.7","","8.8","","-15.8","","36.4","","5.2","","41.6","","0","T","25","E","80","E"
"-60.05","46.17","SYDNEY A","8205700","2011-04","2011","04","8.6","","-1.6","","3.5","","18.0","","-8.7","","99.3","","7.0","","106.3","","0","","28","E","74","E"
"-60.05","46.17","SYDNEY A","8205700","2011-05","2011","05","12.6","","4.6","","8.6","","24.1","","-4.0","","119.6","","0.0","","119.6","","0","","7","E","57","E"
"-60.05","46.17","SYDNEY A","8205700","2011-06","2011","06","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2011-07","2011","07","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2011-08","2011","08","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2011-09","2011","09","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2011-10","2011","10","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2011-11","2011","11","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2011-12","2011","12","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2012-01","2012","01","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2012-02","2012","02","","","","","","","","","","","","","","","","","","","","","",""
"-60.05","46.17","SYDNEY A","8205700","2012-03","2012","03","4.4","","-3.7","","0.3","","23.1","","-12.7","","25.2","","30.6","","55.4","","0","","21","E","80","E"
"-60.05","46.17","SYDNEY A","8205700","2012-04","2012","04","9.7","","0.0","","4.9","","18.5","","-7.7","","91.2","","5.0","","96.2","","0","","14","E","78","E"
"-60.05","46.17","SYDNEY A","8205700","2012-05","2012","05","14.8","","4.2","","9.5","","25.0","","-3.4","","79.1","","0.0","T","79.1","","0","","18","E","63","E"
"-60.05","46.17","SYDNEY A","8205700","2012-06","2012","06","16.7","","7.9","","12.4","","25.6","","1.4","","79.2","","0.0","","79.2","","0","","14","E","56","E"
"-60.05","46.17","SYDNEY A","8205700","2012-07","2012","07","24.0","","12.9","","18.5","","29.4","","6.9","","63.2","","0.0","","63.2","","0","","26","E","54","E"
"-60.05","46.17","SYDNEY A","8205700","2012-08","2012","08","25.3","","16.1","","20.8","","30.3","S","9.8","S","102.9","","0.0","","102.9","","0","","12","B","50","B"
"-60.05","46.17","SYDNEY A","8205700","2012-09","2012","09","20.1","","11.6","","15.9","","25.4","","4.4","","291.3","","0.0","","291.3","","0","","12","E","65","E"
"-60.05","46.17","SYDNEY A","8205700","2012-10","2012","10","13.6","","7.0","","10.3","","19.9","","1.0","","121.8","","0.0","T","121.8","","0","","27","E","82","E"
"-60.05","46.17","SYDNEY A","8205700","2012-11","2012","11","8.1","","1.3","","4.7","","17.7","","-7.5","","128.4","","5.8","","132.8","","5","","29","E","59","E"
"-60.05","46.17","SYDNEY A","8205700","2012-12","2012","12","4.1","","-2.7","","0.7","","14.1","","-8.3","","125.9","","26.7","","151.7","","1","","13","E","76","E"
"-60.05","46.17","SYDNEY A","8205700","2013-01","2013","01","-1.5","","-9.4","","-5.5","","11.7","","-21.6","","6.4","","52.2","","45.5","","0","T","35","","80",""
"-60.05","46.17","SYDNEY A","8205700","2013-02","2013","02","-0.8","","-8.7","","-4.8","","6.1","","-18.7","","103.4","","101.5","","204.2","","17","","27","E","85","E"
"-60.05","46.17","SYDNEY A","8205700","2013-03","2013","03","1.8","","-4.4","","-1.3","","7.1","S","-14.0","","43.6","","65.0","","120.0","","6","","3","S","91","S"
"-60.05","46.17","SYDNEY A","8205700","2013-04","2013","04","6.4","","-1.4","","2.5","","14.2","","-8.1","","76.4","","19.6","","95.6","","0","","17","","67",""
"-60.05","46.17","SYDNEY A","8205700","2013-05","2013","05","14.8","","4.2","","9.5","","26.6","","-3.7","","126.0","","0.0","T","126.0","","0","","22","E","63","E"
"-60.05","46.17","SYDNEY A","8205700","2013-06","2013","06","19.1","","9.2","","14.2","","28.0","","5.2","","183.4","","0.0","","183.4","","0","","11","E","54","E"
"-60.05","46.17","SYDNEY A","8205700","2013-07","2013","07","24.8","","13.8","","19.3","","32.2","","6.9","","50.9","","0.0","","50.9","","0","","36","E","54","E"
"-60.05","46.17","SYDNEY A","8205700","2013-08","2013","08","23.9","","13.1","","18.5","","28.8","","7.4","","107.7","","0.0","","107.7","","0","","17","B","56","B"
"-60.05","46.17","SYDNEY A","8205700","2013-09","2013","09","19.4","","10.3","","14.9","","27.7","","2.1","","151.2","","0.0","","151.2","","0","","18","B","52","B"
"-60.05","46.17","SYDNEY A","8205700","2013-10","2013","10","13.4","","4.6","","9.0","","19.5","","-5.1","","120.2","","0.0","","120.2","","0","","29","E","67","E"
"-60.05","46.17","SYDNEY A","8205700","2013-11","2013","11","7.3","","-0.1","","3.6","","17.4","","-8.6","","151.4","","6.5","","156.3","","0","","18","E","93","E"
"-60.05","46.17","SYDNEY A","8205700","2013-12","2013","12","0.1","","-7.3","","-3.6","","10.7","","-16.0","","112.8","","150.0","","257.5","","54","","30","E","74","E"
"-60.05","46.17","SYDNEY A","8205700","2014-01","2014","01","-0.2","","-9.8","","-5.0","","10.6","","-20.4","","110.2","","108.4","","212.5","","19","","21","E","89","E"
"-60.05","46.17","SYDNEY A","8205700","2014-02","2014","02","-1.9","","-11.3","","-6.6","","7.9","","-22.2","","88.5","","65.0","","153.3","","21","","26","E","93","E"
"-60.05","46.17","SYDNEY A","8205700","2014-03","2014","03","-0.4","","-10.1","","-5.3","","9.8","","-20.9","","139.0","","60.6","","199.6","","4","","9","E","85","E"
"-60.05","46.17","SYDNEY A","8205700","2014-04","2014","04","5.5","","-1.4","","2.1","","17.1","","-7.6","","112.2","","43.0","","155.8","","0","","16","B","70","B"
"-60.05","46.17","SYDNEY A","8205700","2014-05","2014","05","11.4","","2.0","","6.7","","23.9","","-3.1","","83.7","","5.6","","89.3","","0","","20","E","61","E"
"-60.05","46.17","SYDNEY A","8205700","2014-06","2014","06","18.1","","7.7","","12.9","","30.2","","3.2","","144.0","","0.0","","144.0","","0","","1","E","63","E"
