NAPS_ID,Station_Name,City,Province/Territory_EN,Province_Code,Latitude,Longitude,Status,Start_Date,End_Date
60104,OTTAWA DOWNTOWN - RIDEAU & WURTEMBURG,OTTAWA,ONTARIO,ON,45.43433,-75.676,1,1976-01-01,
60105,OTTAWA - NRC,OTTAWA,ONTARIO,ON,45.44111,-75.61528,0,1980-01-01,1983-12-31
60106,OTTAWA  CENTRAL - 960 CARLING AVE,OTTAWA,ONTARIO,ON,45.38287,-75.71387,0,2007-01-01,2017-12-31
60201,WINDSOR - MORTON TERMINAL DOCK,WINDSOR,ONTARIO,ON,42.26667,-83.09583,0,1974-01-01,1984-04-25
60203,WINDSOR - TECUMSEH WATER WORKS,WINDSOR,ONTARIO,ON,42.33806,-82.92722,0,1999-01-08,2000-12-31
60204,WINDSOR DOWNTOWN - 467 UNIVERSITY AVE. WEST,WINDSOR,ONTARIO,ON,42.315778,-83.043667,1,1974-01-01,
60211,WINDSOR WEST - COLLEGE & SOUTH ST. ,WINDSOR,ONTARIO,ON,42.292889,-83.073139,1,1975-01-05,
60212,WINDSOR - WRIGHT & WATER ST.,WINDSOR,ONTARIO,ON,42.27583,-83.09667,0,1985-01-01,2000-12-21
60302,KINGSTON - 1,KINGSTON,ONTARIO,ON,44.23067,-76.50883,0,1976-02-01,2005-12-31
60303,KINGSTON - 2,KINGSTON,ONTARIO,ON,44.220081,-76.52141,0,2007-01-01,2013-12-31
60304,KINGSTON - 3,KINGSTON,ONTARIO,ON,44.21987,-76.52113,1,2013-12-31,
60401,TORONTO - 67 COLLEGE ST.,TORONTO,ONTARIO,ON,43.66028,-79.3875,0,1974-01-01,1981-06-18
60402,TORONTO - ONTARIO SCIENCE CENTRE,TORONTO,ONTARIO,ON,43.715,-79.34111,0,1974-01-01,1992-03-03
60403,ETOBIOKE SOUTH - EVANS & ARNOLD,TORONTO,ONTARIO,ON,43.61917,-79.51833,0,1974-01-01,2001-02-12
60409,TORONTO - REDLAND CRESCENT,TORONTO,ONTARIO,ON,43.70917,-79.2375,0,1976-01-01,1992-02-21
60410,TORONTO EAST,TORONTO,ONTARIO,ON,43.74792,-79.27406,1,1974-01-01,
60411,TORONTO - PHARMACY & HWY 401,TORONTO,ONTARIO,ON,43.76902,-79.31463,0,1974-01-01,1978-12-31
60412,TORONTO - BATHURST & WILSON,TORONTO,ONTARIO,ON,43.73583,-79.43667,0,1976-01-01,1985-05-28
