"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","18041","","","","0"
"2014","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","16126","","","","0"
"2015","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","16310","","","","0"
"2016","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","15579","","","","0"
"2017","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","15886","","","","0"
"2018","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","16543","","","","0"
"2019","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","15783","","","","0"
"2020","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","14393","","","","0"
"2021","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","14245","","","","0"
"2022","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","14292","","","","0"
"2023","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","13539","","","","0"
"2013","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-466","","","","0"
"2014","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-968","","","","0"
"2015","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-742","","","","0"
"2016","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-781","","","","0"
"2017","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-820","","","","0"
"2018","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-737","","","","0"
"2019","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-658","","","","0"
"2020","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","312","","","","0"
"2021","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","384","","","","0"
"2022","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","551","","","","0"
"2023","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","542","","","","0"
"2013","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","17153","","","","0"
"2014","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","16519","","","","0"
"2015","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","17369","","","","0"
"2016","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","18452","","","","0"
"2017","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","17476","","","","0"
"2018","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","17442","","","","0"
"2019","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","16558","","","","0"
"2020","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","15000","","","","0"
"2021","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","15485","","","","0"
"2022","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","16799","","","","0"
"2023","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","15643","","","","0"
"2013","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13436","","","","0"
"2014","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","12789","","","","0"
"2015","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13053","","","","0"
"2016","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","14360","","","","0"
"2017","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13928","","","","0"
"2018","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","14067","","","","0"
"2019","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13439","","","","0"
"2020","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","12410","","","","0"
"2021","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13131","","","","0"
"2022","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","14410","","","","0"
"2023","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13260","","","","0"
"2013","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3717","","","","0"
"2014","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3730","","","","0"
"2015","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4316","","","","0"
"2016","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4092","","","","0"
"2017","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3548","","","","0"
"2018","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3375","","","","0"
"2019","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3120","","","","0"
"2020","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","2590","","","","0"
"2021","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","2355","","","","0"
"2022","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","2389","","","","0"
"2023","New Brunswick","2021A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","2383","","","","0"
"2013","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","14042","","","","0"
"2014","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13731","","","","0"
"2015","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13795","","","","0"
"2016","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","14629","","","","0"
"2017","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13551","","","","0"
"2018","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13404","","","","0"
"2019","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13105","","","","0"
"2020","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","11112","","","","0"
"2021","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","11815","","","","0"
"2022","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","12419","","","","0"
"2023","New Brunswick","2021A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","11466","","","","0"
"2013","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3111","","","","0"
"2014","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-2788","","","","0"
"2015","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3574","","","","0"
"2016","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3824","","","","0"
"2017","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3925","","","","0"
"2018","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-4038","","","","0"
"2019","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3453","","","","0"
"2020","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3888","","","","0"
"2021","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3671","","","","0"
"2022","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-4380","","","","0"
"2023","New Brunswick","2021A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-4177","","","","0"
"2013","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","87550","","","","0"
"2014","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","85941","","","","0"
"2015","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","88827","","","","0"
"2016","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","87305","","","","0"
"2017","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","89621","","","","0"
"2018","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","89839","","","","0"
"2019","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","91561","","","","0"
"2020","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","79635","","","","0"
"2021","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","84141","","","","0"
"2022","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","88628","","","","0"
"2023","Quebec","2021A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","88774","","","","0"
"2013","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","62257","","","","0"
"2014","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","61041","","","","0"
"2015","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","64014","","","","0"
"2016","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","62840","","","","0"
"2017","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","64794","","","","0"
"2018","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","65096","","","","0"
"2019","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","66640","","","","0"
"2020","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","59226","","","","0"
"2021","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","62785","","","","0"
"2022","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","66115","","","","0"
"2023","Quebec","2021A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","66262","","","","0"
"2013","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","25294","","","","0"
"2014","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","24900","","","","0"
"2015","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","24813","","","","0"
"2016","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","24465","","","","0"
"2017","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","24827","","","","0"
"2018","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","24742","","","","0"
"2019","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","24921","","","","0"
"2020","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","20408","","","","0"
"2021","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","21356","","","","0"
"2022","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","22512","","","","0"
"2023","Quebec","2021A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","22512","","","","0"
"2013","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","78815","","","","0"
"2014","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","76634","","","","0"
"2015","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","76908","","","","0"
"2016","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","76912","","","","0"
"2017","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","79259","","","","0"
"2018","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","79946","","","","0"
"2019","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","81877","","","","0"
"2020","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","74525","","","","0"
"2021","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","77530","","","","0"
"2022","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","79286","","","","0"
"2023","Quebec","2021A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","78931","","","","0"
"2013","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-8736","","","","0"
"2014","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9306","","","","0"
"2015","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-11920","","","","0"
"2016","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-10393","","","","0"
"2017","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-10362","","","","0"
"2018","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9893","","","","0"
"2019","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9684","","","","0"
"2020","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-5110","","","","0"
"2021","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-6611","","","","0"
"2022","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9342","","","","0"
"2023","Quebec","2021A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9843","","","","0"
"2013","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","172340","","","","0"
"2014","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","169315","","","","0"
"2015","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","168126","","","","0"
"2016","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","166852","","","","0"
"2017","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","164499","","","","0"
"2018","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","169565","","","","0"
"2019","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","170166","","","","0"
"2020","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","147380","","","","0"
"2021","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","150671","","","","0"
"2022","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","158978","","","","0"
"2023","Ontario","2021A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","160672","","","","0"
"2013","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","121581","","","","0"
"2014","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","119655","","","","0"
"2015","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","118558","","","","0"
"2016","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","119319","","","","0"
"2017","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","116066","","","","0"
"2018","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","119433","","","","0"
"2019","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","118814","","","","0"
"2020","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","106240","","","","0"
"2021","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","109763","","","","0"
"2022","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","115910","","","","0"
"2023","Ontario","2021A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","118464","","","","0"
"2013","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","50759","","","","0"
"2014","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","49660","","","","0"
"2015","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","49568","","","","0"
"2016","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","47532","","","","0"
"2017","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","48433","","","","0"
"2018","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","50131","","","","0"
"2019","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","51352","","","","0"
"2020","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","41140","","","","0"
"2021","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","40907","","","","0"
"2022","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","43068","","","","0"
"2023","Ontario","2021A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","42208","","","","0"
"2013","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","168060","","","","0"
"2014","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","164390","","","","0"
"2015","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","163265","","","","0"
"2016","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","163112","","","","0"
"2017","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","157929","","","","0"
"2018","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","163630","","","","0"
"2019","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","164943","","","","0"
"2020","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","148752","","","","0"
"2021","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","151580","","","","0"
"2022","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","157558","","","","0"
"2023","Ontario","2021A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","158728","","","","0"
"2013","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4280","","","","0"
"2014","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4925","","","","0"
"2015","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4861","","","","0"
"2016","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-3740","","","","0"
"2017","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-6571","","","","0"
"2018","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-5934","","","","0"
"2019","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-5223","","","","0"
"2020","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","1371","","","","0"
"2021","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","909","","","","0"
"2022","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-1421","","","","0"
"2023","Ontario","2021A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-1943","","","","0"
"2013","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21021","","","","0"
"2014","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21194","","","","0"
"2015","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","20725","","","","0"
"2016","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21163","","","","0"
"2017","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21542","","","","0"
"2018","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","22431","","","","0"
"2019","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","22213","","","","0"
"2020","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","20567","","","","0"
"2021","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","20060","","","","0"
"2022","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21084","","","","0"
"2023","Manitoba","2021A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","20578","","","","0"
"2013","Manitoba","2021A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","16592","","","","0"
