"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-01","2012","01","01","","4.8","","-2.2","","1.3","","16.7","","0.0","","","M","","M","0.3","","","","35","","57",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-02","2012","01","02","","8.8","","-1.8","","3.5","","14.5","","0.0","","","M","","M","4.7","","","","22","","54",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-03","2012","01","03","","0.3","","-11.3","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-04","2012","01","04","","-5.3","","-12.5","","-8.9","","26.9","","0.0","","","M","","M","0.6","","","","31","","39",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-05","2012","01","05","","-1.9","","-12.2","","-7.1","","25.1","","0.0","","","M","","M","0.2","","","","21","","35",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-06","2012","01","06","","-6.3","","-14.1","","-10.2","","28.2","","0.0","","","M","","M","0.4","","1","","29","","35",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-07","2012","01","07","","1.4","","-9.1","","-3.9","","21.9","","0.0","","0.0","","","M","1.2","","4","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-08","2012","01","08","","0.9","","-3.8","","-1.5","","19.5","","0.0","","","M","","M","0.0","","2","","26","","33",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-09","2012","01","09","","-3.8","","-13.6","","-8.7","","26.7","","0.0","","0.0","","","M","1.3","","1","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-10","2012","01","10","","0.9","","-9.4","","-4.3","","22.3","","0.0","","","M","","M","0.2","","3","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-11","2012","01","11","","-3.5","","-12.2","","-7.9","","25.9","","0.0","","","M","","M","0.0","","3","","31","","50",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-12","2012","01","12","","-2.3","","-13.2","","-7.8","","25.8","","0.0","","0.0","","","M","9.1","","3","","11","","52",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-13","2012","01","13","","7.9","","-2.4","","2.8","","15.2","","0.0","","","M","","M","3.7","","10","","21","","67",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-14","2012","01","14","","0.2","","-11.0","","-5.4","","23.4","","0.0","","0.0","","","M","1.2","","1","","23","","65",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-15","2012","01","15","","-9.2","","-15.2","","-12.2","","30.2","","0.0","","0.0","","","M","1.3","","7","","28","","37",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-16","2012","01","16","","-5.6","","-14.1","","-9.9","","27.9","","0.0","","","M","","M","0.2","","4","","29","","35",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-17","2012","01","17","","-0.3","","-5.7","","-3.0","","21.0","","0.0","","0.0","","","M","0.8","","5","","20","","39",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-18","2012","01","18","","6.8","","-9.6","","-1.4","","19.4","","0.0","","","M","","M","2.6","","5","","24","","54",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-19","2012","01","19","","-6.6","","-13.1","","-9.9","","27.9","","0.0","","","M","","M","0.0","","1","","35","","41",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-20","2012","01","20","","-0.9","","-7.5","","-4.2","","22.2","","0.0","","0.0","","","M","3.1","","1","","25","","41",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-21","2012","01","21","","-4.4","","-14.0","","-9.2","","27.2","","0.0","","","M","","M","0.0","","5","","25","","50",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2012-01-22","2012","01","22","","-9.2","","-16.2","","-12.7","","30.7","","0.0","","","M","","M","0.4","","4","","32","","32",""
