"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-62.58","46.45","ST. PETERS","8300562","2024-01-01","2024","01","01","","-1.3","","-5.4","","-3.4","","21.4","","0.0","","","","","","3.9","","3","","","M","36",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-02","2024","01","02","","-2.3","","-7.0","","-4.6","","22.6","","0.0","","","","","","0.0","","6","","","M","40",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-03","2024","01","03","","-0.5","","-6.7","","-3.6","","21.6","","0.0","","","","","","0.0","","7","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-04","2024","01","04","","-0.6","","-3.5","","-2.1","","20.1","","0.0","","","","","","0.0","","6","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-05","2024","01","05","","-0.2","","-7.7","","-4.0","","22.0","","0.0","","","","","","2.4","","6","","","M","51",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-06","2024","01","06","","-5.0","","-7.8","","-6.4","","24.4","","0.0","","","","","","0.6","","5","","","M","50",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-07","2024","01","07","","-3.2","","-6.2","","-4.7","","22.7","","0.0","","","","","","0.0","","4","","","M","45",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-08","2024","01","08","","-1.6","","-4.6","","-3.1","","21.1","","0.0","","","","","","0.0","","4","","","M","47",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-09","2024","01","09","","-2.5","","-9.4","","-6.0","","24.0","","0.0","","","","","","0.0","","3","","","M","48",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-10","2024","01","10","","5.4","","-9.8","","-2.2","","20.2","","0.0","","","","","","18.4","","3","","","M","74",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-11","2024","01","11","","5.6","","-1.4","","2.1","","15.9","","0.0","","","","","","0.0","","","","","M","43",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-12","2024","01","12","","-1.1","","-5.3","","-3.2","","21.2","","0.0","","","","","","0.0","","","","","M","42",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-13","2024","01","13","","3.8","","-8.8","","-2.5","","20.5","","0.0","","","","","","1.5","","","","","M","97",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-14","2024","01","14","","6.1","","0.5","","3.3","","14.7","","0.0","","","","","","1.2","","","","","M","66",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-15","2024","01","15","","0.7","","-8.1","","-3.7","","21.7","","0.0","","","","","","0.0","","","","","M","47",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-16","2024","01","16","","3.2","","-8.0","","-2.4","","20.4","","0.0","","","","","","29.1","","","","","M","45",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-17","2024","01","17","","6.0","","-7.1","","-0.6","","18.6","","0.0","","","","","","3.7","","0","","","M","55",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-18","2024","01","18","","-6.2","","-9.5","","-7.9","","25.9","","0.0","","","","","","0.0","","0","","","M","67",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-19","2024","01","19","","-5.7","","-10.9","","-8.3","","26.3","","0.0","","","","","","0.2","","0","","","M","65",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-20","2024","01","20","","1.0","","-7.8","","-3.4","","21.4","","0.0","","","","","","1.1","","0","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-21","2024","01","21","","-0.5","","-4.4","","-2.5","","20.5","","0.0","","","","","","2.2","","2","","","M","45",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-22","2024","01","22","","0.2","","-9.4","","-4.6","","22.6","","0.0","","","","","","0.0","","4","","","M","51",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-23","2024","01","23","","0.3","","-8.0","","-3.9","","21.9","","0.0","","","","","","0.0","","2","","","M","59",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-24","2024","01","24","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-62.58","46.45","ST. PETERS","8300562","2024-01-25","2024","01","25","","1.3","","-4.7","","-1.7","","19.7","","0.0","","","","","","2.6","","1","","","M","47",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-26","2024","01","26","","-3.2","","-11.0","","-7.1","","25.1","","0.0","","","","","","1.8","","0","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-27","2024","01","27","","-1.1","","-3.3","","-2.2","","20.2","","0.0","","","","","","1.0","","5","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-28","2024","01","28","","-1.0","","-2.6","","-1.8","","19.8","","0.0","","","","","","0.0","","4","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-29","2024","01","29","","-1.3","","-7.6","","-4.4","","22.4","","0.0","","","","","","2.7","","4","","","M","60",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-30","2024","01","30","","-5.5","","-7.3","","-6.4","","24.4","","0.0","","","","","","0.0","","2","","","M","48",""
"-62.58","46.45","ST. PETERS","8300562","2024-01-31","2024","01","31","","-5.7","","-9.1","","-7.4","","25.4","","0.0","","","","","","0.0","","1","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-01","2024","02","01","","1.0","","-6.6","","-2.8","","20.8","","0.0","","","","","","0.0","","1","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-02","2024","02","02","","0.6","","-3.0","","-1.2","","19.2","","0.0","","","","","","4.8","","1","","","M","49",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-03","2024","02","03","","-2.9","","-4.3","","-3.6","","21.6","","0.0","","","","","","11.5","","13","","","M","68",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-04","2024","02","04","","-1.0","","-3.2","","-2.1","","20.1","","0.0","","","","","","32.2","","7","","","M","70",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-05","2024","02","05","","-0.1","","-1.0","","-0.6","","18.6","","0.0","","","","","","6.6","","30","","","M","62",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-06","2024","02","06","","-0.3","","-2.7","","-1.5","","19.5","","0.0","","","","","","0.0","","23","","","M","52",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-07","2024","02","07","","-1.6","","-4.0","","-2.8","","20.8","","0.0","","","","","","0.0","","22","","","M","33",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-08","2024","02","08","","","M","","M","","M","","M","","M","","","","","","M","22","","","M","","M"
"-62.58","46.45","ST. PETERS","8300562","2024-02-09","2024","02","09","","0.1","","-6.8","","-3.4","","21.4","","0.0","","","","","","0.0","","21","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-10","2024","02","10","","4.4","","-3.6","","0.4","","17.6","","0.0","","","","","","0.2","","21","","20","","37",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-11","2024","02","11","","4.8","","1.4","","3.1","","14.9","","0.0","","","","","","0.4","","16","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-12","2024","02","12","","2.0","","-3.9","","-1.0","","19.0","","0.0","","","","","","0.0","","11","","","","",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-13","2024","02","13","","-1.4","","-4.1","","-2.7","","20.7","","0.0","","","","","","0.0","","11","","35","","49",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-14","2024","02","14","","-1.5","","-5.6","","-3.5","","21.5","","0.0","","","","","","3.6","","10","","29","","62",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-15","2024","02","15","","-1.5","","-4.0","","-2.8","","20.8","","0.0","","","","","","0.4","","10","","30","","55",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-16","2024","02","16","","-2.6","","-7.3","","-5.0","","23.0","","0.0","","","","","","0.0","","10","","31","","37",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-17","2024","02","17","","-2.4","","-8.9","","-5.7","","23.7","","0.0","","","","","","0.0","","10","","23","","36",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-18","2024","02","18","","-6.8","","-10.9","","-8.8","","26.8","","0.0","","","","","","0.0","","13","","25","","48",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-19","2024","02","19","","-1.0","","-9.0","","-5.0","","23.0","","0.0","","","","","","0.0","","10","","27","","55",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-20","2024","02","20","","-6.4","","-10.7","","-8.5","","26.5","","0.0","","","","","","0.0","","10","","28","","52",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-21","2024","02","21","","-3.4","","-12.5","","-7.9","","25.9","","0.0","","","","","","0.0","","10","","33","","34",""
"-62.58","46.45","ST. PETERS","8300562","2024-02-22","2024","02","22","","-0.8","","-9.7","","-5.2","","23.2","","0.0","","","","","","0.0","","10","","11","","35",""
