"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-01","2011","01","01","","2.0","","-1.1","","0.5","","17.5","","0.0","","","M","","M","0.4","","12","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-02","2011","01","02","","1.4","","-2.7","","-0.7","","18.7","","0.0","","","M","","M","0.2","","10","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-03","2011","01","03","","1.2","","-5.1","","-2.0","","20.0","","0.0","","0.0","","","M","14.7","","9","","29","","46",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-04","2011","01","04","","-5.1","","-9.1","","-7.1","","25.1","","0.0","","","M","","M","0.2","","15","","28","","43",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-05","2011","01","05","","-4.9","","-9.9","","-7.4","","25.4","","0.0","","","M","","M","0.2","","15","","25","","35",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-06","2011","01","06","","-4.5","","-11.6","","-8.1","","26.1","","0.0","","","M","","M","0.0","","14","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-07","2011","01","07","","0.8","","-8.4","","-3.8","","21.8","","0.0","","0.0","","","M","2.8","","14","","","","<31",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-08","2011","01","08","","0.2","","-2.2","","-1.0","","19.0","","0.0","","0.0","","","M","8.5","","19","","5","","35",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-09","2011","01","09","","1.2","","-2.7","","-0.8","","18.8","","0.0","","","M","","M","3.2","","28","","36","","61",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-10","2011","01","10","","1.2","","0.0","","0.6","","17.4","","0.0","","","M","","M","3.1","","25","","30","","52",""
"-63.17","46.34","HARRINGTON CDA CS","830P001","2011-01-11","2011","01","11","","1.4","","-1.0","","0.2","","17.8","","0.0","","","M","","M","0.0","","22","","31","","41",""
