"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-01","2025","02","01","","-5.4","","-14.1","","-9.7","","27.7","","0.0","","","","","","3.4","","11","","34","","36",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-02","2025","02","02","","-7.9","","-16.2","","-12.0","","30.0","","0.0","","","","","","0.0","","12","","33","","31",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-03","2025","02","03","","2.0","","-9.0","","-3.5","","21.5","","0.0","","","","","","1.8","","11","","20","","39",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-04","2025","02","04","","2.1","","-8.9","","-3.4","","21.4","","0.0","","","","","","5.3","","8","","34","","46",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-05","2025","02","05","","-8.9","","-13.1","","-11.0","","29.0","","0.0","","","","","","0.0","","8","","31","","40",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-06","2025","02","06","","2.1","","-14.4","","-6.1","","24.1","","0.0","","","","","","11.4","","8","","11","","46",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-07","2025","02","07","","5.0","","-2.7","","1.2","","16.8","","0.0","","","","","","0.3","","11","","28","","47",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-08","2025","02","08","","-0.9","","-7.6","","-4.3","","22.3","","0.0","","","","","","0.0","","9","","28","","38",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-09","2025","02","09","","-4.0","","-12.2","","-8.1","","26.1","","0.0","","","","","","6.9","","9","","","M","42",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-10","2025","02","10","","","M","","M","","M","","M","","M","","","","","","M","9","","","M","","M"
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-11","2025","02","11","","-2.9","","-14.8","","-8.8","","26.8","","0.0","","","","","","0.0","","13","","","M","39",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-12","2025","02","12","","-3.8","","-12.6","","-8.2","","26.2","","0.0","","","","","","0.0","","10","","","M","34",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-13","2025","02","13","","4.5","","-13.8","","-4.7","","22.7","","0.0","","","","","","20.2","","10","","","M","53",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-14","2025","02","14","","3.5","","-9.5","","-3.0","","21.0","","0.0","","","","","","0.0","","9","","","M","70",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-15","2025","02","15","","-3.6","","-10.7","","-7.1","","25.1","","0.0","","","","","","0.0","","9","","","M","55",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-16","2025","02","16","","5.2","","-6.8","","-0.8","","18.8","","0.0","","","","","","34.8","","9","","","M","57",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-17","2025","02","17","","6.6","","-8.4","","-0.9","","18.9","","0.0","","","","","","0.2","","11","","","M","70",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-18","2025","02","18","","-6.3","","-8.6","","-7.5","","25.5","","0.0","","","","","","0.0","","11","","","M","62",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-19","2025","02","19","","","M","","M","","M","","M","","M","","","","","","M","11","","","M","","M"
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-20","2025","02","20","","-0.1","","-6.6","","-3.4","","21.4","","0.0","","","","","","0.0","","11","","","","",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-21","2025","02","21","","-1.0","","-5.0","","-3.0","","21.0","","0.0","","","","","","0.4","","11","","","M","50",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-22","2025","02","22","","-1.7","","-7.2","","-4.4","","22.4","","0.0","","","","","","0.0","","11","","","","",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-23","2025","02","23","","2.2","","-8.3","","-3.1","","21.1","","0.0","","","","","","0.7","","11","","","M","40",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-24","2025","02","24","","","M","","M","","M","","M","","M","","","","","","M","11","","","M","","M"
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-25","2025","02","25","","7.6","","-0.1","","3.8","","14.2","","0.0","","","","","","0.0","","11","","","M","31",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-26","2025","02","26","","7.0","","0.5","","3.7","","14.3","","0.0","","","","","","0.0","","6","","31","","40",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-27","2025","02","27","","7.0","","-3.1","","1.9","","16.1","","0.0","","","","","","24.2","","5","","21","","59",""
"-63.51","44.63","SHEARWATER RCS","8205092","2025-02-28","2025","02","28","","8.3","","-3.7","","2.3","","15.7","","0.0","","","","","","9.5","","3","","22","","57",""
