"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-01","2025","02","01","","-1.1","","-14.1","","-7.6","","25.6","","0.0","","","","","","5.0","","17","","4","","31",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-02","2025","02","02","","-5.3","","-18.9","","-12.1","","30.1","","0.0","","","","","","0.0","","17","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-03","2025","02","03","","3.0","","-9.6","","-3.3","","21.3","","0.0","","","","","","5.1","","17","","23","","33",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-04","2025","02","04","","3.7","","-7.7","","-2.0","","20.0","","0.0","","","","","","10.3","","12","","23","","40",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-05","2025","02","05","","-7.0","","-17.7","","-12.3","","30.3","","0.0","","","","","","0.1","","10","","34","","36",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-06","2025","02","06","","3.1","","-18.0","","-7.4","","25.4","","0.0","","","","","","20.5","","11","","8","","35",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-07","2025","02","07","","4.7","","-2.8","","1.0","","17.0","","0.0","","","","","","0.0","","19","","28","","43",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-08","2025","02","08","","-0.8","","-6.4","","-3.6","","21.6","","0.0","","","","","","0.0","","13","","28","","37",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-09","2025","02","09","","-3.0","","-15.7","","-9.3","","27.3","","0.0","","","","","","10.8","","20","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-10","2025","02","10","","-1.5","","-19.1","","-10.3","","28.3","","0.0","","","","","","1.2","","27","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-11","2025","02","11","","-0.9","","-17.2","","-9.0","","27.0","","0.0","","","","","","0.4","","26","","21","","31",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-12","2025","02","12","","-1.7","","-11.7","","-6.7","","24.7","","0.0","","","","","","0.0","","","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-13","2025","02","13","","6.7","","-11.0","","-2.2","","20.2","","0.0","","","","","","14.7","","24","","27","","54",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-14","2025","02","14","","1.0","","-8.9","","-3.9","","21.9","","0.0","","","","","","0.0","","18","","29","","59",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-15","2025","02","15","","-3.4","","-10.0","","-6.7","","24.7","","0.0","","","","","","0.0","","18","","26","","43",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-16","2025","02","16","","8.7","","-6.1","","1.3","","16.7","","0.0","","","","","","40.3","","17","","24","","55",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-17","2025","02","17","","7.3","","-5.8","","0.8","","17.2","","0.0","","","","","","0.1","","20","","26","","78",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-18","2025","02","18","","-5.3","","-8.5","","-6.9","","24.9","","0.0","","","","","","0.0","","20","","26","","72",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-19","2025","02","19","","-2.1","","-9.3","","-5.7","","23.7","","0.0","","","","","","0.0","","20","","26","","41",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-20","2025","02","20","","0.6","","-12.1","","-5.7","","23.7","","0.0","","","","","","0.9","","20","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-21","2025","02","21","","0.2","","-5.9","","-2.8","","20.8","","0.0","","","","","","1.4","","22","","26","","32",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-22","2025","02","22","","-1.8","","-13.0","","-7.4","","25.4","","0.0","","","","","","0.0","","22","","28","","34",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-23","2025","02","23","","","M","","M","","M","","M","","M","","","","","","M","21","","","M","","M"
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-24","2025","02","24","","","","","","","","","","","","","","","","","","","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-25","2025","02","25","","","","","","","","","","","","","","","","","","","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-26","2025","02","26","","","","","","","","","","","","","","","","","","","","","","",""
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-27","2025","02","27","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-65.32","43.70","SHELBURNE SANDY POINT","8205130","2025-02-28","2025","02","28","","8.3","","-3.4","","2.5","","15.5","","0.0","","","","","","5.8","","3","","26","","44",""
