"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-01","2021","01","01","","2.4","","-3.9","","-0.8","","18.8","","0.0","","","","","","","M","","","30","","37",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-02","2021","01","02","","2.9","","-3.1","","-0.1","","18.1","","0.0","","","","","","","M","","","9","","73",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-03","2021","01","03","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-04","2021","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-05","2021","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-06","2021","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-07","2021","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-08","2021","01","08","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-09","2021","01","09","","1.5","","-5.9","","-2.2","","20.2","","0.0","","","","","","","M","","","36","","42",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-10","2021","01","10","","-0.2","","-5.6","","-2.9","","20.9","","0.0","","","","","","","","","","34","","59",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-11","2021","01","11","","4.3","","-6.8","","-1.2","","19.2","","0.0","","","","","","","M","","","","","",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-12","2021","01","12","","5.8","","-2.1","","1.8","","16.2","","0.0","","","","","","","M","","","","","",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-13","2021","01","13","","1.3","","-3.2","","-0.9","","18.9","","0.0","","","","","","","M","","","","","",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-14","2021","01","14","","3.9","","1.0","","2.5","","15.5","","0.0","","","","","","2.6","","","","20","","34",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-15","2021","01","15","","2.1","","-3.6","","-0.7","","18.7","","0.0","","","","","","","M","","","34","","32",""
"-63.55","44.59","HALIFAX KOOTENAY","8202252","2021-01-16","2021","01","16","","5.5","","-4.5","","0.5","","17.5","","0.0","","","","","","","M","","","10","","82",""
