station_id,Month,Day,Baseline Mean Temp (°C)
8100300,4,27,5.653846153846154
8100300,4,28,7.203846153846154
8100300,4,29,7.196000000000001
8100300,4,30,7.684
8100300,5,1,8.232000000000001
8100300,5,2,9.908000000000001
8100300,5,3,9.72
8100300,5,4,10.284615384615385
8100300,5,5,10.153846153846153
8100300,5,6,10.023076923076925
8100300,5,7,9.992307692307692
8100300,5,8,9.288
8100300,5,9,9.192
8100300,5,10,9.024
8100300,5,11,9.288
8100300,5,12,8.636000000000001
8100300,5,13,9.384
8100300,5,14,11.34
8100300,5,15,11.456000000000001
8100300,5,16,11.2
8100300,5,17,11.332
8100300,5,18,11.533333333333333
8100300,5,19,11.607692307692307
8100300,5,20,12.634615384615385
8100300,5,21,14.13076923076923
8100300,5,22,12.253846153846155
8100300,5,23,11.746153846153847
8100300,5,24,12.088461538461539
8100300,5,25,12.38076923076923
8100300,5,26,13.11153846153846
8100300,5,27,12.715384615384616
8100300,5,28,12.98076923076923
8100300,5,29,13.476923076923075
8100300,5,30,14.365384615384615
8100300,5,31,13.68846153846154
8100300,6,1,14.569230769230769
8100300,6,2,13.8
8100300,6,3,13.046153846153846
8100300,6,4,13.111538461538462
8100300,6,5,13.56
8100300,6,6,13.96
8100300,6,7,14.74
8100300,6,8,15.264000000000001
8100300,6,9,14.948
8100300,6,10,14.392000000000001
8100300,6,11,14.968
8100300,6,12,16.212
8100300,6,13,15.88
8100300,6,14,15.607999999999999
8100300,6,15,15.773076923076925
8100300,6,16,15.61153846153846
8100300,6,17,16.06153846153846
8100300,6,18,17.0
8100300,6,19,17.095833333333335
8100300,6,20,17.232
8100300,6,21,16.676923076923078
8100300,6,22,17.48076923076923
8100300,6,23,17.953846153846154
8100300,6,24,19.032
8100300,6,25,18.988
8100300,6,26,17.576923076923077
8100300,6,27,18.007692307692306
8100300,6,28,17.992
8100300,6,29,18.3125
8100300,6,30,19.779166666666665
8100300,7,1,19.388461538461538
8100300,7,2,18.96666666666667
8100300,7,3,18.823076923076925
8100300,7,4,18.992307692307694
8100300,7,5,19.55925925925926
8100300,7,6,19.96666666666667
8100300,7,7,19.5962962962963
8100300,7,8,19.01111111111111
8100300,7,9,18.926923076923078
8100300,7,10,18.846153846153847
8100300,7,11,18.661538461538463
8100300,7,12,19.276923076923076
8100300,7,13,19.592307692307692
8100300,7,14,19.815384615384616
8100300,7,15,20.144000000000002
8100300,7,16,20.68
8100300,7,17,20.276
8100300,7,18,20.129166666666666
8100300,7,19,19.355999999999998
8100300,7,20,19.336000000000002
8100300,7,21,19.51666666666667
8100300,7,22,19.4125
8100300,7,23,19.2375
8100300,7,24,19.708
8100300,7,25,19.195833333333333
8100300,7,26,19.328
8100300,7,27,20.407692307692308
8100300,7,28,20.54074074074074
8100300,7,29,20.074074074074073
8100300,7,30,20.03333333333333
8100300,7,31,20.166666666666668
8100300,8,1,20.025000000000002
8100300,8,2,19.72962962962963
8100300,8,3,20.049999999999997
8100300,8,4,19.684615384615384
8100300,8,5,19.884
8100300,8,6,19.092307692307692
8100300,8,7,18.646153846153847
8100300,8,8,18.01666666666667
8100300,8,9,18.629166666666666
8100300,8,10,19.264
8100300,8,11,19.232
8100300,8,12,19.535999999999998
8100300,8,13,19.328
8100300,8,14,19.18
8100300,8,15,18.7
8100300,8,16,18.845833333333335
8100300,8,17,18.212500000000002
8100300,8,18,17.932000000000002
8100300,8,19,18.423076923076923
8100300,8,20,18.348148148148148
8100300,8,21,18.646153846153847
