Climate ID,Date,Monthly_Average_Max_Temp_C,Monthly_Average_Min_Temp_C,Monthly_Average_Mean_Temp_C,Monthly_Max_Temp_C,Monthly_Min_Temp_C,Monthly_Average_Heat_Deg_Days_C,Monthly_Average_Cool_Deg_Days_C
8103201,2025-01-01,-3.529,-11.8258,-7.6968,4.9,-25.2,25.6968,0.0
8103201,2025-02-01,-2.9964,-13.5429,-8.2964,9.2,-21.1,26.2964,0.0
8103201,2025-03-01,5.8839,-5.5161,0.1839,16.5,-16.8,17.8161,0.0
8103201,2025-04-01,9.4833,-0.6433,4.45,20.9,-7.0,13.55,0.0
8103201,2025-05-01,16.2677,4.8806,10.5903,29.6,-3.5,7.5613,0.1516
8103201,2025-06-01,23.2,10.37,16.8067,33.7,6.0,2.01,0.8167
8103201,2025-07-01,27.071,13.629,20.3742,33.7,9.2,0.2387,2.6129
8103201,2025-08-01,26.8258,11.6355,19.2548,36.8,5.8,0.7484,2.0032
8103201,2025-09-01,22.7867,8.1333,15.48,29.6,1.8,2.88,0.36
8103201,2025-10-01,15.5839,4.8129,10.2226,30.4,-1.3,7.8968,0.1194
8103201,2025-11-01,6.4897,-2.1345,2.1897,16.4,-7.2,15.8103,0.0
8103201,2025-12-01,-1.4419,-10.5935,-6.029,13.2,-17.5,24.029,0.0
8103202,2018-10-01,8.8,4.7,6.8,10.8,2.8,11.2,0.0
8103202,2018-11-01,3.23,-4.0267,-0.3933,17.1,-15.3,18.3933,0.0
8103202,2018-12-01,-1.7677,-10.4516,-6.1258,12.8,-16.7,24.1258,0.0
8103202,2019-01-01,-2.529,-13.6548,-8.1161,10.5,-21.4,26.1161,0.0
8103202,2019-02-01,-3.5852,-13.0667,-8.3444,7.2,-18.7,26.3444,0.0
8103202,2019-03-01,2.3871,-7.4129,-2.5226,16.8,-20.1,20.5226,0.0
8103202,2019-04-01,8.1833,-0.9433,3.6467,18.9,-6.0,14.3533,0.0
8103202,2019-05-01,13.3484,1.7806,7.5871,22.1,-2.7,10.4129,0.0
8103202,2019-06-01,21.0767,8.7167,14.92,26.0,2.8,3.08,0.0
8103202,2019-07-01,26.1355,13.7226,19.9581,34.0,8.1,0.5194,2.4774
8103202,2019-08-01,25.371,12.2742,18.8452,30.0,5.2,0.6677,1.5129
8103202,2019-09-01,18.8633,7.29,13.0933,26.0,-0.4,5.0033,0.0967
8103202,2019-10-01,13.5276,2.9069,8.2379,19.3,-2.7,9.7621,0.0
8103202,2019-11-01,4.6633,-3.73,0.4767,19.4,-10.9,17.5233,0.0
8103202,2019-12-01,0.8581,-8.0161,-3.5903,13.8,-15.1,21.5903,0.0
8103202,2020-01-01,-2.0774,-10.0968,-6.1065,10.9,-21.3,24.1065,0.0
8103202,2020-02-01,-1.0414,-11.3586,-6.2241,7.3,-24.4,24.2241,0.0
8103202,2020-03-01,2.3968,-6.4065,-2.0258,9.4,-13.8,20.0258,0.0
8103202,2020-04-01,8.0667,-2.4533,2.8233,15.7,-6.3,15.1767,0.0
8103202,2020-05-01,16.8355,3.2258,10.0516,31.5,-1.3,8.3419,0.3935
8103202,2020-06-01,23.7767,10.04,16.9367,35.6,-0.6,2.6867,1.6233
8103202,2020-07-01,25.9161,14.4355,20.2032,32.0,8.4,0.6484,2.8516
8103202,2020-08-01,26.7097,13.6161,20.1839,32.6,6.5,0.7387,2.9226
8103202,2020-09-01,21.2143,7.925,14.5964,28.2,-1.3,4.1321,0.7286
8103202,2020-10-01,13.84,2.7433,8.3133,21.9,-4.6,9.6867,0.0
8103202,2020-11-01,9.5172,-0.9138,4.3138,23.7,-10.0,13.6862,0.0
8103202,2020-12-01,4.175,-3.7714,0.1929,15.4,-15.4,17.8071,0.0
8103202,2021-01-01,-1.571,-8.1839,-4.9032,4.1,-16.0,22.9032,0.0
8103202,2021-02-01,-1.525,-9.9464,-5.75,4.3,-17.7,23.75,0.0
8103202,2021-03-01,4.4677,-7.2806,-1.4129,17.2,-16.7,19.4129,0.0
8103202,2021-04-01,9.29,-0.3667,4.4833,21.2,-5.1,13.5167,0.0
8103202,2021-05-01,16.3097,3.0935,9.7323,30.5,-2.4,8.3677,0.1
8103202,2021-06-01,24.8567,11.4267,18.17,33.1,1.8,1.41,1.58
8103202,2021-07-01,23.2161,12.8129,18.0419,28.9,8.1,1.1258,1.1677
8103202,2021-08-01,25.9696,13.6739,19.8435,32.1,7.3,0.6739,2.5174
8103202,2021-09-01,20.71,10.5533,15.6533,26.0,4.4,2.7167,0.37
8103202,2021-10-01,15.0484,5.7129,10.4,22.2,-0.5,7.6,0.0
8103202,2021-11-01,7.3517,-1.9483,2.7103,15.8,-8.6,15.2897,0.0
8103202,2021-12-01,2.1258,-7.7871,-2.8452,16.0,-17.1,20.8452,0.0
8103202,2022-01-01,-3.4613,-16.0129,-9.7613,7.9,-25.7,27.7613,0.0
8103202,2022-02-01,-0.6714,-11.0036,-5.8429,13.7,-23.7,23.8429,0.0
8103202,2022-03-01,3.7833,-5.9167,-1.0767,15.0,-19.9,19.0767,0.0
8103202,2022-04-01,9.69,-0.39,4.6767,15.7,-6.2,13.3233,0.0
8103202,2022-05-01,17.9067,4.5233,11.2367,29.0,-4.4,6.93,0.1667
8103202,2022-06-01,21.47,10.35,15.94,30.7,0.9,2.68,0.62
8103202,2022-07-01,26.8484,13.8774,20.3903,33.4,8.7,0.3613,2.7516
8103202,2022-08-01,25.4839,15.3161,20.4194,33.7,10.9,0.2,2.6194
8103202,2022-09-01,20.27,9.1467,14.7367,26.2,2.8,3.44,0.1767
8103202,2022-10-01,17.0968,5.1387,11.1452,23.1,-2.5,6.8935,0.0387
8103202,2022-11-01,7.5167,-1.8083,2.8542,23.0,-10.9,15.1833,0.0375
8103202,2022-12-01,2.4613,-4.9226,-1.2355,11.3,-14.2,19.2355,0.0
8103202,2023-01-01,0.0742,-6.9032,-3.4355,9.8,-16.0,21.4355,0.0
8103202,2023-02-01,-2.6429,-13.5321,-8.1143,10.2,-28.4,26.1143,0.0
8103202,2023-03-01,2.2133,-5.8367,-1.8267,6.5,-16.2,19.8267,0.0
8103202,2023-04-01,10.5133,-0.63,4.96,18.4,-7.0,13.04,0.0
8103202,2023-05-01,16.2742,3.1129,9.7226,31.8,-1.7,8.3968,0.1194
8103202,2023-06-01,19.95,10.2533,15.1267,33.9,4.7,3.8833,1.01
8103202,2023-07-01,27.6645,17.1613,22.4419,33.1,11.4,0.0,4.4419
8103202,2023-08-01,23.0067,13.11,18.0867,26.5,7.0,0.52,0.6067
8103202,2023-09-01,21.8259,10.5852,16.2296,31.0,2.2,2.5778,0.8074
8103202,2023-10-01,15.6677,5.7968,10.7613,24.9,-4.7,7.2452,0.0065
8103202,2023-11-01,4.9867,-3.92,0.53,14.2,-10.8,17.47,0.0
8103202,2023-12-01,3.2903,-4.6484,-0.6839,15.7,-13.3,18.6839,0.0
8103202,2024-01-01,-1.6259,-10.4852,-6.0778,6.3,-17.8,24.0778,0.0
8103202,2024-02-01,0.4483,-7.9276,-3.7517,11.1,-17.2,21.7517,0.0
8103202,2024-03-01,4.6613,-3.629,0.5226,11.3,-15.6,17.4774,0.0
8103202,2024-04-01,10.2333,-1.0767,4.6,19.2,-7.5,13.4,0.0
8103202,2024-05-01,17.5097,4.5935,11.0774,27.2,-1.4,6.9548,0.0323
8103202,2024-06-01,23.15,10.8933,17.04,34.7,3.4,2.02,1.06
8103202,2024-07-01,27.2677,15.1806,21.2419,31.5,10.1,0.0258,3.2677
8103202,2024-08-01,25.9548,13.8742,19.9387,31.9,6.3,0.4065,2.3452
8103202,2024-09-01,20.6792,9.3,15.0125,28.6,5.3,3.1875,0.2
8103202,2024-10-01,15.2897,4.1793,9.7586,22.2,-4.7,8.2414,0.0
8103202,2024-11-01,7.1967,0.4667,3.8533,21.8,-5.5,14.1467,0.0
8103202,2024-12-01,0.9733,-8.27,-3.6733,14.2,-17.6,21.6733,0.0
8103202,2025-01-01,-3.529,-11.8258,-7.6968,4.9,-25.2,25.6968,0.0
8103202,2025-02-01,-2.9964,-13.5429,-8.2964,9.2,-21.1,26.2964,0.0
8103202,2025-03-01,5.8839,-5.5161,0.1839,16.5,-16.8,17.8161,0.0
8103202,2025-04-01,9.4833,-0.6433,4.45,20.9,-7.0,13.55,0.0
8103202,2025-05-01,16.2677,4.8806,10.5903,29.6,-3.5,7.5613,0.1516
8103202,2025-06-01,23.1414,10.3759,16.7793,33.7,6.0,2.0655,0.8448
8103202,2025-07-01,27.071,13.629,20.3742,33.7,9.2,0.2387,2.6129
8103202,2025-08-01,26.8258,11.6355,19.2548,36.8,5.8,0.7484,2.0032
8103202,2025-09-01,22.7867,8.1333,15.48,29.6,1.8,2.88,0.36
8103202,2025-10-01,15.5839,4.8129,10.2226,30.4,-1.3,7.8968,0.1194
8103202,2025-11-01,6.6267,-1.9133,2.37,16.4,-7.2,15.63,0.0
8103202,2025-12-01,-1.1633,-10.39,-5.7867,13.2,-17.5,23.7867,0.0
8103780,2011-12-01,2.4826,-7.113,-2.3304,10.6,-18.5,20.3304,0.0
8103780,2012-01-01,-0.5548,-10.4355,-5.5097,8.2,-23.3,23.5097,0.0
8103780,2012-02-01,-0.4,-10.5966,-5.5172,6.2,-23.4,23.5172,0.0
8103780,2012-03-01,7.0484,-3.271,1.8935,28.5,-16.2,16.1065,0.0
8103780,2012-04-01,11.32,1.1867,6.2733,17.8,-6.0,11.7267,0.0
8103780,2012-05-01,17.6839,6.8226,12.271,27.2,-0.5,5.8419,0.1129
8103780,2012-06-01,20.77,10.9,15.8633,28.7,5.0,2.6067,0.47
8103780,2012-07-01,25.8839,14.8677,20.4097,30.5,10.2,0.0032,2.4129
8103780,2012-08-01,25.7839,15.4258,20.629,29.2,10.5,0.0806,2.7097
8103780,2012-09-01,20.1467,10.8467,15.5167,23.6,1.6,2.7333,0.25
8103780,2012-10-01,14.8935,5.7258,10.3355,22.7,-3.1,7.6645,0.0
8103780,2012-11-01,6.47,-1.64,2.4267,15.7,-12.2,15.5733,0.0
8103780,2012-12-01,1.9613,-5.8129,-1.9323,11.0,-15.5,19.9323,0.0
8103780,2013-01-01,-2.2968,-12.6097,-7.4645,11.5,-24.4,25.4645,0.0
8103780,2013-02-01,-0.8571,-9.4107,-5.15,7.2,-24.0,23.15,0.0
8103780,2013-03-01,4.4323,-2.9516,0.7484,10.6,-13.5,17.2516,0.0
8103780,2013-04-01,9.8267,-0.2267,4.82,19.8,-6.5,13.18,0.0
8103780,2013-05-01,16.3097,6.4871,11.429,26.0,-1.6,6.5806,0.0097
8103780,2013-06-01,20.21,11.05,15.65,27.8,3.5,2.6233,0.2733
8103780,2013-07-01,26.0806,15.3968,20.7645,33.8,8.8,0.1258,2.8903
8103780,2013-08-01,24.0032,13.3032,18.6742,28.4,6.6,0.4677,1.1419
8103780,2013-09-01,19.4067,10.2333,14.8467,25.5,1.7,3.4667,0.3133
8103780,2013-10-01,15.5806,4.0935,9.8613,24.0,-6.0,8.1387,0.0
8103780,2013-11-01,6.1433,-2.3433,1.9067,19.4,-11.3,16.0933,0.0
8103780,2013-12-01,-2.6806,-10.1677,-6.4355,9.5,-23.2,24.4355,0.0
8103780,2014-01-01,-2.4581,-12.7774,-7.629,9.5,-27.2,25.629,0.0
8103780,2014-02-01,-1.675,-12.2571,-6.9893,8.2,-24.5,24.9893,0.0
8103780,2014-03-01,0.0,-10.8323,-5.429,7.7,-27.0,23.429,0.0
8103780,2014-04-01,8.4767,-0.1133,4.2,14.6,-6.1,13.8,0.0
8103780,2014-05-01,15.9065,4.9935,10.4774,23.0,-1.1,7.5226,0.0
8103780,2014-06-01,21.8567,11.4233,16.6633,30.5,4.0,1.6967,0.36
8103780,2014-07-01,24.3581,14.8871,19.6419,28.4,9.8,0.1065,1.7484
8103780,2014-08-01,23.5806,14.2968,18.9613,27.1,8.5,0.3226,1.2839
8103780,2014-09-01,20.0533,9.3033,14.7,27.7,1.2,4.0067,0.7067
8103780,2014-10-01,14.4774,6.9194,10.7226,23.5,-1.7,7.3065,0.029
8103780,2014-11-01,5.73,-2.4633,1.6433,14.1,-13.5,16.3567,0.0
8103780,2014-12-01,2.6419,-4.2645,-0.8032,13.0,-18.2,18.8032,0.0
8103780,2015-01-01,-3.7161,-14.5226,-9.1452,7.9,-28.0,27.1452,0.0
8103780,2015-02-01,-7.2929,-18.2214,-12.7786,1.5,-29.0,30.7786,0.0
8103780,2015-03-01,1.2194,-11.5323,-5.1839,11.6,-26.5,23.1839,0.0
8103780,2015-04-01,8.131,-1.8897,3.1414,17.4,-16.2,14.8586,0.0
8103780,2015-05-01,16.971,6.0484,11.5387,24.3,-3.5,6.4613,0.0
8103780,2015-06-01,19.0467,9.53,14.3267,27.9,3.4,3.8233,0.15
8103780,2015-07-01,23.9097,13.4032,18.671,28.9,7.4,0.4419,1.1129
8103780,2015-08-01,25.4871,15.671,20.6065,30.3,11.0,0.0194,2.6258
8103780,2015-09-01,22.4967,11.9867,17.27,29.5,0.5,1.81,1.08
8103780,2015-10-01,12.6419,2.8839,7.7871,19.6,-5.5,10.2129,0.0
8103780,2015-11-01,7.57,0.3733,3.9867,15.8,-11.0,14.0133,0.0
8103780,2015-12-01,4.0548,-2.4194,0.8194,12.4,-15.0,17.1806,0.0
8103780,2016-01-01,-1.0774,-9.4935,-5.3097,9.2,-19.6,23.3097,0.0
8103780,2016-02-01,1.9069,-8.5586,-3.3276,12.9,-21.0,21.3276,0.0
8103780,2016-03-01,2.9935,-5.1129,-1.0581,9.5,-16.8,19.0581,0.0
8103780,2016-04-01,9.9167,-1.5167,4.22,23.5,-12.0,13.78,0.0
8103780,2016-05-01,16.3226,6.0806,11.2226,27.0,-3.0,6.7774,0.0
8103780,2016-06-01,20.4,10.1333,15.3033,27.5,3.0,2.8267,0.13
8103780,2016-07-01,24.3226,14.5968,19.4935,30.5,11.0,0.5,1.9935
8103780,2016-08-01,24.5,14.3065,19.429,28.5,9.0,0.171,1.6
8103780,2016-09-01,20.65,11.0333,15.8667,28.5,1.0,2.84,0.7067
8103780,2016-10-01,14.3065,5.0161,9.6903,23.5,-2.5,8.3097,0.0
8103780,2016-11-01,8.0167,1.1333,4.6033,15.5,-5.0,13.3967,0.0
8103780,2016-12-01,0.371,-8.629,-4.1452,11.0,-22.5,22.1452,0.0
8103780,2017-01-01,-0.0968,-8.1452,-4.1387,9.0,-25.0,22.1387,0.0
8103780,2017-02-01,-0.0714,-9.9286,-5.0071,9.5,-24.5,23.0071,0.0
8103780,2017-03-01,0.9516,-7.8387,-3.4484,7.5,-20.0,21.4484,0.0
8103780,2017-04-01,10.4833,0.8333,5.6833,18.5,-5.5,12.3167,0.0
8103780,2017-05-01,15.9032,6.1129,11.0226,27.0,0.5,7.0355,0.0581
8103780,2017-06-01,20.35,10.1667,15.2833,28.5,4.0,3.0367,0.32
8103780,2017-07-01,24.1935,12.9355,18.5935,30.5,6.0,0.6129,1.2065
8103780,2017-08-01,24.371,12.7097,18.5645,28.5,6.0,0.7742,1.3387
8103780,2017-09-01,21.8167,11.4,16.6367,28.5,1.0,1.81,0.4467
8103780,2017-10-01,17.4355,6.2742,11.8806,22.0,-2.0,6.2194,0.1
8103780,2017-11-01,8.1,-1.85,3.1367,16.0,-9.5,14.8633,0.0
8103780,2017-12-01,-1.7419,-9.5645,-5.6677,11.0,-22.0,23.6677,0.0
8103780,2018-01-01,-1.4839,-12.1613,-6.829,14.5,-24.0,24.829,0.0
8103780,2018-02-01,1.9808,-8.9231,-3.4769,10.0,-23.0,21.4769,0.0
8103780,2018-03-01,2.7667,-5.7667,-1.5,11.0,-13.0,19.5,0.0
8103780,2018-04-01,8.5667,-0.7167,3.94,18.5,-8.5,14.06,0.0
8103780,2018-05-01,17.1452,4.1452,10.6645,25.5,-2.5,7.3516,0.0161
8103780,2018-06-01,20.6167,8.1333,14.4033,29.0,-0.5,3.76,0.1633
8103780,2018-07-01,25.8871,14.2097,20.0677,33.0,8.5,0.1419,2.2097
8103780,2018-08-01,25.8548,14.8548,20.3806,31.5,7.5,0.2871,2.6677
8103780,2018-09-01,20.5333,8.85,14.7167,27.0,-2.0,3.5867,0.3033
8103780,2018-10-01,10.6129,2.2097,6.4258,20.0,-6.5,11.5742,0.0
8103780,2018-11-01,4.3,-3.1,0.5933,16.0,-15.0,17.4067,0.0
8103780,2018-12-01,-0.2903,-9.4032,-4.8645,13.5,-17.0,22.8645,0.0
8103780,2019-01-01,-2.9516,-12.8387,-7.9161,10.0,-22.5,25.9161,0.0
8103780,2019-02-01,-2.7321,-12.2679,-7.525,6.5,-20.0,25.525,0.0
8103780,2019-03-01,3.1129,-8.0968,-2.4968,14.0,-26.0,20.4968,0.0
8103780,2019-04-01,8.2667,-0.1167,4.0933,15.5,-5.5,13.9067,0.0
8103780,2019-05-01,14.1129,3.3871,8.7742,22.5,-1.5,9.2258,0.0
8103780,2019-06-01,20.8167,9.3,15.0767,25.5,0.5,2.9933,0.07
8103780,2019-07-01,25.2742,13.1613,19.2484,34.0,8.0,0.2806,1.529
8103780,2019-08-01,24.2097,12.629,18.4484,29.5,5.0,0.6742,1.1226
8103780,2019-09-01,18.75,8.1833,13.49,24.5,1.5,4.5367,0.0267
8103780,2019-10-01,13.9355,4.3226,9.1516,17.5,-3.5,8.8484,0.0
8103780,2019-11-01,5.0167,-3.5333,0.7467,17.0,-11.0,17.2533,0.0
8103780,2019-12-01,1.0645,-7.3548,-3.1645,11.5,-15.5,21.1645,0.0
8103780,2020-01-01,-1.2581,-9.7903,-5.5419,9.0,-23.0,23.5419,0.0
8103780,2020-02-01,0.6207,-10.5172,-4.9621,7.0,-26.5,22.9621,0.0
8103780,2020-03-01,3.9032,-5.2258,-0.6677,11.0,-14.5,18.6677,0.0
8103780,2020-04-01,8.9833,-1.6833,3.6733,14.5,-6.5,14.3267,0.0
8103780,2020-05-01,15.7097,3.7581,9.7613,29.0,-2.5,8.2968,0.0581
8103780,2020-06-01,22.3667,10.0333,16.2233,29.5,2.0,2.5533,0.7767
8103780,2020-07-01,24.2581,14.2258,19.2645,32.0,9.5,0.6806,1.9452
8103780,2020-08-01,24.9194,13.0645,19.0226,31.5,5.0,0.7871,1.8097
8103780,2020-09-01,19.4833,8.6167,14.0733,23.5,-2.5,4.19,0.2633
8103780,2020-10-01,13.0968,3.5323,8.3387,19.5,-5.5,9.6613,0.0
8103780,2020-11-01,10.0,-0.0667,4.98,19.0,-10.0,13.02,0.0
8103780,2020-12-01,3.4032,-4.0968,-0.3548,15.5,-16.5,18.3548,0.0
8103780,2021-01-01,-0.4516,-7.5323,-4.0129,4.5,-19.0,22.0129,0.0
8103780,2021-02-01,-0.8214,-9.7143,-5.2786,6.5,-20.0,23.2786,0.0
8103780,2021-03-01,4.0968,-7.0,-1.4484,14.0,-18.5,19.4484,0.0
8103780,2021-04-01,11.5,0.3833,5.9667,20.0,-5.5,12.0333,0.0
8103780,2021-05-01,16.3548,4.1774,10.2935,23.5,-1.0,7.7065,0.0
8103780,2021-06-01,23.2667,11.9833,17.6533,32.0,4.0,1.5167,1.17
8103780,2021-07-01,22.6935,13.2258,17.9871,28.5,6.5,0.8581,0.8452
8103780,2021-08-01,25.0645,14.4677,19.7903,31.5,6.5,0.4323,2.2226
8103780,2021-09-01,20.45,11.1333,15.8167,24.5,4.5,2.4567,0.2733
8103780,2021-10-01,15.5968,5.8387,10.7419,23.5,-2.0,7.2581,0.0
8103780,2021-11-01,7.8667,-1.4333,3.2333,18.0,-8.0,14.7667,0.0
8103780,2021-12-01,1.9839,-7.3226,-2.6839,13.0,-18.0,20.6839,0.0
8103780,2022-01-01,-3.7581,-15.2742,-9.5323,8.5,-32.0,27.5323,0.0
8103780,2022-02-01,-0.0536,-11.4643,-5.7643,11.0,-28.5,23.7643,0.0
8103780,2022-03-01,4.629,-4.8065,-0.0839,16.0,-20.0,18.0839,0.0
8103780,2022-04-01,10.0667,0.4833,5.3,15.5,-6.5,12.7,0.0
8103780,2022-05-01,17.8548,4.9516,11.429,28.5,-4.0,6.629,0.0581
8103780,2022-06-01,20.8333,9.7,15.29,28.0,2.5,2.82,0.11
8103780,2022-07-01,25.5484,13.4032,19.5,30.0,6.5,0.3645,1.8645
8103780,2022-08-01,24.2097,14.5968,19.4323,31.0,10.5,0.2161,1.6484
8103780,2022-09-01,20.0667,9.95,15.0333,27.5,3.0,3.1833,0.2167
8103780,2022-10-01,16.5323,4.7903,10.6935,22.0,-4.0,7.3065,0.0
8103780,2022-11-01,9.1,0.15,4.64,21.0,-9.0,13.36,0.0
8103780,2022-12-01,2.9677,-3.7097,-0.3645,11.5,-13.5,18.3645,0.0
8103780,2023-01-01,1.4516,-5.6129,-2.0935,10.0,-15.5,20.0935,0.0
8103780,2023-02-01,-0.9821,-12.9107,-6.9643,13.0,-28.5,24.9643,0.0
8103780,2023-03-01,4.5323,-4.3226,0.1194,9.0,-16.5,17.8806,0.0
8103780,2023-04-01,12.2667,1.3,6.8,21.0,-6.0,11.2,0.0
8103780,2023-05-01,17.4194,5.0,11.2355,32.5,-2.0,6.8613,0.0968
8103780,2023-06-01,19.7567,10.1667,14.9833,29.0,4.5,3.1867,0.17
8103780,2023-07-01,25.6774,17.0484,21.3935,30.5,10.5,0.0065,3.4
8103780,2023-08-01,23.2742,13.9516,18.6387,26.5,6.5,0.4,1.0387
8103780,2023-09-01,21.85,11.8333,16.8767,28.0,4.0,2.1133,0.99
8103780,2023-10-01,15.8387,7.4355,11.6677,26.0,-1.5,6.3323,0.0
8103780,2023-11-01,5.8167,-3.0167,1.4067,15.0,-10.5,16.5933,0.0
8103780,2023-12-01,3.7161,-4.2484,-0.2677,15.2,-15.0,18.2677,0.0
8103780,2024-01-01,-0.5968,-8.8871,-4.771,8.5,-19.0,22.771,0.0
8103780,2024-02-01,0.431,-7.8172,-3.7103,9.5,-18.5,21.7103,0.0
8103780,2024-03-01,5.3871,-2.3387,1.529,11.5,-15.0,16.471,0.0
8103780,2024-04-01,11.25,0.0167,5.6633,17.5,-5.5,12.3367,0.0
8103780,2024-05-01,18.3871,6.3548,12.3968,26.0,-0.5,5.6129,0.0097
8103780,2024-06-01,23.1667,11.7167,17.4733,36.5,4.0,1.44,0.9133
8103780,2024-07-01,25.3871,15.0161,20.229,31.0,9.5,0.1484,2.3774
8103780,2024-08-01,24.8871,13.9839,19.4677,30.5,6.0,0.3161,1.7839
8103780,2024-09-01,22.1,10.6,16.37,30.5,5.5,1.91,0.28
8103780,2024-10-01,15.2419,4.6452,9.9677,22.5,-4.5,8.0323,0.0
8103780,2024-11-01,8.45,1.6367,5.0633,18.5,-4.5,12.9367,0.0
8103780,2024-12-01,1.629,-7.6613,-3.0323,14.5,-15.5,21.0323,0.0
8103780,2025-01-01,-2.3871,-11.5806,-7.0129,6.5,-28.0,25.0129,0.0
8103780,2025-02-01,-1.625,-11.9464,-6.8036,7.5,-24.0,24.8036,0.0
8103780,2025-03-01,5.0833,-4.0667,0.5167,12.0,-18.5,17.4833,0.0
8103780,2025-04-01,10.5345,1.3793,5.9793,20.5,-5.5,12.0207,0.0
8103780,2025-05-01,16.3871,6.5645,11.5,28.5,0.0,6.5161,0.0161
8103780,2025-06-01,21.4,11.3,16.3733,29.5,4.5,2.2933,0.6667
8103780,2025-07-01,25.1935,14.7258,19.9903,29.5,10.0,0.0226,2.0129
8103780,2025-08-01,25.3871,11.7419,18.5871,35.0,4.5,0.7097,1.2968
8103780,2025-09-01,22.4833,9.2333,15.88,28.0,1.0,2.33,0.21
8103780,2025-10-01,15.3871,5.5806,10.5065,25.0,-0.5,7.4935,0.0
8103780,2025-11-01,7.4833,-0.9167,3.3033,16.5,-7.0,14.6967,0.0
8103780,2025-12-01,-0.4516,-9.6452,-5.0677,13.0,-17.5,23.0677,0.0
8104201,1995-01-01,0.6,-6.3161,-2.8613,10.0,-24.2,20.8613,0.0
8104201,1995-02-01,-1.1286,-11.0536,-6.1107,6.9,-24.5,24.1107,0.0
8104201,1995-03-01,2.8581,-4.3935,-0.7677,9.2,-16.8,18.7677,0.0
8104201,1995-04-01,7.3867,-0.8433,3.2867,15.9,-12.7,14.7133,0.0
8104201,1995-05-01,12.3968,4.2516,8.3419,22.4,-1.2,9.6581,0.0
8104201,1995-06-01,17.87,9.5867,13.7533,24.8,4.6,4.2867,0.04
8104201,1995-07-01,19.7419,11.9516,15.8645,29.5,7.9,2.3677,0.2323
8104201,1995-08-01,22.0484,11.8484,16.9742,30.0,5.4,1.3839,0.3581
8104201,1995-09-01,16.7667,7.6267,12.2233,22.5,-1.0,5.7767,0.0
8104201,1995-10-01,14.7742,7.8645,11.3452,18.8,-0.8,6.6548,0.0
8104201,1995-11-01,7.4133,0.0067,3.74,14.9,-10.7,14.26,0.0
8104201,1995-12-01,0.929,-6.8968,-2.9935,8.6,-15.2,20.9935,0.0
8104201,1996-01-01,-0.8516,-10.2419,-5.5548,11.8,-21.7,23.5548,0.0
8104201,1996-02-01,0.4207,-7.2552,-3.431,9.7,-21.2,21.431,0.0
8104201,1996-03-01,3.329,-3.9968,-0.3323,7.9,-13.2,18.3323,0.0
8104201,1996-04-01,8.84,2.58,5.7333,18.2,-3.6,12.2667,0.0
8104201,1996-05-01,13.2739,6.1864,10.1042,20.6,-0.6,8.481,0.0
8104201,1996-06-01,19.3552,11.9067,15.48,25.9,4.1,2.431,0.1483
8104201,1996-07-01,19.5774,13.2161,16.4226,28.3,10.5,1.8161,0.2387
8104201,1996-08-01,20.4129,12.4194,16.4452,25.6,7.9,1.7742,0.2194
8104201,1996-09-01,17.8633,10.85,14.3833,28.3,4.1,3.7267,0.11
8104201,1996-10-01,11.9677,5.1742,8.5968,15.3,-1.5,9.4032,0.0
8104201,1996-11-01,5.8267,-0.5633,2.64,14.5,-10.2,15.36,0.0
8104201,1996-12-01,4.9387,-1.5,1.7258,11.2,-17.5,16.2742,0.0
8104201,1997-01-01,0.2968,-10.0194,-4.8806,8.4,-23.2,22.8806,0.0
8104201,1997-02-01,1.1893,-8.4464,-3.65,7.3,-17.1,21.65,0.0
8104201,1997-03-01,2.1677,-5.729,-1.7903,8.9,-16.5,19.7903,0.0
8104201,1997-04-01,7.8267,-0.5867,3.6467,15.8,-4.4,14.3533,0.0
8104201,1997-05-01,11.6323,4.6742,8.1806,17.3,0.7,9.8194,0.0
8104201,1997-06-01,16.1333,7.6526,11.7947,27.1,3.6,6.3278,0.1333
8104201,1997-07-01,20.6571,11.5167,16.6143,24.6,8.3,1.7667,0.05
8104201,1997-08-01,20.5,12.6258,16.5871,28.7,8.2,1.6903,0.2774
8104201,1997-09-01,17.3333,10.7867,14.0867,21.1,1.6,3.9133,0.0
8104201,1997-10-01,11.6226,3.3742,7.5355,20.9,-3.6,10.4645,0.0
8104201,1997-11-01,6.1227,0.8,3.2783,13.9,-8.4,14.3476,0.0
8104201,1997-12-01,1.6968,-5.6097,-1.9645,8.5,-17.5,19.9645,0.0
8104201,1998-01-01,0.5613,-6.9161,-3.1871,8.9,-20.1,21.1871,0.0
8104201,1998-02-01,2.5321,-4.8679,-1.1714,7.4,-16.7,19.1714,0.0
8104201,1998-03-01,4.371,-2.5677,0.9065,17.6,-13.8,17.0935,0.0
8104201,1998-04-01,9.5167,1.8867,5.7333,16.7,-2.4,12.2667,0.0
8104201,1998-05-01,14.8032,6.0226,10.4355,23.7,-0.4,7.5645,0.0
8104201,1998-06-01,15.7633,8.9833,12.4,21.8,4.3,5.6,0.0
8104201,1998-07-01,19.329,11.4032,15.3903,25.9,7.8,2.6452,0.0355
8104201,1998-08-01,20.571,12.2419,16.4226,25.9,6.6,1.6548,0.0774
8104201,1998-09-01,17.4333,10.5167,14.0033,23.4,3.4,3.9967,0.0
8104201,1998-10-01,12.2548,6.0613,9.1839,19.6,-3.6,8.8161,0.0
