File generated on // Fichier créé sur, 2026-02-09

Pollutant // Polluant:, PM10
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-01,11,6,13,14,14,12,12,12,14,11,9,10,12,11,9,9,9,9,9,9,9,8,8,8
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-02,8,8,8,8,8,10,10,10,10,12,13,12,12,13,14,15,18,25,21,16,14,15,13,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-03,11,12,13,14,13,14,14,13,13,14,12,13,12,14,15,21,26,25,23,25,25,25,25,24
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-04,24,22,21,20,21,23,22,24,26,27,26,25,21,22,19,17,18,15,14,16,20,20,18,18
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-05,18,15,13,11,12,10,10,9,15,22,187,25,23,20,18,15,9,8,7,7,7,5,6,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-06,16,18,9,4,3,7,4,11,23,19,14,10,14,16,22,24,32,25,9,4,15,10,17,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-07,8,9,9,10,16,15,13,8,8,10,12,10,19,19,11,16,14,22,17,6,5,7,9,12
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-08,18,35,39,37,35,52,49,49,24,4,3,2,4,9,5,10,12,9,6,3,4,4,5,7
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-09,7,9,8,7,6,5,5,4,4,5,6,5,6,8,8,11,13,17,16,19,19,20,20,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-10,16,21,24,25,7,7,6,6,6,6,8,8,10,9,10,11,10,12,13,12,13,13,12,14
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-11,18,16,18,18,16,12,12,13,14,11,10,10,9,8,8,7,8,12,10,10,9,9,8,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-12,6,5,6,4,3,4,7,20,25,21,17,22,26,22,21,26,22,16,16,15,18,15,13,12
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-13,12,11,11,11,10,11,13,13,10,7,7,9,14,15,16,24,22,31,26,12,18,17,20,22
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-14,18,15,10,10,9,9,9,10,11,9,10,10,8,8,11,12,15,15,10,9,14,4,3,5
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-15,6,7,8,9,10,9,6,7,7,8,8,10,9,9,10,10,11,11,12,14,13,12,13,14
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-16,16,17,19,21,21,23,26,26,26,28,29,28,26,26,26,26,24,21,21,19,16,16,16,19
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-17,19,19,19,17,13,11,10,11,6,12,11,9,17,10,9,13,8,6,3,2,3,5,7,17
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-18,23,26,24,23,23,24,24,30,37,30,28,24,26,27,24,25,26,26,23,24,22,24,24,24
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-19,22,19,16,20,10,9,9,9,11,8,10,13,15,18,18,16,14,9,8,14,11,9,8,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-20,6,5,5,4,5,5,5,8,10,10,9,11,11,11,18,17,19,16,14,14,11,10,11,14
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-21,22,21,20,20,40,47,91,133,103,20,26,26,20,14,12,16,14,14,16,16,11,10,7,4
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-22,2,2,4,6,8,9,7,9,10,10,9,8,7,6,6,6,6,8,9,10,11,10,11,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-23,11,11,9,9,10,7,8,6,4,6,6,8,6,7,6,6,8,7,7,9,12,8,8,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-24,10,10,10,10,10,10,10,11,12,11,10,11,11,11,12,12,14,22,24,17,16,23,19,14
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-25,11,10,8,8,8,9,9,11,13,13,8,8,9,9,10,9,9,9,9,7,10,11,15,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-26,14,13,8,8,8,6,7,11,12,17,16,13,11,20,27,28,25,18,14,19,32,30,19,19
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-27,36,35,39,47,49,44,49,43,44,42,38,38,37,34,30,27,23,22,19,19,19,16,17,20
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-28,19,18,17,16,15,13,14,21,16,22,12,15,7,6,6,9,14,12,10,10,13,13,14,13
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-29,13,13,14,11,11,12,12,19,27,22,14,12,10,10,8,9,10,11,12,11,11,9,10,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-30,11,10,11,9,8,8,8,6,6,6,8,9,8,7,5,6,6,7,7,6,8,11,8,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-01-31,7,4,4,5,6,6,4,4,5,3,4,6,8,22,23,14,11,11,11,12,13,14,13,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-01,13,12,11,11,10,9,9,10,10,9,9,9,8,8,8,9,12,12,13,13,13,13,15,14
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-02,15,15,15,18,19,19,19,25,23,28,33,48,-999,39,38,32,29,26,21,20,22,19,21,21
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-03,21,24,24,22,25,32,22,15,21,15,12,10,5,3,3,3,3,5,8,11,14,15,15,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-04,9,8,8,12,16,13,7,4,4,7,8,23,16,30,27,40,30,23,25,27,37,36,15,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-05,15,12,9,8,17,5,2,7,8,9,8,5,6,9,11,13,12,12,8,9,10,10,9,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-06,12,12,9,11,11,11,11,11,12,13,15,18,16,14,15,13,8,4,3,2,5,5,8,14
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-07,15,19,22,16,16,20,20,22,22,24,28,28,27,28,25,25,29,30,28,24,21,20,22,24
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-08,23,23,23,24,25,24,20,19,14,14,12,11,12,14,16,18,17,14,7,8,10,7,6,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-09,4,5,4,4,4,4,4,5,6,6,7,8,8,9,9,8,8,8,8,7,8,8,7,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-10,6,7,7,8,9,10,9,9,10,10,11,10,10,11,10,11,10,9,9,10,10,12,12,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-11,10,12,11,12,12,11,11,13,18,26,21,22,27,21,19,17,15,18,13,11,10,9,9,7
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-12,7,7,8,6,6,7,6,6,7,19,20,20,17,19,16,14,11,14,16,13,12,14,14,13
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-13,12,11,10,9,8,9,8,8,7,8,8,7,7,6,5,5,6,5,8,8,11,11,7,5
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-14,4,5,5,5,6,6,11,13,11,10,13,18,12,10,10,10,11,13,19,13,11,11,9,8
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-15,7,4,4,4,6,8,8,11,9,8,7,9,12,10,10,11,10,10,12,12,8,10,8,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-16,8,8,8,8,9,12,14,28,12,14,20,22,19,16,14,16,17,16,17,14,11,10,7,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-17,10,8,6,4,6,8,10,19,14,4,3,4,9,10,11,8,6,8,10,13,10,9,8,8
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-18,8,9,9,10,9,8,7,7,7,7,6,4,5,8,7,8,8,8,6,6,8,6,7,8
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-19,8,9,8,9,9,10,9,10,11,8,7,7,8,9,12,11,11,11,11,11,14,18,26,15
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-20,9,8,9,10,9,12,12,17,18,20,20,21,22,19,16,17,18,17,20,19,17,12,10,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-21,8,8,9,10,8,8,9,10,10,10,10,10,8,9,9,10,8,8,8,8,9,7,8,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-22,10,9,8,9,9,9,11,11,12,14,21,30,30,29,26,28,26,36,78,48,28,29,27,44
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-23,18,12,11,12,12,13,14,17,18,19,15,27,32,30,24,14,6,10,11,15,13,6,4,3
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-24,7,11,8,4,4,4,5,9,8,6,5,4,3,4,5,6,8,8,8,7,7,7,7,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-25,7,7,7,8,8,8,7,8,13,13,12,14,16,10,11,7,8,10,8,8,10,10,12,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-26,7,8,5,5,6,7,6,6,7,7,7,8,9,10,8,10,12,13,12,14,10,10,10,10
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-27,9,9,9,9,10,10,10,11,11,18,31,32,26,20,19,21,29,38,34,38,28,23,23,23
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-02-28,21,16,14,15,17,14,13,14,16,18,16,14,12,9,9,10,10,10,16,28,39,43,26,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-01,18,14,15,14,14,13,15,14,14,14,22,23,24,26,26,29,30,27,24,26,26,27,34,21
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-02,22,26,24,21,22,24,26,24,12,6,4,4,7,7,17,14,13,18,18,19,19,13,6,10
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-03,11,14,11,10,10,9,11,12,13,12,12,20,18,14,11,10,9,11,10,9,11,15,13,12
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-04,11,12,8,8,9,10,11,13,18,20,25,24,24,23,24,24,25,26,26,27,25,26,26,27
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-05,24,26,27,25,29,27,28,30,29,26,25,24,21,18,18,20,18,22,25,15,12,14,18,14
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-06,14,12,9,11,14,14,14,14,13,11,9,8,10,12,13,13,11,13,17,18,22,19,15,15
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-07,13,13,13,13,13,15,15,15,16,21,26,21,19,19,17,17,17,18,17,19,20,19,16,17
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-08,16,17,15,12,14,15,19,23,23,24,20,12,12,11,10,10,18,18,14,18,22,24,19,19
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-09,17,14,11,13,12,12,10,8,9,7,8,8,14,16,14,12,11,13,13,19,26,18,13,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-10,8,9,8,8,7,7,7,8,7,14,20,18,17,14,13,15,17,20,20,17,20,14,13,12
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-11,11,10,9,10,9,8,8,9,11,16,18,14,12,15,14,16,17,17,16,16,16,15,17,17
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-12,20,15,12,11,9,8,7,8,11,14,19,17,14,10,12,18,20,18,15,15,15,12,16,19
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-13,18,15,12,12,12,14,16,16,20,23,27,23,21,18,14,16,14,19,22,26,16,7,10,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-14,11,11,12,11,11,5,6,9,8,7,7,6,6,6,8,8,9,10,6,5,6,8,7,7
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-15,5,6,5,7,7,8,10,16,14,11,8,10,12,10,10,13,16,16,17,19,19,28,26,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-16,13,9,9,9,12,12,11,10,8,8,8,9,8,16,23,25,26,24,23,25,20,17,15,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-17,14,14,13,12,12,11,12,13,11,11,12,13,13,12,13,13,13,13,8,8,10,14,19,35
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-18,20,21,25,14,12,17,20,20,20,16,19,25,36,38,30,25,25,23,20,18,16,20,18,20
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-19,20,18,14,12,14,17,17,22,23,23,23,24,25,23,22,19,18,15,11,7,7,5,2,2
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-20,2,4,4,4,5,7,6,5,7,7,7,6,9,12,11,10,10,10,10,11,10,10,9,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-21,9,8,8,9,9,10,14,14,14,14,13,11,11,11,11,12,13,13,16,15,14,13,12,13
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-22,16,16,16,16,16,19,22,27,37,32,25,23,22,22,21,20,17,17,20,18,18,16,15,15
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-23,15,14,15,16,16,16,20,20,19,18,18,19,20,20,20,21,18,16,14,16,13,14,14,15
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-24,14,14,12,12,13,13,14,18,17,15,16,16,14,13,14,13,15,16,20,20,22,21,18,19
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-25,187,16,20,19,18,20,19,24,27,31,32,30,30,28,19,15,16,25,40,32,37,41,15,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-26,11,7,2,4,5,3,4,3,4,5,12,17,16,16,16,14,13,11,10,9,10,12,14,9
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-27,8,10,11,12,11,11,10,12,11,12,12,16,16,15,16,17,20,21,22,24,25,25,24,26
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-28,24,26,25,24,18,19,20,20,19,20,19,18,15,15,16,16,14,17,20,20,23,23,15,13
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-29,13,13,12,13,14,16,18,19,22,23,23,30,34,28,23,14,10,12,10,6,6,7,18,28
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-30,35,37,35,22,13,22,35,39,26,11,12,12,14,13,14,13,13,13,13,13,18,19,16,15
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-03-31,16,14,14,11,12,13,14,16,15,14,16,14,14,13,12,17,14,20,21,28,28,26,32,24
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-01,23,16,14,15,25,25,27,41,31,33,31,23,20,19,18,21,33,34,39,46,37,30,44,42
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-02,37,32,24,23,24,22,24,40,46,31,30,26,18,18,23,16,18,16,24,22,18,20,16,21
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-03,20,15,14,5,7,13,12,10,12,13,13,12,10,16,17,16,25,28,26,20,10,5,10,12
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-04,7,4,5,3,4,3,6,10,12,21,33,38,44,45,46,42,42,42,44,48,52,48,46,44
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-05,46,27,16,11,12,13,10,10,10,10,9,8,11,15,17,14,20,24,21,14,15,11,19,15
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-06,17,14,11,11,12,11,13,16,9,7,9,13,22,15,15,13,12,17,18,17,37,33,32,33
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-07,26,16,14,17,16,15,20,14,13,11,11,6,12,14,19,18,14,18,21,14,18,33,21,6
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-08,6,7,6,6,6,6,7,7,6,6,8,9,12,12,13,9,10,12,14,12,13,10,10,8
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-09,7,9,7,9,8,8,4,3,4,5,6,6,6,4,5,13,10,10,13,8,8,6,3,3
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-10,2,3,3,2,1,1,2,2,6,6,5,6,5,6,5,5,7,7,7,6,5,5,8,7
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-11,8,6,9,13,11,6,6,5,16,17,15,12,13,14,17,16,16,8,8,8,8,9,14,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-12,14,13,10,8,8,8,7,4,8,10,9,10,10,10,9,9,10,9,10,11,14,15,12,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-13,15,24,33,36,39,42,42,42,42,42,45,46,44,41,39,47,52,49,46,45,44,40,38,35
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-14,34,34,34,36,38,37,37,36,39,39,43,38,40,40,40,38,40,38,37,32,26,18,19,18
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-15,15,15,14,14,11,10,12,12,11,10,10,13,7,12,6,3,7,6,12,6,2,8,5,4
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-16,5,9,21,16,16,22,20,17,21,31,26,26,28,31,24,11,12,11,22,15,26,20,19,11
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-17,22,24,23,17,19,22,20,6,19,17,15,11,22,12,15,17,17,16,14,26,18,20,12,27
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-18,38,12,9,16,10,6,8,9,6,6,2,21,6,12,8,8,6,4,31,28,9,48,18,12
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-19,5,5,6,6,9,4,4,6,8,10,10,10,13,12,8,7,6,6,8,7,7,7,6,4
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-20,3,2,2,2,3,6,4,5,5,5,5,6,7,7,9,7,9,7,6,5,5,4,3,2
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-21,3,2,3,3,2,3,5,3,5,8,7,6,5,7,8,8,8,10,14,14,17,15,16,16
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-22,17,16,16,15,16,16,16,33,36,22,18,23,31,21,20,21,23,22,20,22,16,9,8,5
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-23,3,4,10,23,28,28,28,27,20,15,18,18,18,18,27,16,18,25,18,20,16,14,10,8
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-24,11,14,12,10,7,7,9,16,21,26,19,14,17,17,16,17,25,27,34,36,38,39,40,39
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-25,35,29,23,20,16,14,13,9,7,6,7,9,7,6,8,8,9,6,8,8,10,11,11,10
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-26,10,10,12,12,15,15,15,17,18,19,20,20,17,15,16,18,22,21,27,31,35,30,28,28
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-27,23,13,9,8,6,5,4,4,2,3,5,9,9,10,18,9,10,13,16,13,14,35,38,30
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-28,29,34,33,31,22,12,10,13,11,7,6,-999,10,15,17,19,14,13,9,10,7,6,6,8
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-29,8,8,7,8,10,9,7,11,9,7,8,10,10,14,21,12,8,7,9,25,23,23,24,20
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-04-30,13,10,10,10,10,9,11,15,22,17,15,10,9,8,10,9,8,6,10,9,7,9,11,13
PM10,010102,St. John's,NL,47.56038,-52.71147,2021-05-01,10,7,8,10,8,6,4,6,11,14,15,13,22,26,26,22,16,18,17,15,15,14,14,13
