File generated on // Fichier créé sur, 2023-12-15

Pollutant // Polluant:, PM10
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-01,5,5,4,4,4,4,4,5,5,7,6,5,4,4,5,4,5,6,7,6,6,5,13,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-02,9,6,5,6,6,6,6,5,6,7,8,6,7,5,6,7,7,8,8,7,7,6,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-03,6,7,7,5,5,5,5,5,5,6,6,7,8,8,8,9,8,8,7,7,7,7,6,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-04,6,5,5,6,7,7,8,8,8,8,10,9,10,10,10,10,10,12,9,8,9,8,8,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-05,8,9,10,9,9,11,11,10,11,12,12,11,12,14,13,14,13,10,10,10,10,10,9,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-06,9,8,8,7,7,4,5,4,4,5,4,4,4,3,3,5,3,3,3,3,4,3,3,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-07,3,4,4,4,3,4,4,4,5,6,4,4,5,3,5,5,5,5,5,6,4,5,5,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-08,5,4,6,5,5,4,5,7,6,4,7,5,6,6,6,5,5,5,6,6,5,4,4,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-09,3,4,4,4,5,4,5,5,5,6,6,7,6,7,8,7,7,7,7,7,6,7,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-10,6,6,7,7,6,7,8,9,9,9,8,7,7,6,6,7,7,8,8,7,7,8,8,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-11,7,8,9,10,13,11,10,21,17,19,11,7,7,7,8,8,7,7,7,5,3,5,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-12,3,6,5,4,6,4,5,5,5,6,6,6,6,7,7,7,8,7,6,6,6,6,7,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-13,6,5,7,7,7,7,7,7,8,8,9,6,8,7,7,8,8,8,9,7,5,8,9,9
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-14,4,4,5,2,2,5,5,5,6,6,7,3,4,5,5,5,5,6,6,7,8,8,8,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-15,5,5,5,5,4,4,5,5,12,6,6,7,5,5,3,4,5,4,3,3,3,3,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-16,3,3,3,3,3,3,4,3,3,6,5,6,5,6,6,5,5,4,4,4,3,6,5,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-17,3,3,4,5,5,5,5,4,7,7,7,7,7,8,7,7,7,7,6,5,5,6,7,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-18,5,5,7,5,4,4,4,4,5,5,6,5,6,6,7,9,8,7,6,5,5,4,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-19,4,2,2,3,4,4,5,5,4,5,6,5,3,4,4,4,4,5,4,4,4,4,5,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-20,4,5,6,6,6,5,4,5,5,5,6,7,7,7,7,7,7,6,6,6,7,6,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-21,5,5,5,5,5,6,7,7,7,7,7,6,6,6,6,6,6,6,7,6,6,6,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-22,5,6,7,6,6,6,6,6,6,6,6,6,6,6,7,7,6,5,7,5,4,4,5,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-23,4,4,4,3,3,3,3,4,4,4,4,5,3,4,3,4,5,6,4,6,6,7,5,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-24,5,5,6,5,6,5,6,7,5,5,4,4,2,1,2,3,3,2,2,1,2,2,1,2
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-25,2,2,3,4,5,5,5,4,4,6,5,4,4,4,5,5,5,5,4,4,4,5,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-26,5,4,5,4,4,3,4,4,4,6,3,2,3,2,4,4,3,5,4,5,5,7,5,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-27,4,5,6,5,6,6,4,6,7,5,4,4,4,5,7,4,5,5,5,5,5,4,6,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-28,4,4,4,4,4,4,5,5,6,7,7,6,5,5,4,4,7,6,6,5,6,6,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2010-01-29,5,5,5,6,6,6,7,9,11,10,8,10,9,12,11,13,11,10,9,10,9,8,8,8
