File generated on // Fichier créé sur, 2024-01-03

Pollutant // Polluant:, PM10
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-11,7,4,7,5,11,10,24,17,23,14,14,16,12,9,9,11,0,2,4,3,4,3,3,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-12,2,6,4,2,5,5,7,4,6,9,7,5,6,4,6,7,7,12,12,15,7,5,8,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-13,6,7,7,8,7,9,7,7,8,17,11,9,9,8,6,8,8,7,9,7,5,7,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-14,8,6,8,8,8,5,4,6,8,5,4,6,7,7,7,5,5,8,9,9,16,21,8,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-15,8,3,3,0,2,4,4,3,3,6,5,2,4,5,6,6,11,6,4,2,2,4,5,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-16,4,2,2,2,3,2,3,4,5,5,2,4,3,5,5,6,4,3,3,3,2,3,6,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-17,3,1,2,4,3,3,4,4,5,17,4,4,4,4,4,5,6,4,3,3,3,3,3,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-18,6,3,4,4,3,3,3,4,7,7,0,0,9,19,8,4,4,4,5,6,4,4,5,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-19,4,4,4,4,4,6,4,3,4,5,4,3,5,6,6,6,7,7,7,8,7,10,8,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-20,6,9,9,10,10,12,13,18,21,23,19,16,14,15,17,16,15,17,18,16,13,12,9,9
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-21,5,3,3,3,2,4,1,1,2,7,5,4,1,1,2,3,3,4,4,4,7,9,9,12
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-22,6,4,4,2,2,3,5,4,2,10,5,13,6,10,8,7,4,5,4,10,3,3,5,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-23,6,5,7,4,4,5,5,5,6,7,10,8,8,10,11,14,10,9,8,8,6,10,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-24,4,1,3,2,0,2,5,6,6,6,4,2,3,3,5,5,4,4,5,4,4,4,5,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-25,7,6,6,7,5,5,7,7,8,8,8,6,5,5,4,3,4,3,3,6,7,5,3,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-26,4,4,3,3,0,2,2,6,5,4,4,2,1,2,3,1,4,3,5,3,4,3,2,2
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-27,4,5,4,2,4,4,3,4,5,11,14,12,13,10,8,7,6,4,3,4,0,0,1,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-28,1,0,0,0,0,2,1,1,3,4,0,6,8,7,8,6,3,5,6,6,6,4,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-29,2,3,3,4,4,6,8,7,6,6,8,10,8,10,7,10,11,3,0,0,2,2,0,0
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-30,0,1,2,1,2,1,3,4,2,5,5,3,4,4,4,5,2,5,4,0,1,1,1,2
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-01-31,2,3,6,0,0,0,0,2,2,2,4,0,4,3,4,3,6,5,4,4,3,4,1,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-01,2,3,4,4,5,4,4,2,3,2,5,6,6,8,6,8,6,6,9,3,3,4,4,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-02,5,5,7,7,4,10,26,38,24,14,18,20,24,18,13,14,12,13,7,5,5,5,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-03,7,7,8,11,11,18,20,30,25,22,22,36,84,61,50,14,13,11,10,8,6,4,5,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-04,4,4,2,6,3,0,0,3,10,15,14,10,6,6,4,5,5,5,6,6,4,6,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-05,4,4,4,4,5,4,5,9,17,16,6,8,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-06,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-08,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,7,7,6,8,8,8,7,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-18,7,6,8,7,8,7,6,8,8,8,9,10,8,10,11,14,17,15,14,10,11,11,16,17
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-19,14,14,14,13,13,15,15,15,18,22,22,17,11,12,15,16,13,12,12,14,12,10,9,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-20,7,6,4,5,4,5,5,6,7,7,6,5,6,6,6,6,6,8,10,10,7,11,8,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-21,8,7,8,8,8,9,12,16,16,29,52,50,28,26,22,19,26,34,36,49,36,33,24,17
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-22,14,7,6,4,4,5,6,6,6,9,10,12,13,12,9,8,8,9,11,12,12,11,13,15
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-23,17,12,11,10,10,11,6,9,9,8,8,7,6,6,9,9,9,10,10,11,10,9,9,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-24,8,7,5,5,5,6,9,10,11,15,11,20,26,27,26,22,20,16,13,14,14,14,12,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-25,5,6,6,7,5,4,5,5,9,13,22,60,36,32,17,20,21,25,22,22,15,13,9,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-26,6,7,6,6,7,6,6,7,8,16,16,29,32,22,16,15,13,9,8,7,6,6,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-27,6,7,7,6,6,7,9,5,3,5,7,6,12,12,12,10,9,11,14,15,8,6,5,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-28,4,4,5,6,5,5,5,5,4,6,5,6,4,4,5,6,9,11,8,8,6,8,9,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-02-29,8,9,9,8,7,7,7,8,10,8,7,8,7,5,8,9,7,8,11,10,10,11,10,10
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-01,10,11,11,8,8,11,15,16,17,20,18,22,8,11,14,18,19,20,24,28,24,26,26,29
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-02,26,24,20,21,17,14,16,24,31,26,35,36,34,23,22,19,16,22,24,31,18,25,42,36
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-03,39,35,12,10,10,19,70,111,111,80,75,77,70,77,67,50,60,74,77,78,73,90,95,72
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-04,56,44,35,25,15,9,13,14,18,16,13,13,11,10,11,8,8,9,10,11,8,12,13,11
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-05,10,9,10,6,8,8,5,7,7,6,5,4,5,5,8,6,3,5,8,6,4,5,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-06,4,5,4,4,4,4,4,4,6,8,8,11,12,12,12,13,12,12,13,11,8,8,5,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-07,5,6,5,6,6,7,7,8,10,10,11,11,12,14,-999,16,17,13,14,12,8,9,9,9
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-08,10,9,10,12,12,8,9,8,10,8,8,5,4,5,6,7,9,6,7,9,8,9,9,9
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-09,16,6,5,4,7,5,11,15,15,26,21,29,35,55,51,32,35,22,17,20,15,11,11,9
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-10,9,8,8,8,8,7,8,9,11,12,13,13,22,17,15,12,12,9,8,9,6,8,9,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-11,7,6,6,5,5,5,7,8,11,10,14,19,28,30,32,27,31,25,22,20,18,15,12,10
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-12,10,10,8,6,8,8,8,12,14,16,20,24,38,45,39,41,31,31,22,29,38,45,51,33
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-13,22,26,24,17,14,14,13,11,13,13,12,10,10,6,5,6,6,6,6,5,2,2,6,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-14,4,2,4,6,7,4,8,14,10,13,11,56,60,60,68,74,87,70,44,22,40,25,19,14
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-15,14,19,14,9,14,15,11,11,8,9,8,6,3,4,6,12,13,13,13,19,18,18,10,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-16,8,7,6,23,12,7,12,21,15,12,14,18,32,39,44,19,8,5,3,3,3,4,4,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-17,4,4,4,4,5,5,6,6,7,6,6,6,6,5,5,6,7,6,7,10,5,5,6,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-18,8,6,6,5,6,10,15,19,28,32,30,20,19,24,30,23,37,33,37,26,30,41,44,49
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-19,61,77,65,44,29,16,21,18,20,40,39,31,34,27,33,23,28,25,34,27,19,23,20,12
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-20,9,9,8,6,7,7,10,10,9,10,21,29,27,26,22,26,73,55,41,39,57,37,57,15
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-21,14,12,14,8,12,42,80,78,94,92,78,83,75,54,60,134,81,42,39,28,38,22,25,17
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-22,14,17,10,26,17,31,68,100,88,52,47,66,61,73,79,79,56,56,34,28,30,35,24,16
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-23,12,8,12,10,10,32,68,78,58,48,53,59,45,44,49,55,60,64,46,69,100,70,46,32
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-24,28,20,19,25,28,42,50,57,56,53,57,71,64,57,56,81,69,69,41,35,21,10,2,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-25,4,5,6,6,7,8,7,8,9,9,7,9,8,8,8,10,10,11,13,16,17,18,21,19
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-26,13,12,19,14,13,17,35,38,57,53,34,30,27,30,29,34,29,24,30,25,25,28,24,25
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-27,22,19,14,10,9,10,12,11,23,28,34,34,52,23,18,19,18,19,24,27,22,18,14,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-28,6,6,8,8,8,8,10,17,8,17,33,24,23,26,34,31,30,33,28,38,49,52,32,38
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-29,54,34,26,13,21,49,76,117,150,116,45,36,30,36,35,50,58,38,42,41,31,38,28,24
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-30,20,9,6,6,7,8,17,22,34,31,30,27,27,30,25,36,44,37,39,39,60,43,54,27
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-03-31,12,11,9,8,9,30,48,42,33,32,48,48,41,31,59,63,137,53,31,17,44,53,38,40
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-01,27,10,8,9,10,18,35,32,24,27,33,36,31,26,21,30,31,29,9,8,7,6,5,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-02,7,2,4,5,6,6,6,7,5,4,5,3,5,7,9,10,6,10,7,5,6,6,7,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-03,11,8,7,7,9,9,12,16,16,15,14,14,13,15,14,14,13,14,10,14,13,13,12,7
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-04,8,10,8,11,8,18,31,30,42,30,19,21,28,26,26,26,27,16,21,32,29,36,37,31
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-05,24,21,13,10,17,29,53,71,70,62,55,54,41,14,11,9,7,8,6,6,6,5,5,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-06,5,3,4,3,3,3,5,5,4,4,5,6,7,8,15,22,19,17,7,6,6,4,4,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-07,5,4,5,6,5,6,5,5,4,4,2,5,12,16,28,35,37,12,3,1,6,7,11,11
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-08,14,7,9,9,7,13,27,42,36,47,37,34,29,33,32,32,31,20,18,15,27,17,21,23
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-09,20,16,7,8,8,14,16,23,45,70,46,36,72,88,65,47,50,30,26,39,23,18,22,14
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-10,20,23,8,21,24,25,19,17,14,15,13,12,11,9,8,8,2,5,3,7,9,20,14,15
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-11,7,4,6,7,7,7,12,20,18,22,22,22,19,17,20,24,21,16,16,17,21,20,17,12
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-12,8,9,9,10,12,23,51,50,37,32,36,51,45,45,37,56,60,40,30,29,30,21,16,20
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-13,18,18,17,20,23,37,50,52,42,37,39,46,36,35,44,65,51,42,38,47,35,34,24,19
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-14,15,21,21,21,24,21,26,26,25,39,44,48,38,24,30,40,68,41,27,50,43,39,25,13
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-15,17,16,9,10,8,8,12,14,19,30,38,37,17,10,14,10,0,0,1,2,2,2,2,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-16,2,2,3,4,5,4,4,3,2,3,4,4,4,3,4,4,3,5,0,1,4,3,3,1
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-17,1,2,2,2,3,4,2,2,2,3,3,3,3,1,3,4,4,4,4,4,3,2,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-18,2,2,3,3,4,7,16,13,11,12,17,24,31,44,51,71,46,21,29,31,28,33,21,15
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-19,20,21,15,17,10,22,46,63,66,54,48,55,52,50,56,70,66,44,25,15,16,12,9,9
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-20,9,8,7,7,5,4,6,7,7,6,14,29,27,31,45,64,36,29,27,51,34,6,-999,28
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-21,23,5,5,4,3,8,12,23,20,18,21,18,15,16,17,16,15,12,13,9,16,13,18,14
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-22,9,7,7,8,10,20,37,44,41,30,20,20,10,10,17,31,17,24,34,21,4,6,14,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-23,7,6,7,6,6,11,18,13,12,14,27,22,14,15,21,20,14,13,14,40,17,10,10,13
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-24,10,34,14,4,8,7,11,7,30,50,67,58,26,30,29,12,13,15,18,11,10,9,14,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-25,8,6,18,8,14,26,40,42,34,54,74,41,32,41,31,35,26,15,12,21,21,23,21,21
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-26,23,16,12,13,17,52,54,41,36,22,24,28,30,19,28,33,28,28,19,25,33,41,45,18
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-27,14,19,17,14,11,34,49,52,41,46,36,36,30,30,49,36,38,25,20,26,44,17,18,21
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-28,17,21,15,16,19,52,80,81,47,30,29,29,34,44,42,46,43,25,19,20,30,21,16,17
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-29,10,6,8,7,11,41,59,70,69,52,24,18,23,21,25,28,20,16,24,28,18,18,20,13
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-04-30,18,16,16,11,9,14,15,22,20,10,6,14,16,20,18,24,28,17,14,16,20,24,19,23
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-01,25,22,12,9,10,22,33,43,24,6,7,10,18,10,10,12,11,14,6,15,24,44,40,26
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-02,25,35,37,20,24,44,69,114,122,68,64,74,60,32,52,43,28,49,36,42,77,74,48,46
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-03,30,28,22,28,34,24,32,47,45,60,124,60,62,54,52,61,35,26,17,17,15,19,26,22
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-04,18,13,17,16,18,49,52,66,59,15,20,38,28,31,61,74,66,55,45,49,57,47,78,81
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-05,65,50,32,28,27,34,56,63,65,86,44,41,38,33,29,31,33,30,29,62,58,60,56,64
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-06,58,66,45,41,43,63,74,69,45,70,46,42,36,26,23,20,28,28,18,13,21,6,9,13
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-07,20,18,14,12,12,12,16,12,2,8,3,10,11,36,14,10,15,14,16,21,33,45,31,53
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-08,32,24,34,39,42,39,38,46,46,57,59,52,51,44,38,35,43,56,46,48,50,40,52,52
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-09,42,44,42,39,47,76,92,91,74,60,57,58,95,103,79,86,72,54,29,33,54,55,43,34
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-10,40,38,25,12,13,15,27,30,29,23,26,17,18,15,14,17,14,9,10,9,-999,15,12,10
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-11,8,9,6,7,7,8,10,11,9,21,30,44,14,17,65,62,64,44,-999,13,20,9,10,8
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-12,6,2,5,12,6,5,2,5,1,0,0,6,10,14,18,14,16,7,5,7,2,6,5,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-13,1,2,1,0,3,6,6,5,9,9,13,19,11,14,7,10,8,8,7,4,4,3,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-14,5,4,3,3,5,6,6,2,3,4,4,6,8,3,5,4,6,6,7,6,10,12,8,19
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-15,31,14,6,5,3,5,5,6,10,11,9,19,16,16,14,11,-999,-999,8,9,1,8,4,10
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-16,10,7,3,7,7,24,25,30,18,8,7,6,9,15,10,16,21,12,12,11,10,13,21,27
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-17,26,21,16,24,46,48,50,49,35,18,20,25,23,18,22,23,42,31,21,24,26,27,21,21
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-18,15,9,9,11,18,30,40,73,57,69,53,58,70,72,84,76,49,37,35,32,42,52,47,64
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-19,56,25,23,14,18,29,46,58,44,42,38,68,54,51,53,69,44,54,37,26,32,29,31,19
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-20,12,14,15,18,19,29,50,54,47,37,33,37,32,41,47,56,44,31,25,27,30,32,41,38
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-21,33,25,23,28,58,32,40,44,36,38,39,40,39,32,32,36,29,27,26,25,29,35,25,24
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-22,22,22,22,25,23,19,21,99,105,104,165,165,130,116,93,139,71,52,31,23,25,34,41,55
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-23,10,13,0,4,0,0,3,0,8,5,12,-999,-999,-999,-999,5,7,0,8,13,25,17,9,5
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-24,7,10,14,7,8,10,27,42,66,44,34,42,15,5,10,32,31,45,11,12,11,10,8,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-25,5,5,5,6,6,15,23,34,30,30,-999,23,59,47,56,46,11,6,0,4,4,3,2,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-26,-999,0,1,1,4,5,5,2,0,4,7,9,10,10,19,20,8,-999,0,3,4,4,3,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-27,4,3,3,4,6,6,15,4,11,5,8,7,7,2,0,14,7,29,0,3,2,5,5,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-28,2,8,6,4,3,4,4,4,8,8,8,9,10,6,5,9,10,8,2,3,1,2,4,3
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-29,5,1,5,1,2,3,4,4,5,5,3,7,1,0,0,2,0,3,6,7,6,18,29,24
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-30,13,2,7,4,5,25,43,54,29,28,26,36,11,42,29,20,26,33,20,9,9,8,6,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-05-31,6,2,2,6,3,1,3,2,2,1,2,3,4,5,6,18,19,11,4,3,3,3,3,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-06-01,3,3,1,0,0,0,1,3,1,2,2,0,0,1,3,2,6,1,0,3,4,5,2,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-06-02,3,2,2,4,5,24,23,13,13,10,12,10,8,9,21,48,21,18,27,31,30,23,24,0
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-06-03,7,11,8,8,9,32,68,104,53,32,15,12,8,6,10,23,28,29,28,33,31,11,29,32
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2016-06-04,28,9,5,4,5,5,7,7,0,15,10,4,12,18,0,9,4,2,3,5,17,13,21,8
