File generated on // Fichier créé sur, 2024-01-24

Pollutant // Polluant:, PM10
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-01,5,5,5,4,4,5,5,5,4,5,6,12,4,6,6,6,6,5,4,4,3,3,2,2
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-02,2,5,4,11,10,8,8,11,11,9,12,10,12,20,8,9,9,8,7,6,7,5,5,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-03,5,5,7,7,5,4,5,6,6,7,6,3,3,5,4,4,6,6,6,7,7,6,7,11
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-04,9,9,9,9,10,11,9,13,18,19,24,13,9,16,15,11,12,13,10,10,8,7,7,10
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-05,10,10,12,11,11,9,10,10,12,11,12,15,12,9,10,9,9,10,11,10,6,7,7,6
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-06,5,6,5,4,4,6,7,9,10,16,19,22,32,36,39,40,39,38,35,32,25,23,22,21
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-07,19,17,19,20,18,20,20,16,16,16,14,11,11,9,10,9,7,3,2,2,4,4,4,4
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-08,5,6,4,5,5,6,6,8,9,8,9,7,6,7,7,7,8,8,9,10,8,8,10,10
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-09,9,7,7,4,4,5,6,6,7,7,8,7,7,9,6,7,7,6,4,3,4,4,6,9
PM10,070119,Winnipeg,MB,49.89799,-97.14653,2018-01-10,9,8,9,8,9,9,11,11,2,3,2,2,2,6,6,6,8,8,8,9,8,8,11,9
