Climate ID,Date,Monthly_Max_Gust_kmh,Monthly_Mean_Gust_Direction_10sdeg
8102848,2014-12-01,69.0,24.7
8102848,2015-01-01,85.0,22.42
8102848,2015-02-01,82.0,22.67
8102848,2015-03-01,78.0,23.81
8102848,2015-04-01,69.0,20.74
8102848,2015-05-01,63.0,24.38
8102848,2015-06-01,59.0,23.4
8102848,2015-07-01,48.0,20.47
8102848,2015-08-01,52.0,22.18
8102848,2015-09-01,63.0,24.95
8102848,2015-10-01,70.0,21.78
8102848,2015-11-01,69.0,26.12
8102848,2015-12-01,69.0,22.31
8102848,2016-01-01,80.0,22.81
8102848,2016-02-01,85.0,23.1
8102848,2016-03-01,76.0,24.81
8102848,2016-04-01,72.0,21.71
8102848,2016-05-01,61.0,19.35
8102848,2016-06-01,59.0,22.46
8102848,2016-07-01,59.0,22.61
8102848,2016-08-01,56.0,23.83
8102848,2016-09-01,59.0,22.05
8102848,2016-10-01,72.0,20.22
8102848,2016-11-01,63.0,22.09
8102848,2016-12-01,82.0,24.15
8102848,2017-01-01,76.0,23.48
8102848,2017-02-01,80.0,21.83
8102848,2017-03-01,78.0,25.0
8102848,2017-04-01,56.0,20.48
8102848,2017-05-01,56.0,18.71
8102848,2017-06-01,74.0,21.62
8102848,2017-07-01,61.0,22.65
8102848,2017-08-01,61.0,22.09
8102848,2017-09-01,65.0,19.86
8102848,2017-10-01,80.0,22.29
8102848,2017-11-01,72.0,23.81
8102848,2017-12-01,72.0,23.44
8102848,2018-01-01,87.0,22.58
8102848,2018-02-01,67.0,24.75
8102848,2018-03-01,78.0,15.59
8102848,2018-04-01,65.0,22.68
8102848,2018-05-01,89.0,20.75
8102848,2018-06-01,58.0,22.08
8102848,2018-07-01,61.0,22.14
8102848,2018-08-01,54.0,22.94
8102848,2018-09-01,71.0,22.28
8102848,2018-10-01,72.0,21.21
8102848,2018-11-01,91.0,22.15
8102848,2018-12-01,75.0,26.25
8102848,2019-01-01,81.0,26.11
8102848,2019-02-01,84.0,26.92
8102848,2019-03-01,66.0,22.46
8102848,2019-04-01,79.0,20.52
8102848,2019-05-01,56.0,22.86
8102848,2019-06-01,55.0,24.1
8102848,2019-07-01,49.0,26.0
8102848,2019-08-01,52.0,22.81
8102848,2019-09-01,74.0,23.24
8102848,2019-10-01,76.0,21.88
8102848,2019-11-01,82.0,23.78
8102848,2019-12-01,82.0,22.62
8102848,2020-01-01,58.0,25.58
8102848,2020-02-01,70.0,24.12
8102848,2020-03-01,77.0,20.81
8102848,2020-04-01,66.0,22.22
8102848,2020-05-01,65.0,23.45
8102848,2020-06-01,58.0,20.54
8102848,2020-07-01,49.0,19.93
8102848,2020-08-01,57.0,22.05
8102848,2020-09-01,74.0,23.48
8102848,2020-10-01,68.0,23.96
8102848,2020-11-01,70.0,22.46
8102848,2020-12-01,78.0,19.36
8102848,2021-07-01,41.0,18.83
8102848,2021-08-01,45.0,21.5
8102848,2021-09-01,61.0,21.43
8102848,2021-10-01,61.0,13.5
8102848,2021-11-01,68.0,27.0
8102848,2021-12-01,82.0,25.33
8102848,2022-01-01,79.0,23.88
8102848,2022-02-01,87.0,22.2
8102848,2022-03-01,73.0,25.1
8102848,2022-04-01,74.0,23.07
8102848,2022-05-01,55.0,22.96
8102848,2022-06-01,69.0,20.75
8102848,2022-07-01,53.0,24.46
8102848,2022-08-01,52.0,20.4
8102848,2022-09-01,80.0,25.42
8102848,2022-10-01,56.0,21.37
8102848,2022-11-01,72.0,26.54
8102848,2022-12-01,87.0,22.36
8102848,2023-01-01,54.0,24.36
8102848,2023-02-01,79.0,23.04
8102848,2023-03-01,61.0,21.88
8102848,2023-04-01,62.0,21.58
8102848,2023-05-01,70.0,23.59
8102848,2023-06-01,50.0,17.28
8102848,2023-07-01,47.0,21.0
8102848,2023-08-01,47.0,20.5
8102848,2023-09-01,68.0,18.62
8102848,2023-10-01,65.0,21.57
8102848,2023-11-01,71.0,25.46
8102848,2023-12-01,77.0,21.22
8102848,2024-01-01,75.0,24.55
8102848,2024-02-01,72.0,24.05
8102848,2024-03-01,67.0,21.0
8102848,2024-04-01,64.0,24.73
8102848,2024-05-01,48.0,16.89
8102848,2024-06-01,54.0,21.38
8102848,2024-07-01,46.0,23.05
8102848,2024-08-01,56.0,23.67
8102848,2024-09-01,45.0,18.54
8102848,2024-10-01,57.0,23.59
8102848,2024-11-01,69.0,22.65
8102848,2024-12-01,74.0,19.05
8102848,2025-01-01,60.0,25.71
8102848,2025-02-01,85.0,24.67
8102848,2025-03-01,68.0,24.43
8102848,2025-04-01,73.0,22.52
8102848,2025-05-01,60.0,16.83
8102848,2025-06-01,59.0,21.23
8102848,2025-07-01,45.0,24.45
8102848,2025-08-01,52.0,21.93
8102848,2025-09-01,58.0,24.07
8102848,2025-10-01,54.0,17.95
8102848,2025-11-01,63.0,24.8
8102848,2025-12-01,75.0,24.44
8103050,1995-04-01,100.0,19.33
8103050,1995-05-01,50.0,22.8
8103050,1995-06-01,72.0,18.88
8103050,1995-07-01,61.0,21.5
8103050,1995-08-01,82.0,17.15
8103050,1995-09-01,80.0,24.21
8103050,1995-10-01,65.0,20.65
8103050,1995-11-01,82.0,22.78
8103050,1995-12-01,85.0,23.62
8103050,1996-01-01,104.0,20.0
8103050,1996-02-01,67.0,18.24
8103050,1996-03-01,91.0,21.82
8103050,1996-04-01,72.0,9.86
8103050,1996-05-01,59.0,22.0
8103050,1996-06-01,57.0,23.18
8103050,1996-07-01,72.0,20.86
8103050,1996-08-01,72.0,25.0
8103050,1996-09-01,69.0,16.72
8103050,1996-10-01,72.0,22.78
8103050,1996-11-01,67.0,20.21
8103050,1996-12-01,91.0,13.08
8103050,1997-01-01,87.0,22.91
8103050,1997-02-01,63.0,18.88
8103050,1997-03-01,106.0,25.7
8103050,1997-04-01,83.0,14.95
8103050,1997-05-01,74.0,14.89
8103050,1997-06-01,63.0,18.5
8103050,1997-07-01,59.0,23.75
8103050,1997-08-01,56.0,19.38
8103050,1997-09-01,54.0,22.12
8103050,1997-10-01,70.0,24.59
8103050,1997-11-01,78.0,22.09
8103050,1997-12-01,78.0,26.74
8103050,1998-01-01,85.0,15.42
8103050,1998-02-01,70.0,16.07
8103050,1998-03-01,91.0,14.57
8103050,1998-04-01,70.0,20.5
8103050,1998-05-01,69.0,13.36
8103050,1998-06-01,65.0,16.35
8103050,1998-07-01,59.0,17.81
8103050,1998-08-01,76.0,18.68
8103050,1998-09-01,72.0,19.78
8103050,1998-10-01,104.0,21.23
8103050,1998-11-01,82.0,22.18
8103050,1998-12-01,93.0,25.24
8103050,1999-01-01,93.0,24.22
8103050,1999-02-01,78.0,19.76
8103050,1999-03-01,106.0,15.52
8103050,1999-04-01,89.0,23.59
8103050,1999-05-01,59.0,16.6
8103050,1999-06-01,63.0,22.26
8103050,1999-07-01,57.0,21.56
8103050,1999-08-01,65.0,22.17
8103050,1999-09-01,74.0,18.0
8103050,1999-10-01,85.0,25.61
8103050,1999-11-01,70.0,23.36
8103050,1999-12-01,80.0,19.0
8103050,2000-01-01,104.0,20.41
8103050,2000-02-01,78.0,24.08
8103050,2000-03-01,70.0,16.14
8103050,2000-04-01,80.0,18.14
8103050,2000-05-01,61.0,14.48
8103050,2000-06-01,61.0,21.09
8103050,2000-07-01,61.0,21.06
8103050,2000-08-01,59.0,21.53
8103050,2000-09-01,65.0,24.04
8103050,2000-10-01,111.0,18.81
8103050,2000-11-01,72.0,10.43
8103050,2000-12-01,100.0,24.93
8103050,2001-01-01,69.0,21.77
8103050,2001-02-01,100.0,24.19
8103050,2001-03-01,78.0,13.18
8103050,2001-04-01,72.0,19.07
8103050,2001-05-01,57.0,14.75
8103050,2001-06-01,59.0,19.17
8103050,2001-07-01,63.0,23.68
8103050,2001-08-01,59.0,21.65
8103050,2001-09-01,57.0,21.86
8103050,2001-10-01,74.0,23.35
8103050,2001-11-01,91.0,22.46
8103050,2001-12-01,74.0,27.54
8103050,2002-01-01,93.0,21.27
8103050,2002-02-01,78.0,17.96
8103050,2002-03-01,89.0,22.54
8103050,2002-04-01,69.0,20.96
8103050,2002-05-01,61.0,21.88
8103050,2002-06-01,65.0,21.33
8103050,2002-07-01,56.0,20.9
8103050,2002-08-01,67.0,23.1
8103050,2002-09-01,89.0,21.87
8103050,2002-10-01,74.0,23.77
8103050,2002-11-01,96.0,21.8
8103050,2002-12-01,76.0,23.7
8103050,2003-01-01,93.0,24.42
8103050,2003-02-01,87.0,20.74
8103050,2003-03-01,89.0,20.5
8103050,2003-04-01,70.0,21.52
8103050,2003-05-01,67.0,10.53
8103050,2003-06-01,61.0,18.68
8103050,2003-07-01,76.0,21.15
8103050,2003-08-01,69.0,24.62
8103050,2003-09-01,57.0,21.35
8103050,2003-10-01,87.0,19.32
8103050,2003-11-01,89.0,23.39
8103050,2003-12-01,104.0,20.59
8103050,2007-08-01,96.0,22.27
8103050,2007-09-01,76.0,24.04
8103050,2007-10-01,89.0,23.59
8103050,2007-11-01,87.0,19.19
8103050,2007-12-01,102.0,21.74
8103050,2008-01-01,82.0,20.16
8103050,2008-02-01,83.0,19.1
8103050,2008-03-01,87.0,19.69
8103050,2008-04-01,93.0,18.92
8103050,2008-05-01,65.0,14.3
8103050,2008-06-01,52.0,12.1
8103050,2008-07-01,54.0,20.88
8103050,2008-08-01,59.0,18.91
8103050,2008-09-01,76.0,21.78
8103050,2008-10-01,67.0,21.96
8103050,2008-11-01,100.0,21.46
8103050,2008-12-01,109.0,19.63
8103050,2009-01-01,89.0,23.45
8103050,2009-02-01,93.0,22.35
8103050,2009-03-01,93.0,17.6
8103050,2009-04-01,87.0,18.72
8103050,2009-05-01,74.0,18.22
8103050,2009-06-01,67.0,15.28
8103050,2009-07-01,57.0,17.89
8103050,2009-08-01,69.0,20.87
8103050,2009-09-01,59.0,26.19
8103050,2009-10-01,74.0,19.44
8103050,2009-11-01,80.0,23.48
8103050,2009-12-01,80.0,15.41
8103050,2010-01-01,91.0,22.0
8103050,2010-02-01,63.0,18.38
8103050,2010-03-01,72.0,18.22
8103050,2010-04-01,69.0,13.0
8103050,2010-05-01,59.0,24.04
8103050,2010-06-01,82.0,19.48
8103050,2010-07-01,57.0,21.21
8103050,2010-08-01,57.0,20.88
8103050,2010-09-01,74.0,17.87
8103050,2010-10-01,70.0,21.78
8103050,2010-11-01,72.0,22.19
8103050,2010-12-01,106.0,17.28
8103050,2011-01-01,95.0,20.07
8103050,2011-02-01,74.0,19.58
8103050,2011-03-01,82.0,22.28
8103050,2011-04-01,74.0,19.21
8103050,2011-05-01,67.0,8.65
8103050,2011-06-01,52.0,19.62
8103050,2011-07-01,67.0,21.14
8103050,2011-08-01,72.0,21.62
8103050,2011-09-01,76.0,21.0
8103050,2011-10-01,93.0,20.15
8103050,2011-11-01,76.0,24.2
8103050,2011-12-01,93.0,22.18
8103050,2012-01-01,85.0,23.21
8103050,2012-02-01,74.0,23.74
8103050,2012-03-01,76.0,18.59
8103050,2012-04-01,87.0,17.67
8103050,2012-05-01,61.0,18.84
8103050,2012-06-01,67.0,14.29
8103050,2012-07-01,56.0,20.74
8103050,2012-08-01,61.0,20.59
8103050,2012-09-01,70.0,21.33
8103050,2012-10-01,80.0,20.08
8103050,2012-11-01,82.0,22.68
8103050,2012-12-01,82.0,17.46
8103050,2013-01-01,89.0,27.07
8103050,2013-02-01,95.0,14.53
8103050,2013-03-01,70.0,16.21
8103050,2013-04-01,67.0,20.5
8103050,2013-05-01,74.0,14.62
8103050,2013-06-01,67.0,17.52
8103050,2013-07-01,61.0,19.75
8103050,2013-08-01,63.0,20.48
8103050,2013-09-01,57.0,17.3
8103050,2013-10-01,72.0,25.71
8103050,2013-11-01,76.0,24.73
8103050,2013-12-01,80.0,21.72
8103050,2014-01-01,83.0,23.22
8103050,2014-02-01,93.0,21.19
8103050,2014-03-01,91.0,20.04
8103050,2014-04-01,72.0,15.42
8103050,2014-05-01,50.0,9.88
8103050,2014-06-01,61.0,13.67
8103050,2014-07-01,102.0,20.09
8103050,2014-08-01,74.0,14.53
8103050,2014-09-01,72.0,21.62
8103050,2014-10-01,69.0,18.41
8103050,2014-11-01,106.0,19.21
8103050,2014-12-01,85.0,20.92
8103050,2015-01-01,89.0,23.11
8103050,2015-02-01,98.0,23.36
8103050,2015-03-01,76.0,24.15
8103050,2015-04-01,78.0,20.0
8103050,2015-05-01,63.0,20.32
8103050,2015-06-01,54.0,20.12
8103050,2015-07-01,63.0,18.21
8103050,2015-08-01,74.0,20.32
8103050,2015-09-01,76.0,21.24
8103050,2015-10-01,87.0,21.76
8103050,2015-11-01,76.0,22.32
8103050,2015-12-01,70.0,17.19
8103050,2016-01-01,91.0,23.0
8103050,2016-02-01,83.0,20.22
8103050,2016-03-01,87.0,22.08
8103050,2016-04-01,69.0,21.58
8103050,2016-05-01,70.0,15.33
8103050,2016-06-01,69.0,15.89
8103050,2016-07-01,59.0,21.53
8103050,2016-08-01,61.0,22.36
8103050,2016-09-01,72.0,19.15
8103050,2016-10-01,70.0,16.52
8103050,2016-11-01,76.0,22.75
8103050,2016-12-01,87.0,22.86
8103050,2017-01-01,91.0,21.05
8103050,2017-02-01,80.0,20.04
8103050,2017-03-01,72.0,22.79
8103050,2017-04-01,56.0,15.22
8103050,2017-05-01,69.0,15.4
8103050,2017-06-01,59.0,21.2
8103050,2017-07-01,61.0,21.67
8103050,2017-08-01,57.0,22.65
8103050,2017-09-01,57.0,21.55
8103050,2017-10-01,70.0,23.14
8103050,2017-11-01,83.0,22.92
8103050,2017-12-01,87.0,19.31
8103050,2018-01-01,96.0,23.12
8103050,2018-02-01,59.0,21.83
8103050,2018-03-01,89.0,8.38
8103050,2018-04-01,74.0,18.0
8103050,2018-05-01,72.0,18.0
8103050,2018-06-01,63.0,17.52
8103050,2018-07-01,58.0,18.39
8103050,2018-08-01,59.0,18.48
8103050,2018-09-01,65.0,16.8
8103050,2018-10-01,83.0,15.0
8103050,2018-12-01,74.0,25.13
8103050,2019-01-01,99.0,22.9
8103050,2019-02-01,77.0,24.64
8103050,2019-03-01,88.0,21.81
8103050,2019-04-01,100.0,19.87
8103050,2019-05-01,57.0,15.29
8103050,2019-06-01,61.0,18.83
8103050,2019-07-01,54.0,22.95
8103050,2019-08-01,60.0,21.0
8103050,2019-09-01,106.0,21.35
8103050,2019-10-01,91.0,22.7
8103050,2019-11-01,90.0,22.43
8103050,2019-12-01,88.0,25.79
8103050,2020-01-01,82.0,24.15
8103050,2020-02-01,96.0,23.19
8103050,2020-03-01,74.0,19.32
8103050,2020-04-01,86.0,16.27
8103050,2020-05-01,75.0,21.33
8103050,2020-06-01,51.0,20.88
8103050,2020-07-01,56.0,35.0
8103050,2020-08-01,77.0,20.27
8103050,2020-09-01,75.0,18.68
8103050,2020-10-01,88.0,23.46
8103050,2020-11-01,78.0,23.96
8103050,2020-12-01,96.0,15.81
8103050,2021-01-01,55.0,24.3
8103050,2021-02-01,82.0,21.73
8103050,2021-03-01,85.0,23.71
8103050,2021-04-01,65.0,9.81
8103050,2021-05-01,72.0,15.35
8103050,2021-06-01,76.0,22.79
8103050,2021-07-01,64.0,16.36
8103050,2021-08-01,58.0,21.21
8103050,2021-09-01,89.0,19.37
8103050,2021-10-01,63.0,14.82
8103050,2021-11-01,67.0,25.39
8103050,2021-12-01,88.0,24.25
8103050,2022-01-01,98.0,22.89
8103050,2022-02-01,64.0,18.64
8103050,2022-03-01,69.0,21.1
8103050,2022-04-01,67.0,18.96
8103050,2022-05-01,60.0,22.05
8103050,2022-06-01,58.0,16.65
8103050,2022-07-01,84.0,22.67
8103050,2022-08-01,58.0,21.26
8103050,2022-09-01,113.0,36.0
8103050,2022-10-01,52.0,
8103050,2022-11-01,90.0,24.58
8103050,2022-12-01,100.0,16.4
8103050,2023-01-01,77.0,19.44
8103050,2023-02-01,79.0,21.64
8103050,2023-03-01,74.0,16.76
8103050,2023-04-01,76.0,22.24
8103050,2023-05-01,64.0,17.28
8103050,2023-06-01,66.0,10.85
8103050,2023-07-01,52.0,20.2
8103050,2023-08-01,63.0,19.74
8103050,2023-09-01,71.0,18.29
8103050,2023-10-01,78.0,15.8
8103050,2023-11-01,73.0,27.0
8103050,2023-12-01,76.0,24.19
8103050,2024-01-01,89.0,20.07
8103050,2024-02-01,83.0,20.82
8103050,2024-03-01,83.0,13.92
8103050,2024-04-01,79.0,16.54
8103050,2024-05-01,57.0,16.32
8103050,2024-06-01,53.0,20.89
8103050,2024-07-01,57.0,23.9
8103050,2024-08-01,63.0,21.33
8103050,2024-09-01,58.0,18.33
8103050,2024-10-01,60.0,22.1
8103050,2024-11-01,87.0,17.66
8103050,2024-12-01,79.0,19.33
8103050,2025-01-01,71.0,23.54
8103050,2025-02-01,84.0,24.25
8103050,2025-03-01,81.0,23.68
8103050,2025-04-01,74.0,18.17
8103050,2025-05-01,64.0,17.43
8103050,2025-06-01,58.0,22.43
8103050,2025-07-01,57.0,24.05
8103050,2025-08-01,55.0,22.21
8103050,2025-09-01,53.0,23.3
8103050,2025-10-01,62.0,17.83
8103050,2025-11-01,77.0,21.38
8103050,2025-12-01,74.0,24.78
8103201,2012-06-01,63.0,15.0
8103201,2012-07-01,57.0,21.33
8103201,2012-08-01,57.0,19.0
8103201,2012-09-01,67.0,19.52
8103201,2012-10-01,80.0,20.92
8103201,2012-11-01,83.0,20.05
8103201,2012-12-01,82.0,20.17
8103201,2013-01-01,80.0,13.0
8103201,2013-02-01,78.0,10.25
8103201,2013-03-01,69.0,8.5
8103201,2013-04-01,72.0,9.44
8103201,2013-05-01,72.0,11.81
8103201,2013-06-01,57.0,16.28
8103201,2013-07-01,63.0,20.78
8103201,2013-08-01,65.0,19.26
8103201,2013-09-01,67.0,23.52
8103201,2013-10-01,67.0,22.32
8103201,2013-11-01,93.0,25.54
8103201,2013-12-01,72.0,22.59
8103201,2014-01-01,87.0,23.0
8103201,2014-02-01,91.0,22.13
8103201,2014-03-01,85.0,18.92
8103201,2014-04-01,78.0,17.36
8103201,2014-05-01,74.0,15.28
8103201,2014-06-01,65.0,18.56
8103201,2014-07-01,69.0,20.56
8103201,2014-08-01,63.0,20.4
8103201,2014-09-01,72.0,21.41
8103201,2014-10-01,67.0,18.69
8103201,2014-11-01,83.0,22.75
8103201,2014-12-01,82.0,21.72
8103201,2015-01-01,117.0,22.96
8103201,2015-02-01,89.0,21.23
8103201,2015-03-01,91.0,23.34
8103201,2015-04-01,74.0,19.88
8103201,2015-05-01,76.0,23.44
8103201,2015-06-01,59.0,17.82
8103201,2015-07-01,57.0,20.57
8103201,2015-08-01,65.0,20.86
8103201,2015-09-01,65.0,22.72
8103201,2015-10-01,82.0,22.85
8103201,2015-11-01,74.0,25.0
8103201,2015-12-01,70.0,21.81
8103201,2016-01-01,96.0,21.19
8103201,2016-02-01,83.0,18.88
8103201,2016-03-01,76.0,21.37
8103201,2016-04-01,82.0,18.2
8103201,2016-05-01,69.0,17.77
8103201,2016-06-01,65.0,19.52
8103201,2016-07-01,76.0,19.73
8103201,2016-08-01,78.0,18.15
8103201,2016-09-01,69.0,24.52
8103201,2016-10-01,80.0,18.96
8103201,2016-11-01,56.0,19.81
8103201,2016-12-01,89.0,22.92
8103201,2017-01-01,82.0,20.2
8103201,2017-02-01,124.0,19.52
8103201,2017-03-01,78.0,23.4
8103201,2017-04-01,59.0,15.38
8103201,2017-05-01,69.0,14.3
8103201,2017-06-01,102.0,20.0
8103201,2017-07-01,63.0,21.29
8103201,2017-08-01,61.0,21.45
8103201,2017-09-01,61.0,16.53
8103201,2017-10-01,87.0,21.87
8103201,2017-11-01,72.0,23.0
8103201,2017-12-01,76.0,22.61
8103201,2018-01-01,100.0,20.52
8103201,2018-02-01,65.0,22.88
8103201,2018-03-01,85.0,14.9
8103201,2018-04-01,74.0,19.6
8103201,2018-05-01,100.0,20.29
8103201,2018-06-01,72.0,18.26
8103201,2018-07-01,61.0,20.14
8103201,2018-08-01,56.0,22.15
8103201,2018-09-01,83.0,20.75
8103201,2018-10-01,93.0,19.5
8103201,2018-11-01,109.0,20.96
8103201,2018-12-01,68.0,24.79
8103201,2019-01-01,76.0,22.12
8103201,2019-02-01,87.0,23.67
8103201,2019-03-01,80.0,21.67
8103201,2019-04-01,94.0,20.44
8103201,2019-05-01,65.0,17.31
8103201,2019-06-01,63.0,19.42
8103201,2019-07-01,55.0,25.32
8103201,2019-08-01,94.0,22.88
8103201,2019-09-01,100.0,22.28
8103201,2019-10-01,89.0,20.36
8103201,2019-11-01,94.0,21.44
8103201,2019-12-01,87.0,21.22
8103201,2020-01-01,76.0,23.58
8103201,2020-02-01,78.0,24.28
8103201,2020-03-01,84.0,20.03
8103201,2020-04-01,89.0,16.38
8103201,2020-05-01,71.0,21.73
8103201,2020-06-01,65.0,15.6
8103201,2020-07-01,67.0,16.18
8103201,2020-08-01,63.0,22.21
8103201,2020-09-01,80.0,21.3
8103201,2020-10-01,81.0,23.08
8103201,2020-11-01,76.0,21.12
8103201,2020-12-01,85.0,20.04
8103201,2021-01-01,67.0,23.27
8103201,2021-02-01,67.0,23.1
8103201,2021-03-01,89.0,24.79
8103201,2021-04-01,72.0,22.25
8103201,2021-05-01,79.0,24.04
8103201,2021-06-01,69.0,20.52
8103201,2021-07-01,60.0,18.09
8103201,2021-08-01,54.0,21.55
8103201,2021-09-01,73.0,21.44
8103201,2021-10-01,68.0,17.8
8103201,2021-11-01,68.0,23.16
8103201,2021-12-01,97.0,23.92
8103201,2022-01-01,89.0,22.04
8103201,2022-02-01,93.0,18.81
8103201,2022-03-01,90.0,23.72
8103201,2022-04-01,83.0,24.25
8103201,2022-05-01,68.0,15.72
8103201,2022-06-01,77.0,18.75
8103201,2022-07-01,64.0,23.97
8103201,2022-08-01,55.0,18.72
8103201,2022-09-01,100.0,22.16
8103201,2022-10-01,62.0,20.05
8103201,2022-11-01,93.0,24.63
8103201,2022-12-01,93.0,17.73
8103201,2023-01-01,84.0,23.78
8103201,2023-02-01,90.0,21.38
8103201,2023-03-01,72.0,17.92
8103201,2023-04-01,78.0,19.54
8103201,2023-05-01,79.0,20.53
8103201,2023-06-01,60.0,14.26
8103201,2023-07-01,51.0,21.57
8103201,2023-08-01,54.0,20.29
8103201,2023-09-01,61.0,18.87
8103201,2023-10-01,61.0,20.65
8103201,2023-11-01,68.0,24.92
8103201,2023-12-01,89.0,22.31
8103201,2024-01-01,73.0,20.81
8103201,2024-02-01,80.0,22.23
8103201,2024-03-01,79.0,20.19
8103201,2024-04-01,69.0,18.79
8103201,2024-05-01,70.0,15.46
8103201,2024-06-01,68.0,21.22
8103201,2024-07-01,55.0,22.64
8103201,2024-08-01,59.0,22.52
8103201,2024-09-01,51.0,14.38
8103201,2024-10-01,64.0,20.36
8103201,2024-11-01,78.0,25.85
8103201,2024-12-01,72.0,18.73
8103201,2025-01-01,64.0,24.78
8103201,2025-02-01,99.0,24.44
8103201,2025-03-01,86.0,23.89
8103201,2025-04-01,82.0,21.48
8103201,2025-05-01,65.0,17.14
8103201,2025-06-01,85.0,22.48
8103201,2025-07-01,59.0,23.56
8103201,2025-08-01,61.0,20.62
8103201,2025-09-01,63.0,19.72
8103201,2025-10-01,74.0,16.79
8103201,2025-11-01,74.0,24.5
8103201,2025-12-01,91.0,22.57
8103202,2018-11-01,104.0,22.68
8103202,2018-12-01,53.0,23.35
8103202,2019-01-01,63.0,24.45
8103202,2019-02-01,79.0,24.57
8103202,2019-03-01,63.0,20.12
8103202,2019-04-01,87.0,23.65
8103202,2019-05-01,58.0,17.58
8103202,2019-06-01,59.0,19.3
8103202,2019-07-01,50.0,25.85
8103202,2019-08-01,49.0,21.44
8103202,2019-09-01,81.0,22.32
8103202,2019-10-01,67.0,19.27
8103202,2019-11-01,92.0,19.45
8103202,2019-12-01,75.0,21.35
8103202,2020-01-01,64.0,25.58
8103202,2020-02-01,62.0,22.83
8103202,2020-03-01,78.0,23.58
8103202,2020-04-01,67.0,16.96
8103202,2020-05-01,65.0,21.5
8103202,2020-06-01,54.0,16.25
8103202,2020-07-01,50.0,15.77
8103202,2020-08-01,54.0,21.57
8103202,2020-09-01,65.0,21.5
8103202,2020-10-01,67.0,21.22
8103202,2020-11-01,65.0,21.87
8103202,2020-12-01,85.0,20.12
8103202,2021-01-01,67.0,22.82
8103202,2021-02-01,68.0,22.45
8103202,2021-03-01,91.0,24.83
8103202,2021-04-01,72.0,21.21
8103202,2021-05-01,79.0,25.0
8103202,2021-06-01,69.0,20.69
8103202,2021-07-01,60.0,18.18
8103202,2021-08-01,54.0,21.22
8103202,2021-09-01,73.0,21.44
8103202,2021-10-01,68.0,17.8
8103202,2021-11-01,68.0,23.29
8103202,2021-12-01,97.0,25.28
8103202,2022-01-01,89.0,23.38
8103202,2022-02-01,93.0,18.81
8103202,2022-03-01,90.0,23.71
8103202,2022-04-01,83.0,24.29
8103202,2022-05-01,68.0,16.71
8103202,2022-06-01,77.0,17.62
8103202,2022-07-01,64.0,23.9
8103202,2022-08-01,55.0,18.64
8103202,2022-09-01,100.0,22.53
8103202,2022-10-01,62.0,20.14
8103202,2022-11-01,93.0,25.19
8103202,2022-12-01,93.0,17.85
8103202,2023-01-01,84.0,23.81
8103202,2023-02-01,90.0,20.06
8103202,2023-03-01,72.0,17.96
8103202,2023-04-01,78.0,18.33
8103202,2023-05-01,79.0,20.53
8103202,2023-06-01,60.0,14.09
8103202,2023-07-01,51.0,21.52
8103202,2023-08-01,54.0,20.35
8103202,2023-09-01,61.0,19.36
8103202,2023-10-01,61.0,20.69
8103202,2023-11-01,68.0,25.0
8103202,2023-12-01,89.0,22.23
8103202,2024-01-01,73.0,20.81
8103202,2024-02-01,80.0,22.18
8103202,2024-03-01,79.0,21.42
8103202,2024-04-01,69.0,18.82
8103202,2024-05-01,70.0,13.92
8103202,2024-06-01,68.0,21.48
8103202,2024-07-01,56.0,22.77
8103202,2024-08-01,59.0,22.17
8103202,2024-09-01,51.0,15.43
8103202,2024-10-01,64.0,20.56
8103202,2024-11-01,78.0,26.0
8103202,2024-12-01,72.0,19.65
8103202,2025-01-01,64.0,24.81
8103202,2025-02-01,99.0,24.15
8103202,2025-03-01,86.0,23.96
8103202,2025-04-01,82.0,21.56
8103202,2025-05-01,65.0,17.17
8103202,2025-06-01,78.0,21.75
8103202,2025-07-01,60.0,23.28
8103202,2025-08-01,60.0,20.54
8103202,2025-09-01,62.0,19.88
8103202,2025-10-01,74.0,16.83
8103202,2025-11-01,73.0,24.5
8103202,2025-12-01,90.0,23.8
8104201,2007-08-01,56.0,28.67
8104201,2007-09-01,44.0,24.88
8104201,2007-10-01,65.0,21.5
8104201,2007-11-01,69.0,22.95
8104201,2007-12-01,89.0,22.96
8104201,2008-01-01,72.0,22.52
8104201,2008-02-01,72.0,21.58
8104201,2008-03-01,57.0,24.64
8104201,2008-04-01,57.0,17.67
8104201,2008-05-01,56.0,17.89
8104201,2008-06-01,46.0,15.11
8104201,2008-07-01,39.0,14.4
8104201,2008-08-01,41.0,20.56
8104201,2008-09-01,50.0,18.33
8104201,2008-10-01,87.0,22.56
8104201,2008-11-01,80.0,21.05
8104201,2008-12-01,82.0,22.79
8104201,2009-01-01,70.0,25.7
8104201,2009-02-01,67.0,25.74
8104201,2009-03-01,59.0,4.0
8104201,2009-04-01,61.0,22.35
8104201,2009-05-01,61.0,19.75
8104201,2009-06-01,52.0,11.86
8104201,2009-07-01,56.0,16.57
8104201,2009-08-01,56.0,23.14
8104201,2009-09-01,48.0,14.86
8104201,2009-10-01,57.0,19.55
8104201,2009-11-01,48.0,21.89
8104201,2009-12-01,89.0,22.88
8104201,2010-01-01,69.0,24.13
8104201,2010-02-01,82.0,21.29
8104201,2010-03-01,63.0,17.22
8104201,2010-04-01,65.0,17.47
