station_id,hw_group,start_date,end_date,duration_days,mean_anomaly,max_anomaly
8100300,2024,2025-03-14,2025-03-20,7,6.763076416337286,11.695833333333333
8100300,2028,2025-03-25,2025-03-27,3,2.909722222222222,4.108333333333333
8100300,2036,2025-04-28,2025-04-30,3,4.572051282051282,6.104
8100300,2044,2025-05-13,2025-05-16,4,6.355,7.843999999999999
8100300,2050,2025-06-03,2025-06-07,5,5.296461538461538,8.44
8100300,2054,2025-06-17,2025-06-19,3,3.0475427350427347,4.204166666666666
8100300,2066,2025-07-11,2025-07-17,7,3.379120879120879,5.024000000000001
8100300,2072,2025-08-10,2025-08-14,5,5.052000000000001,7.172000000000001
8100300,2080,2025-09-17,2025-09-19,3,4.035714285714286,5.975
8100300,2086,2025-10-04,2025-10-08,5,6.5117094017094015,10.003846153846155
8100300,2090,2025-10-20,2025-10-23,4,4.891898148148148,6.042857142857143
8100300,2104,2025-11-25,2025-11-27,3,2.94,3.012
8100300,2106,2025-12-18,2025-12-20,3,6.408594491927825,12.342307692307692
8100467,3363,2010-01-02,2010-01-09,8,6.419354838709678,8.587096774193549
8100467,3367,2010-01-19,2010-01-23,5,3.7753859844271416,6.25483870967742
8100467,3369,2010-01-25,2010-01-29,5,7.327741935483871,12.396774193548389
8100467,3371,2010-02-07,2010-03-10,32,6.4285047043010755,10.096774193548388
8100467,3375,2010-03-16,2010-03-20,5,6.564752688172044,8.441935483870967
8100467,3381,2010-04-02,2010-04-11,10,5.997713385242863,10.425806451612903
8100467,3383,2010-04-20,2010-04-25,6,2.71505376344086,3.45483870967742
8100467,3401,2010-07-07,2010-07-13,7,3.951674347158217,6.025806451612901
8100467,3413,2010-08-30,2010-09-02,4,4.9645161290322575,7.016129032258064
8100467,3415,2010-09-28,2010-10-01,4,6.049381720430107,8.623333333333333
8100467,3427,2010-12-02,2010-12-07,6,5.938243727598567,7.74
8100467,3429,2010-12-13,2010-12-16,4,7.941935483870967,10.35483870967742
8100467,3431,2010-12-19,2010-12-24,6,4.809677419354839,6.416129032258064
8100467,3435,2010-12-29,2011-01-03,6,4.745161290322581,7.112903225806452
8100467,3437,2011-01-08,2011-01-15,8,4.625094086021505,6.758064516129032
8100467,3441,2011-02-05,2011-02-08,4,4.637096774193548,5.758064516129031
8100467,3443,2011-02-17,2011-02-20,4,4.540322580645161,6.229032258064516
