NAPS_ID,Station_Name,Status,Location_Address,City,Province/Territory,Postal_Code,Timezone_UTC,Latitude,Longitude,Elevation_m,Start_Date,End_Date
100128,RICHMOND - SOUTH,1,10371 ARAGON RD,METRO VANCOUVER - RICHMOND,BRITISH COLUMBIA,V7A 3E8,-8,49.141437,-123.108215,4,7/1/1986,
100129,PORT COQUITLAM - NORTH,0,HAMILTON & PAISLEY,METRO VANCOUVER - PORT COQUITLAM,BRITISH COLUMBIA,,-8,49.28,-122.73417,3,6/8/1987,12/31/1999
100130,BURNABY - BURNABY LAKE,0,SPERLING & LAUREL ST.,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,,-8,49.2875,-122.96167,4,5/2/1986,9/30/1992
100131,NORTH VANCOUVER - SEYMOUR FALLS,0,SEYMOR FALLS NORTH VANCOUVER,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,,-8,49.44,-122.97139,229,1/1/1986,9/30/2004
100132,NORTH VANCOUVER - MAHON PARK,1,16TH ST. & JONES AVE,METRO VANCOUVER - NORTH VANCOUVER,BRITISH COLUMBIA,V7M 2Y4,-8,49.323994,-123.083496,71,5/23/1990,
100133,BURNABY - BURMOUNT,1,7815 SHELLMONT,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,V5A 4H5,-8,49.266702,-122.935471,101,3/18/1990,
100134,RICHMOND - VANCOUVER INTL. AIRPORT,1,3153 TEMPLETON STREET,METRO VANCOUVER - RICHMOND,BRITISH COLUMBIA,V7B 1G6,-8,49.186265,-123.152422,1,2/1/1998,
100135,COQUITLAM - DOUGLAS COLLEGE,1,1250 PINETREE WAY,METRO VANCOUVER - COQUITLAM,BRITISH COLUMBIA,V3B 7X3,-8,49.288265,-122.79157,38,10/1/2000,
100136,BURNABY - CAPITOL HILL,1,GROSVENOR CRESENT,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,,-8,49.287869,-122.98563,200,1/1/1998,
100137,BURNABY - NORTH,1,ETON AND MADISON AVE. BURNABY,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,V5C 1K4,-8,49.287483,-123.007975,70,6/9/1999,
100138,WEST VANCOUVER - HORSESHOE BAY,1,6350 MARINE DRIVE,METRO VANCOUVER - WEST VANCOUVER,BRITISH COLUMBIA,V7W 2S5,-8,49.36861,-123.276741,65,4/19/2002,
100140,TSAWWASSEN,1,411 MILSOM WYND,METRO VANCOUVER - DELTA,BRITISH COLUMBIA,V4M 3P1,-8,49.009877,-123.081997,52,5/6/2010,
100141,VANCOUVER - CLARK DR. ROADSIDE,1,1290 EAST 11TH AVE.,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,V5T 2G3,-8,49.260267,-123.077776,30,5/1/2015,
100143,AGASSIZ - 7170 CHEAM AVE.,1,7170 CHEAM AVENUE,AGASSIZ,BRITISH COLUMBIA,V0M 1A0,-8,49.238008,-121.762264,23,12/31/2013,
100144,VANCOUVER - PANDORA PARK,1,2325 FRANKLIN STREET,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,V5L 1S2,-8,49.28229,-123.05761,156,3/20/2023,
100145,AGASSIZ - CENTENNIAL PARK,1,6660 PIONEER AVENUE,AGASSIZ,BRITISH COLUMBIA,V0M 1A3,-8,49.238356,-121.774783,56,7/9/2024,
100201,PRINCE GEORGE - POST OFFICE,0,POST OFFICE,PRINCE GEORGE,BRITISH COLUMBIA,,-8,53.91891,-122.74461,574,9/10/1975,10/18/1979
100202,PRINCE GEORGE - PLAZA 400,1,"Plaza 400, 1011 4TH AVENUE",PRINCE GEORGE,BRITISH COLUMBIA,V2L 3H9,-8,53.91472,-122.74194,588,1/1/1995,
100203,PRINCE GEORGE - BC RAIL WAREHOUSE,0,1108 INDUSTRIAL WAY,PRINCE GEORGE,BRITISH COLUMBIA,V2N 5S1,-8,53.87111,-122.74361,595,9/28/1996,11/6/2015
100205,PRINCE GEORGE - GLADSTONE SCHOOL,0,GLADSTONE SCHOOL,PRINCE GEORGE,BRITISH COLUMBIA,,-8,53.85784722,-122.7614222,617,1/1/1998,11/12/2015
100209,PRINCE GEORGE - GLENVIEW SCHOOL,0,7310 CLUFF,PRINCE GEORGE,BRITISH COLUMBIA,V2K 2M3,-8,53.99556,-122.77556,736,1/1/1999,2/14/2001
100210,PRINCE GEORGE - CBC TRANSMITTER,0,,PRINCE GEORGE,BRITISH COLUMBIA,,-8,53.90333,-122.70361,733,1/1/2005,10/16/2020
100211,PRINCE GEORGE - JAIL,1,775 E HIGHWAY 16,PRINCE GEORGE,BRITISH COLUMBIA,,-8,53.90800833,-122.7133444,616,1/1/2005,
100212,PRINCE GEORGE - MARSULEX ACID PLANT,0,"Marsulex Acid Plant, 8901 Penn Road",PRINCE GEORGE,BRITISH COLUMBIA,V2N 5T6,-8,53.8416,-122.7344,604,1/1/2010,12/31/2020
100213,PRINCE GEORGE - DENICOLA RANCH,0,1885 Foreman Road,PRINCE GEORGE,BRITISH COLUMBIA,,-8,53.9353,-122.6814,581,7/21/2010,11/1/2012
100214,PRINCE GEORGE - EXPLORATION PLACE,0,333 Becott Place,PRINCE GEORGE,BRITISH COLUMBIA,,-8,53.9053,-122.7344,576,7/21/2010,11/1/2012
100301,VICTORIA - POLICE STATION,0,625 FISGARD ST.,VICTORIA,BRITISH COLUMBIA,V8W 1R7,-8,48.42945,-123.36624,11,1/1/1974,12/29/1978
100302,VICTORIA - 1106 COOK ST.,0,1106 COOK ST.,VICTORIA,BRITISH COLUMBIA,V8V 3Z9,-8,48.42361,-123.35278,30,2/4/1975,3/31/1983
100303,VICTORIA - 1250 QUADRA ST.,0,1250 QUADRA ST.,VICTORIA,BRITISH COLUMBIA,V8W 2K7,-8,48.425,-123.35833,25,4/1/1983,10/29/1997
100304,VICTORIA - TOPAZ,1,"SJ WILLIS SCHOOL, 923 TOPAZ AVE.",VICTORIA,BRITISH COLUMBIA,V8T 2M2,-8,48.441942,-123.363165,29,5/1/1998,
100307,COLWOOD - ROYAL ROADS UNIVERSITY,0,2005 SOOKE ROAD,COLWOOD,BRITISH COLUMBIA,V9B 5Y2,-8,48.43038,-123.46964,6,1/1/2001,12/31/2008
100308,COLWOOD - CITY HALL,1,3300 WISHART ROAD,COLWOOD,BRITISH COLUMBIA,V9C 1R1,-8,48.42369,-123.49432,86,2/1/2000,
100312,ESQUIMALT - GRAVING DOCK,0,825 ADMIRALS ROAD,ESQUIMALT,BRITISH COLUMBIA,,-8,48.43694,-123.58833,299,1/1/2005,9/17/2013
100313,LANGFORD - DOGWOOD SCHOOL,0,2720 JACHLIN ROAD,LANGFORD,BRITISH COLUMBIA,,-8,48.45306,-123.50333,110,1/1/2005,6/30/2009
100314,SAANICH - STELLYS CROSS RD.,0,TSARTLIP BAND PROPERTY,SAANICH,BRITISH COLUMBIA,,-8,48.58028,-123.44278,65,9/16/2003,12/31/2009
100315,VICTORIA - CHRISTOPHER POINT,0,DND PROPERTY AT ROCKY POINT,VICTORIA,BRITISH COLUMBIA,,-8,48.30944,-123.56194,0,9/8/2005,12/31/2008
100316,LANGFORD - LAKEWOOD ELEMENTARY SCHOOL,0,2363 SETCHFIELD AVENUE,LANGFORD,BRITISH COLUMBIA,,-8,48.46577,-123.50765,120,2/13/2007,12/31/2009
100317,VICTORIA - JAMES BAY DANIELS ELECTRONICS,0,43 ERIE STREET,VICTORIA,BRITISH COLUMBIA,V8V 1P8,-8,48.4208,-123.3828,22,4/12/2011,12/12/2013
100318,VICTORIA - JAMES BAY THE REEF,0,21 ERIE ST.,VICTORIA,BRITISH COLUMBIA,V8V 5A8,-8,48.42141667,-123.3841778,0,12/31/2014,12/31/2019
100401,KAMLOOPS - FEDERAL BUILDING,1,317 SEYMOUR ST.,KAMLOOPS,BRITISH COLUMBIA,V2C 2E8,-8,50.67477,-120.334016,381,4/1/1978,
100402,KAMLOOPS - BROCKLEHURST,0,1578 Tranquille Road,KAMLOOPS,BRITISH COLUMBIA,,-8,50.7025,-120.394,348,1/1/1995,6/2/2011
100601,PENTICTON - 400 CARMI AVE.,0,400 CARMI AVE.,PENTICTON,BRITISH COLUMBIA,V2A 3G5,-8,49.48472,-119.58333,364,4/1/1984,5/31/1987
100606,PENTICTON - DEBECK RD.,1,1213 DEBECK ROAD,PENTICTON,BRITISH COLUMBIA,V2A 8R3,-8,49.4914,-119.5715,397,12/1/2024,
100701,KELOWNA - COLLEGE,0,3333 COLLEGE WAY,KELOWNA,BRITISH COLUMBIA,V1Y 4X8,-8,49.862336,-119.477367,347,7/1/1987,6/12/2019
100702,KELOWNA - 1000 KLO RD.,0,1000 KLO ROAD,KELOWNA,BRITISH COLUMBIA,V1Y 4X8,-8,49.86222,-119.4775,349,9/14/2006,12/29/2007
100703,KELOWNA - 1450 KLO RD.,1,1450 KLO Road,KELOWNA,BRITISH COLUMBIA,V1W 3Z4,-8,49.862119,-119.467461,350,9/11/2019,
100801,KEREMEOS,0,702-4TH STREET,KEREMOS,BRITISH COLUMBIA,V0X 1N3,-8,49.20457,-119.83018,417,8/1/2008,12/18/2009
101001,ABBOTSFORD - AIRPORT - 1,0,AIRPORT,ABBOTSFORD,BRITISH COLUMBIA,,-8,49.03056,-122.37611,61,8/1/1982,1/3/1992
101002,ABBOTSFORD - DOWNTOWN,0,33660 SOUTH FRASER HIGHWAY,ABBOTSFORD,BRITISH COLUMBIA,,-8,49.04944,-122.2925,48,3/1/1992,9/15/1998
101003,ABBOTSFORD - MILL LAKE,1,32995 BEVAN AVE.,ABBOTSFORD,BRITISH COLUMBIA,V2S 4S5,-8,49.042579,-122.309821,58,9/18/1998,
101004,ABBOTSFORD - AIRPORT - 2,0,31790 WALMSLEY AVENUE,ABBOTSFORD,BRITISH COLUMBIA,V2T 6G6,-8,49.0325,-122.35306,59,1/22/2002,4/15/2010
101005,ABBOTSFORD - AIRPORT - 3,1,1073 COLUMBIA STREET,ABBOTSFORD,BRITISH COLUMBIA,V2T 5X9,-8,49.021554,-122.326523,65,2/21/2012,
101101,CHILLIWACK - AIRPORT,1,46360 AIRPORT ROAD,METRO VANCOUVER - CHILLIWACK,BRITISH COLUMBIA,V2P 1A5,-8,49.155848,-121.940279,12,8/1/1982,
101201,PITT MEADOWS - AIRPORT,0,AIRPORT,METRO VANCOUVER - PITT MEADOWS,BRITISH COLUMBIA,,-8,49.21278,-122.70778,4,5/21/1985,3/6/1996
101202,PITT MEADOWS - 18477 DEWDNY TRUNK RD.,1,18477 DEWDNY TRUNK,METRO VANCOUVER - PITT MEADOWS,BRITISH COLUMBIA,V3Y 1Z1,-8,49.245233,-122.70889,5,2/2/1998,
101301,LANGLEY - CENTRAL,1,23752 52ND AVENUE,METRO VANCOUVER - LANGLEY,BRITISH COLUMBIA,V2Z 2P3,-8,49.095613,-122.567104,88,6/3/1992,
101401,HOPE - AIRPORT,1,62715 AIRPORT ROAD,METRO VANCOUVER - HOPE,BRITISH COLUMBIA,V0X 1L2,-8,49.369887,-121.499122,40,8/19/1996,
101501,MAPLE RIDGE - GOLDEN EARS ELEM. SCHOOL,1,23124 118TH AVENUE,METRO VANCOUVER - MAPLE RIDGE,BRITISH COLUMBIA,V2X 2N1,-8,49.214939,-122.582057,50,2/5/1998,
101601,SQUAMISH - GOVERNMENT BUILDING,0,38075 2ND AVENUE,SQUAMISH,BRITISH COLUMBIA,V8B 0C3,-8,49.700098,-123.154216,20,7/5/1995,12/31/2015
101603,SQUAMISH - SQUAMISH ELEMETARY SCHOOL,1,38370 Buckley Avenue,SQUAMISH,BRITISH COLUMBIA,V8B 0A7,-8,49.70516,-123.15133,6,12/15/2015,
101701,QUESNEL - SENIOR SECONDARY,0,585 CALLANAN STREET,QUESNEL,BRITISH COLUMBIA,V2J 2V3,-8,52.981686,-122.493227,490,1/1/1995,4/30/2020
101702,QUESNEL - MAPLE DR.,0,950 MOUNTAIN ASH ROAD,QUESNEL,BRITISH COLUMBIA,V2J 3V7,-8,52.96306,-122.45056,614,5/24/1995,6/17/2015
101703,QUESNEL - PINECREST CENTRE,0,501 PINECREST ROAD,QUESNEL,BRITISH COLUMBIA,,-8,53.00417,-122.5125,524,6/9/1995,12/31/2005
101704,QUESNEL - CORRELIEU SCHOOL,0,CORRELIEU SCHOOL,QUESNEL,BRITISH COLUMBIA,,-8,52.9664,-122.5167,478,11/22/2000,12/31/2013
101705,QUESNEL - KINCHANT ST.,0,,QUESNEL,BRITISH COLUMBIA,V2J 7J5,-8,52.97951,-122.49364,,5/7/2020,11/3/2021
101706,QUESNEL - JOHNSTON AVE.,1,322 JOHNSTON AVE,QUESNEL,BRITISH COLUMBIA,V2J 3M5,-8,52.96936,-122.4934,505,11/5/2021,
101801,CRESTON - PC SCHOOL,0,PRINCE CHARLES SECONDARY SCHOOL,CRESTON,BRITISH COLUMBIA,,-8,49.09440556,-116.50505,607,1/1/1995,9/10/2015
101803,CRESTON - PIPER FARMS,0,CANADA/US BORDER,CRESTON,BRITISH COLUMBIA,,-8,49.01194,-116.53333,539,6/8/2005,7/1/2009
101901,CRANBROOK - PR3,0,ADJACENT TO 1333 14TH AVENUE S,CRANBROOK,BRITISH COLUMBIA,,-8,49.51,-115.75917,922,1/1/1995,11/29/1998
101904,CRANBROOK - MURIEL BAXTER,1,"3RD ST SOUTH, 20 AVE SOUTH",CRANBROOK,BRITISH COLUMBIA,V1C 3G1,-8,49.302582,-115.451314,941,8/21/2018,
102001,SATURNA,1,GULF ISLAND NATIONAL PARK RESERVE,SATURNA ISLAND,BRITISH COLUMBIA,V0N 2Y0,-8,48.77524,-123.12821,178,5/28/1991,
102102,NANAIMO - LABIEUX RD. - GOV BLDG,1,2080A LABIEUX ROAD,NANAIMO,BRITISH COLUMBIA,V9T 6J9,-8,49.20083,-123.99389,121,1/1/1998,
102103,NANAIMO - HARMAC CEDAR WOOBANK,1,1624 WOOBANK RD,NANAIMO,BRITISH COLUMBIA,V9X 1M8,-8,49.11301111,-123.8489972,25,4/1/2000,
102201,TRAIL - BUTLER PARK,1,1875 COLUMBIA AVE.,TRAIL,BRITISH COLUMBIA,V1R 4T8,-8,49.096218,-117.697828,422,12/16/1994,
102202,TRAIL - WEST,0,TRAIL WEST,TRAIL,BRITISH COLUMBIA,,-8,49.0933,-117.6981,404,1/1/1998,12/31/2000
102210,TRAIL - COLUMBIA GARDENS AIRPORT,1,8995 HIGHWAY 22A,TRAIL,BRITISH COLUMBIA,V1R 4W6,-8,49.046405,-117.60711,0,12/31/2014,
102220,TRAIL - WARFIELD ELEMENTARY,0,395 SCHOFIELD HIGHWAY,TRAIL,BRITISH COLUMBIA,V1R 2G5,-8,49.0952,-117.7469,0,12/31/2014,12/31/2020
102225,TRAIL - WARFIELD HALEY PARK,1,100 BINGAY ROAD,TRAIL,BRITISH COLUMBIA,V1R 2J9,-8,49.09729,-117.74366,600,10/27/2022,
102230,TRAIL - BIRCHBANK GOLF COURSE,1,S END,TRAIL,BRITISH COLUMBIA,,-8,49.157855,-117.73312,0,1/1/2016,
102301,POWELL RIVER - CRANBERRY LAKE,0,WILDLIFE SANCTUARY,POWELL RIVER,BRITISH COLUMBIA,V8A 3W9,-8,49.866905,-124.521819,209,7/14/1996,1/31/2018
102302,POWELL RIVER - WILDWOOD MOTORS,0,6105 LUND ST.,POWELL RIVER,BRITISH COLUMBIA,V8A 4T1,-8,49.886894,-124.558104,136,1/1/2001,1/31/2018
102303,POWELL RIVER - JAMES THOMSON SCHOOL,0,6388 SUTHERLAND DRIVE,POWELL RIVER,BRITISH COLUMBIA,V8A 4W4,-8,49.889299,-124.5624,125,1/1/2009,8/8/2023
102401,SMITHERS - ST. JOSEPHS,0,4020 BROADWAY AVENUE,SMITHERS,BRITISH COLUMBIA,V0J 2N3,-8,54.783308,-127.177324,495,10/1/1997,12/7/2018
102402,SMITHERS - MUHEIM MEMORIAL,1,1188 KING STREET,SMITHERS,BRITISH COLUMBIA,V0J 2N0,-8,54.7785,-127.168542,496,1/16/2019,
102501,TERRACE - BC ACCESS CENTRE,0,104 - 3220 EBY STREET,TERRACE,BRITISH COLUMBIA,V8G 5K8,-8,54.51828,-128.59778,66,11/1/1997,5/6/2015
102503,TERRACE - SKEENA MIDDLE SCHOOL,1,3411 MUNROE STREET,TERRACE,BRITISH COLUMBIA,V8G 3C1,-8,54.52167,-128.6075,81,1/7/2015,
102601,PORT ALBERNI - TOWNSITE,0,5410 ARGYLE STREET,PORT ALBERNI,BRITISH COLUMBIA,V9Y 1T7,-8,49.23444,-124.81472,10,9/16/1997,12/31/2010
102602,PORT ALBERNI - ALBERNI ELEMENTARY,1,4645 HELEN STREET,PORT ALBERNI,BRITISH COLUMBIA,V9Y 6P6,-8,49.261014,-124.806628,21,5/31/2010,
102701,WILLIAMS LAKE - COLUMNEETZA SCHOOL,1,1045 WESTERN AVENUE,WILLIAMS LAKE,BRITISH COLUMBIA,V2G 2J8,-8,52.14428,-122.150391,631,4/15/1992,
102702,WILLIAMS LAKE - SKYLINE SCHOOL,0,SKYLINE SCHOOL,WILLIAMS LAKE,BRITISH COLUMBIA,,-8,52.1161,-122.132,587,8/8/2001,11/30/2007
102706,WILLIAMS LAKE - CRD LIBRARY,0,180 NORTH 3RD AVE,WILLIAMS LAKE,BRITISH COLUMBIA,V2G 2A4,-8,52.13083,-122.14222,609,7/26/2002,6/17/2014
102801,CAMPBELL RIVER - ELK FALLS DOGWOOD,1,ADJACENT TO 660 WESTMERE,CAMPBELL RIVER,BRITISH COLUMBIA,V9W 2Y6,-8,50.018425,-125.24844,63,12/8/1995,
102802,CAMPBELL RIVER - TYEE SPIT,0,3174 TYEE SPIT ROAD,CAMPBELL RIVER,BRITISH COLUMBIA,,-8,50.04789,-125.25476,7,1/1/1998,12/31/2009
103011,ELKFORD -  ROCKY MOUNTAIN ELEMENTARY SCHOOL,1,2500 BALMER DRIVE,ELKFORD,BRITISH COLUMBIA,V0B 1H0,-8,50.00779,-114.93342,1333,1/1/2024,
103021,SPARWOOD - CENTENNIAL SQUARE,1,127 CENTENNIAL SQUARE,SPARWOOD,BRITISH COLUMBIA,V0B 2G0,-8,49.73279,-114.88766,1138,1/1/2024,
103202,GOLDEN - HOSPITAL HELIPAD,1,835 9TH AVENUE SOUTH,GOLDEN,BRITISH COLUMBIA,V0A 1H0,-8,51.29749722,-116.9668528,791,2/11/1999,
103203,GOLDEN - CPR,0,CPR YARD,GOLDEN,BRITISH COLUMBIA,,-8,51.27,-116.93083,789,1/1/2005,12/31/2009
103204,GOLDEN - GOLF COURSE,0,576 GOLD COURSE ROAD,GOLDEN,BRITISH COLUMBIA,,-8,51.3325,-117.00667,786,1/1/2005,11/22/2006
103205,GOLDEN - TOWNSITE,0,835 9TH AVENUE SOUTH,GOLDEN,BRITISH COLUMBIA,,-8,51.2958,-116.972,788,1/1/2005,2/28/2007
103302,NELSON - KUTENAI PLACE,0,333 VICTORIA STREET,NELSON,BRITISH COLUMBIA,,-8,49.49055,-117.295381,562,3/23/2005,4/23/2015
103402,REVELSTOKE - MT. BEGBIE SCHOOL,0,414 DOWNIE STREET,REVELSTOKE,BRITISH COLUMBIA,,-8,50.9918,-118.1881333,445,2/15/2002,7/16/2012
103502,CASTLEGAR - ZINIO PLACE,1,801 9TH AVENUE,CASTLEGAR,BRITISH COLUMBIA,V1N 1M6,-8,49.317698,-117.661527,407,7/11/2011,
103602,MISSION,1,32964 9th Avenue,MISSION,BRITISH COLUMBIA,V2V 2J1,-8,49.14149,-122.311078,74,7/31/2014,
103701,CHETWYND,0,WINDREM ELEMENTARY SCHOOL,CHETWYND,BRITISH COLUMBIA,V0C 1J0,-8,55.6699,-121.632,582,12/22/2006,1/28/2020
103702,PINE RIVER - GAS PLANT,0,GAS PLANT SITE,PINE RIVER,BRITISH COLUMBIA,,-8,55.57453056,-121.9212472,1159,2/1/2005,12/31/2021
103703,PINE RIVER - HASLER - 1,0,GAS PLANT SITE,CHETWYND,BRITISH COLUMBIA,,-8,55.60376,-121.96866,602,1/1/2005,12/31/2008
103704,PINE RIVER - HASLER - 2,0,PINE RIVER GAS PLANT,PINE RIVER,BRITISH COLUMBIA,,-8,55.6056,-121.9722,610,1/6/2010,12/31/2021
103901,KITIMAT - RIVERLODGE,1,651 COLUMBIA AVE W,KITIMAT,BRITISH COLUMBIA,V8C 1V4,-8,54.05389,-128.671436,18,8/11/1998,
103902,KITIMAT - HAUL ROAD,0,HAULAGE ROAD,KITIMAT,BRITISH COLUMBIA,,-8,54.029194,-128.70269,11,1/1/2005,12/31/2022
103903,KITIMAT - RAIL,0,CN RAIL YARD,KITIMAT,BRITISH COLUMBIA,,-8,54.06111,-128.68722,20,1/1/2005,6/25/2010
103904,KITIMAT - WHITESAIL,1,1332 LAHAKAS BLVD NORTH,KITIMAT,BRITISH COLUMBIA,V8C 1G8,-8,54.066909,-128.639131,94,1/1/2005,
103905,KITIMAT - HAISLA VILLAGE,1,347 HAISLA AVENUE,KITIMAT,BRITISH COLUMBIA,V0T 2B0,-8,53.973228,-128.650768,5,8/23/2010,
103906,KITIMAT - RIO TINTO ALCAN PLANT,0,#1 SMELTERSITE ROAD,KITIMAT,BRITISH COLUMBIA,,-8,54.0194,-128.7042,17,9/7/2010,1/1/2015
104003,VERNON - SCIENCE CENTRE,1,2704 HIGHWAY 6,VERNON,BRITISH COLUMBIA,V1T 5G5,-8,50.260617,-119.270723,476,10/15/2002,
104101,GRAND FORKS - CITY HALL,1,"2217 4TH ST. , CITY HALL",GRAND FORKS,BRITISH COLUMBIA,V0H 1H0,-8,49.031168,-118.439088,517,1/1/2007,
104301,TAYLOR - TOWNSITE,1,MCMAHON COMPLEX,TAYLOR,BRITISH COLUMBIA,V0C 2K0,-8,56.150186,-120.686985,474,1/1/1998,
104302,TAYLOR - SOUTH HALL,1,PINGLE CREEK ROAD,TAYLOR,BRITISH COLUMBIA,,-8,56.105871,-120.662779,689,1/1/2005,
104303,BESSBOROUGH - 237 RD.,1,237 ROAD,BESSBOROUGH,BRITISH COLUMBIA,V0C 1B0,-8,55.7919,-120.4836,665,1/1/2016,
104304,FARMINGTON - COMMUNITY HALL,0,4794 PARKLAND ROAD,FARMINGTON,BRITISH COLUMBIA,V0C 1NO,-8,55.913779,-120.533749,696,1/28/2014,12/31/2021
104305,TOMSLAKE - 197 RD. EAST,0,14927 OLD EDMONTON HIGHWAY,TOMSLAKE,BRITISH COLUMBIA,V0C 2L0,-8,55.62684722,-120.0741028,765,1/1/2014,1/1/2015
104401,PORT EDWARD - PACIFIC,0,770 PACIFIC STREET,PORT EDWARD,BRITISH COLUMBIA,,-8,54.22083,-130.28972,39,1/1/1999,3/16/2005
104501,QUADRA ISLAND - LIGHTHOUSE,0,LIGHTHOUSE ROAD,QUADRA ISLAND,BRITISH COLUMBIA,,-8,49.99972,-125.19444,17,1/1/1999,12/31/2009
104601,TELKWA,0,1304 BIRCH STREET,TELKWA,BRITISH COLUMBIA,,-8,54.691482,-127.054334,515,1/2/1999,5/8/2015
104701,PRINCE RUPERT - GALLOWAY RAPIDS,0,HIGHWAY 16,PRINCE RUPERT,BRITISH COLUMBIA,,-8,54.25972,-130.26806,0,1/1/1999,12/20/2004
104801,DUNCAN - DEYKIN AVE.,1,6364 DEYKIN AVENUE,DUNCAN,BRITISH COLUMBIA,V9L 5R2,-8,48.80255,-123.646402,62,1/1/1999,
104803,DUNCAN - CAIRNSMORE,0,490 CAIRNSMORE STREET,DUNCAN,BRITISH COLUMBIA,,-8,48.784854,-123.715846,62,7/28/2009,1/15/2018
104804,DUNCAN - COLLEGE ST.,1,1050 COLLEGE STREET,DUNCAN,BRITISH COLUMBIA,V9L 2E7,-8,48.786114,-123.717307,34,1/20/2018,
105001,WHISTLER - MEADOW PARK,1,MEADOW PARK,WHISTLER,BRITISH COLUMBIA,V0N 1B8,-8,50.144285,-122.960402,638,6/1/2001,
105101,HOUSTON - FIREHALL,1,"Firehall, 3382 11 street",HOUSTON,BRITISH COLUMBIA,V0J 1Z0,-8,54.398594,-126.646833,602,1/1/2000,
105201,BURNS LAKE - FIRE CENTRE,1,"#8 4TH AVE., FIRE CENTRE",BURNS LAKE,BRITISH COLUMBIA,V0J 1E0,-8,54.230731,-125.764354,710,1/1/2000,
105301,LANGDALE - LANGDALE ELEMENTARY,1,1551 JOHNSON RD.,LANGDALE,BRITISH COLUMBIA,V0N 1V6,-8,49.438848,-123.479185,90,1/1/1998,
105401,BOSTON BAR - RCMP STATION,0,47864 OLD BOSTON BAR ROAD,BOSTON BAR,BRITISH COLUMBIA,V0K 1C0,-8,49.86583,-121.4425,162,1/1/2001,12/31/2001
105501,FORT ST. JOHN - NP CULTURAL CENTRE,0,10015 100TH AVENUE,FORT ST. JOHN,BRITISH COLUMBIA,V1J 1Y7,-8,56.245855,-120.848363,692,3/8/2001,10/15/2015
105503,DOIG RIVER - CULTURAL CENTRE,0,4356 DOIG ROAD,DOIG RIVER,BRITISH COLUMBIA,,-8,56.5781,-120.4975,552,1/1/2014,1/1/2015
105504,FORT ST. JOHN - LEARNING CENTRE,1,10511 99 AVENUE,FORT ST. JOHN,BRITISH COLUMBIA, V1J 1V6,-8,56.24473,-120.8561,679,11/6/2014,
105601,OSOYOOS - SHAW GARDENS,0,6601 89TH STREET,OSOYOOS,BRITISH COLUMBIA,V0H 1V0,-8,49.0375,-119.43833,291,8/1/2001,9/9/2002
105604,OSOYOOS - CANADA CUSTOMS,0,202 HWY 97 SOUTH,OSOYOOS,BRITISH COLUMBIA,,-8,49.05584,-119.50792,302,11/1/2004,5/1/2012
106101,VALEMOUNT - FIREHALL,1,1380 5TH AVE.,VALEMOUNT,BRITISH COLUMBIA,V0E 2Z0,-8,52.832459,-119.269821,800,9/11/2015,
106401,ROBSON,0,3113 CHARLESTON ROAD,ROBSON,BRITISH COLUMBIA,,-8,49.337031,-117.698275,441,1/1/2005,2/29/2012
106501,FORT NELSON - BRUCKER RANCH,0,BLOCK A of DISTRICT LOT 1676,FORT NELSON,BRITISH COLUMBIA,,-8,58.57778,-122.58944,483,1/1/2005,9/19/2005
106502,FORT NELSON - CHALO SCHOOL,0,CHALO ROAD (FIRST NATIONS RESERVE),FORT NELSON,BRITISH COLUMBIA,,-8,58.74806,-122.66222,384,1/1/2005,5/15/2009
106503,FORT NELSON - TOWNSITE,0,VILLAGE STREET,FORT NELSON,BRITISH COLUMBIA,,-8,58.81028,-122.70417,456,1/1/2005,9/20/2005
106700,CROFTON - ESCARPMENT WAY,0,1821 ESCARPMENT WAY,CROFTON,BRITISH COLUMBIA,,-8,48.838,-123.6552,128,1/1/2009,12/31/2013
106701,CROFTON - SUBSTATION,0,8541 HAY ROAD,CROFTON,BRITISH COLUMBIA,,-8,48.874529,-123.653929,22,1/1/2009,12/31/2020
106702,1821 ESCARPMENT WAY,0,1427 Georgia Park Heights Rd,CROFTON,BRITISH COLUMBIA,V9L 5W7,-8,48.849649,-123.637031,150,2/13/2014,12/20/2018
106705,CROFTON - CROFTON ELEMENTARY,1,8017 YORK AVE.,CROFTON,BRITISH COLUMBIA,V0R 1R0,-8,48.86,-123.64389,38,4/4/2019,
106800,UCLUELET - AMPHITRITE POINT,0,COAST GUARD DRIVE,UCLUELET,BRITISH COLUMBIA,,-8,48.921799,-125.541209,14,5/13/2010,7/18/2017
106900,VANDERHOOF - BAM,1,2441 BUTE ROAD,VANDERHOOF,BRITISH COLUMBIA,V0J 3A0,-8,54.016516,-124.005856,637,8/12/2009,
107000,PORT ALICE - RUMBLE BEACH HOSPITAL,0,1090 MARINE ROAD,PORT ALICE,BRITISH COLUMBIA,,-8,50.425418,-127.488513,3,2/3/2009,6/23/2015
