NAPS_ID,Station_Name,Status,Location_Address,City,Province/Territory,Postal_Code,Timezone_UTC,Latitude,Longitude,Elevation_m,Start_Date,End_Date
52101,SAINT-RÉMI-2,0,"VOISIN DU 171, RANG ST-PAUL",SAINT-RÉMI,QUEBEC,,-5,45.20472,-73.64444,60,1/1/1992,4/30/1999
52201,SAINT-SIMON,0,"DERRIERE LE 83, 4E RANG EST",SAINT-SIMON,QUEBEC,J0H,-5,45.715614,-72.840249,38,4/6/1989,8/1/2023
52301,SAINT-FAUSTIN-LAC-CARRÉ,1,4507 CHEMIN DU LAC (CARIBOU),SAINT-FAUSTIN-LAC-CARRÉ,QUEBEC,J0T 1J2,-5,46.035,-74.48083,413,11/10/1989,
52401,PARC DE LA GATINEAU-LA PÊCHE,1,LAC PHILIPPE - MASHAM,LA PÊCHE,QUEBEC,J0X,-5,45.622378,-76.018046,191,4/17/1989,
52601,VARENNES - CH. DE LA BARONNIE,0,4744 MONTEE BARONIE,VARENNES,QUEBEC,,-5,45.722896,-73.376808,17,6/18/1994,10/5/2016
52602,VARENNES - RIEP,0,1870 ROUTE MARIE-VICTORIN,VARENNES,QUEBEC,J3X 1R3,-5,45.67417,-73.43833,11,1/1/2001,1/14/2011
52701,TEMISCAMING,0,RUE BOUCHER,TEMISCAMING,QUEBEC,,-5,46.721389,-79.099722,249,1/1/1998,12/31/2011
52801,AUCLAIR,1,66 RANG ST-GREGOIRE NORD,AUCLAIR,QUEBEC,G0L 1A0,-5,47.73333,-68.70722,301,5/1/1990,
52901,SAINT-CHARLES-GARNIER - CÔTE-OUIMET,0,RANG OUIMET,ST-CHARLES-GARNIER,QUEBEC,,-5,48.29417,-68.11361,419,6/20/1990,6/12/1997
53001,SAINTE-MARGUERITE-MARIE-2,0,343 CHEMIN KEMPT,CAUSAPSCAL,QUEBEC,G0J 1J0,-5,48.31778,-67.06833,465,3/1/1991,6/12/1997
53101,RIVIÈRE-ÉTERNITÉ-2,0,517 PRINCIPALE,RIVIÈRE-ÉTERNITÉ,QUEBEC,,-5,48.25222,-70.40833,223,10/23/1990,6/12/1997
53201,RÉS. F. ASHUAPMUSHUAN - PEMONCA ,1,ROUTE 167- LA DORE,LA DORÉ,QUEBEC,,-5,48.80972,-72.73889,222,10/1/1990,
53301,DESCHAMBAULT,1,"334, 3 E RANG - DESHAMBAULT",DESCHAMBAULT,QUEBEC,G0A 1S0,-5,46.682373,-71.965903,48,6/8/1991,
53401,SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER,0,FACE AU 56 LAURIER,STE-CATH.-DE-J-CARTIER,QUEBEC,,-5,46.83694,-71.62278,126,4/10/1995,12/31/2011
53501,SAINT-FRANÇOIS-DE-LÎLE-D'ORLÉANS,0,"FACE AU 198,  ROYALE ÎLE D'ORLÉANS",ST-FRANÇOIS-ÎLE-D'ORLÉANS,QUEBEC,G0A 3S0,-5,47.015308,-70.862523,59,1/24/1989,7/17/2020
53601,NOTRE-DAME-DU-ROSAIRE,1,RANG ST-LOUIS,NOTRE-DAME-DU-ROSAIRE,QUEBEC,G0R 2H0,-5,46.84889,-70.45418,411,7/27/1989,
53701,SAINT-HILAIRE-DE-DORSET,1,RANG DORSET,ST-HILAIRE-DE-DORSET,QUEBEC,G0M 1C0,-5,45.82486111,-70.856025,497,8/1/1990,
53801,TINGWICK,1,CHEMIN DU RADAR ET WARWICK,TINGWICK,QUEBEC,J0A 1L0,-5,45.905785,-71.948695,243,4/1/1989,
53901,LAC-ÉDOUARD,0,DERRIERE L'HOPITAL VILLAGE,LAC-ÉDOUARD,QUEBEC,G0X,-5,47.64722,-72.29056,366,1/1/1991,11/11/2021
54001,FORÊT MONTMORENCY,0,MONTMORENCY,MONTMORENCY,QUEBEC,,-5,47.31667,-71.15,670,5/31/1988,12/31/1996
54101,SUTTON - CHEMIN PERKINS,0,SUTTON,SUTTON,QUEBEC,,-5,45.07637,-72.67639,242,12/6/1988,9/28/1993
54102,SUTTON - ROUND TOP RIDGE,0,MONT SUTTON/ROUND TOP RIDGE,SUTTON,QUEBEC,J0E 2K0,-5,45.08861,-72.55694,845,6/1/1996,4/10/2017
54201,CHAPAIS,1,CHAPAIS,CHAPAIS,QUEBEC,,-5,49.822282,-74.9764,381,6/10/1988,
54301,SAINTE-FRANÇOISE,0,408-12e RANG ET ROUTE 265,STE-FRANCOISE,QUEBEC,,-5,46.43333,-71.93333,103,2/26/1993,12/31/2002
54401,SAINT-ANICET,1,1128 DE LA GUERRE,SAINT-ANICET,QUEBEC,J0S 1M0,-5,45.120624,-74.2896,50,6/18/1994,
54501,L'ASSOMPTION,0,801 ST-ETIENNE/ROUTE 344,L'ASSOMPTION,QUEBEC,J5W 4M9,-5,45.80942,-73.43473,10,5/14/1996,7/12/2017
54601,MURDOCHVILLE - PARC LION,0,603 DES BOULEAUX,MURDOCHVILLE,QUEBEC,G0E 1W0,-5,48.95472,-65.49694,534,1/1/1998,2/1/2003
54703,BÉCANCOUR - HÔTEL-DE-VILLE,0,8310 BOUL. BECANCOUR,BECANCOUR,QUEBEC,G9H 3A5,-5,46.35,-72.43333,7,1/1/1998,12/31/2011
54801,EASTMAN - LAC STUKELY,0,CHEMIN MONTBEL,STUKELY-SUD,QUEBEC,,-5,45.365683,-72.265099,334,5/7/1989,9/13/2016
54901,LA PATRIE,1,CHEMIN DU PETIT-CANADA OUEST,DITTON,QUEBEC,,-5,45.37333,-71.250167,475,1/23/1991,
55001,MONT ST-MICHEL,1,215 4 IEME RANG DE GRAVEL,MONT SAINT-MICHEL,QUEBEC,J0W 1P0,-5,46.76866,-75.432728,256,1/19/1991,
55101,SENNETERRE,1,CHEMIN RIVIERE BELL,SENNETERRE,QUEBEC,J0Y,-5,48.431648,-77.196674,299,2/25/1992,
55201,LEMIEUX,0,1290 RTE DES ATOCAS,LEMIEUX,QUEBEC,G0X 1S0,-5,46.3037,-72.060685,92,9/9/1999,9/21/2016
55301,SAINT-JEAN-SUR-RICHELIEU - L'ACADIE,1,"FERME EXP., 1134 ROUTE 219",SAINT-JEAN-SUR-RICHELIEU,QUEBEC,J2Y 1C5,-5,45.29413,-73.34857,35,8/11/1999,
55401,TROIS RIVIÈRES - CAP-DE-LA-MADELEINE,0,"RUE ROY & DORVAL, CAP MAD.",TROIS RIVIÈRES,QUEBEC,G8Y 8B7,-5,46.362425,-72.51004167,10,1/1/2001,12/31/2011
55501,FRELIGHSBURG,0,FRELIGHSBURG,FRELIGHSBURG,QUEBEC,J0J 1C0,-5,45.041384,-72.856506,203,5/11/2005,11/29/2016
55502,FRELIGHSBURG-B,1,FRELIGHSBURG,FRELIGHSBURG,QUEBEC,J0J 1C0,-5,45.05006,-72.86161,235,1/1/2017,
55601,MINGAN,0,MINGAN,MINGAN,QUEBEC,G0G 1V0,-5,50.27136,-64.2265,14,6/23/2005,5/6/2017
55701,LÉVIS - CHARNY,0,"2254, ROTONDE, CHARNY",LÉVIS,QUEBEC,G6X 2L8,-5,46.709496,-71.26752,69,1/1/2006,11/18/2015
55702,LÉVIS - PARC GEORGES-MARANDA,1,200 RUE DES COMMANDEURS,LÉVIS,QUEBEC,G6V 8M6,-5,46.806029,-71.167506,106,12/31/2015,
55801,GRANBY - PARC POITEVIN,1,435 RUE REYNOLDS,GRANBY,QUEBEC,J2G 1C6,-5,45.418639,-72.730667,117,1/18/2022,
60101,OTTAWA - HYDRO BUILDING,0,88 SLATER ST.,OTTAWA,ONTARIO,K1P 5H1,-5,45.42111,-75.695,91,1/1/1974,12/31/2004
60104,OTTAWA DOWNTOWN - RIDEAU & WURTEMBURG,1,RIDEAU & WURTEMBURG,OTTAWA,ONTARIO,K1N 8L9,-5,45.43433,-75.676,68,1/1/1976,
60105,OTTAWA - NRC,0,NRC MONTREAL ROAD,OTTAWA,ONTARIO,,-5,45.44111,-75.61528,80,1/1/1980,12/31/1983
60106,OTTAWA  CENTRAL - 960 CARLING AVE,0,960 CARLING AVE (cow lane),OTTAWA,ONTARIO,K1A 0C6,-5,45.38287,-75.71387,79,1/1/2007,12/31/2017
60201,WINDSOR - MORTON TERMINAL DOCK,0,MORTON TERMINAL DOCK,WINDSOR,ONTARIO,,-5,42.26667,-83.09583,173,1/1/1974,4/25/1984
60203,WINDSOR - TECUMSEH WATER WORKS,0,9725 RIVERSIDE DR. EAST,WINDSOR,ONTARIO,N8P 1A2,-5,42.33806,-82.92722,175,1/8/1999,12/31/2000
60204,WINDSOR DOWNTOWN - 467 UNIVERSITY AVE. WEST,1,467 UNIVERSITY AVE. WEST,WINDSOR,ONTARIO,N9A 5R2,-5,42.315778,-83.043667,176,1/1/1974,
60211,WINDSOR WEST - COLLEGE & SOUTH ST. ,1,COLLEGE & SOUTH ST. / 928 SOUTH ST.,WINDSOR,ONTARIO,N9C 2X3,-5,42.292889,-83.073139,180,1/5/1975,
60212,WINDSOR - WRIGHT & WATER ST.,0,WRIGHT & WATER ST.,WINDSOR,ONTARIO,,-5,42.27583,-83.09667,173,1/1/1985,12/21/2000
60302,KINGSTON - 1,0,133 DALTON AVENUE,KINGSTON,ONTARIO,K7L 4X6,-5,44.23067,-76.50883,82,2/1/1976,12/31/2005
60303,KINGSTON - 2,0,752 KING ST. WEST,KINGSTON,ONTARIO,K7L 4X3,-5,44.220081,-76.52141,101,1/1/2007,12/31/2013
60304,KINGSTON - 3,1,Near 23 Beechgrove lane,KINGSTON,ONTARIO,K7M 9A6,-5,44.21987,-76.52113,84,12/31/2013,
60401,TORONTO - 67 COLLEGE ST.,0,67 COLLEGE STREET,TORONTO,ONTARIO,M5G 2M1,-5,43.66028,-79.3875,102,1/1/1974,6/18/1981
60402,TORONTO - ONTARIO SCIENCE CENTRE,0,770 DON MILLS RD. SC. CTR.,TORONTO,ONTARIO,M3C 1T3,-5,43.715,-79.34111,105,1/1/1974,3/3/1992
60403,ETOBIOKE SOUTH - EVANS & ARNOLD,0,EVANS & ARNOLD AVE.,TORONTO,ONTARIO,,-5,43.61917,-79.51833,101,1/1/1974,2/12/2001
60409,TORONTO - REDLAND CRESCENT,0,REDLAND CRESCENT,TORONTO,ONTARIO,,-5,43.70917,-79.2375,143,1/1/1976,2/21/1992
60410,TORONTO EAST,1,LAWRENCE & KENNEDY,TORONTO,ONTARIO,M1P 2K5,-5,43.74792,-79.27406,168,1/1/1974,
60411,TORONTO - PHARMACY & HWY 401,0,PHARMACY & HWY 401,TORONTO,ONTARIO,,-5,43.76902,-79.31463,172,1/1/1974,12/31/1978
60412,TORONTO - BATHURST & WILSON,0,BATHURST & WILSON,TORONTO,ONTARIO,,-5,43.73583,-79.43667,181,1/1/1976,5/28/1985
60413,ETOBICOKE WEST - CENTENNIAL PARK,0,ELMCREST ROAD,TORONTO,ONTARIO,,-5,43.64852,-79.59138,137,1/1/1976,1/13/2016
60414,TORONTO - SHERBOURNE & WILTON ST.,0,SHERBOURNE & WILTON ST.,TORONTO,ONTARIO,,-5,43.6475,-79.36778,78,11/1/1977,3/25/1986
60415,MISSISSAUGA - MISSISSAUGA HOSPITAL,0,QUEENSWAY W & HURONTARIO,MISSISSAUGA,ONTARIO,,-5,43.56862,-79.61058,98,1/1/1978,5/10/2004
60416,TORONTO - 381 YONGE ST.,0,381 YONGE STREET,TORONTO,ONTARIO,M5B 1S1,-5,43.66667,-79.38333,111,1/1/1979,9/7/1994
60417,TORONTO - 26 BREADALBANE ST. ,0,26 BREADALBANE STREET,TORONTO,ONTARIO,,-5,43.66083,-79.38583,102,6/15/1981,10/15/1990
60418,TORONTO - JUNCTION TRIANGLE,0,RUSKIN & PERTH ST.,TORONTO,ONTARIO,,-5,43.662933,-79.451538,119,3/20/1981,3/30/2006
60419,TORONTO - CN TOWER,0,CN TOWER,TORONTO,ONTARIO,,-5,43.65,-79.38333,108,7/1/1985,12/31/1995
60420,TORONTO - LEASIDE HYDRO STATION,0,LEASIDE HYDRO STATION,TORONTO,ONTARIO,,-5,43.7,-79.35,90,6/1/1988,4/16/1993
60421,TORONTO NORTH - YONGE ST. & HENDON AVE.,0,YONGE ST. & HENDON AVE.,TORONTO,ONTARIO,,-5,43.781584,-79.41773,190,6/1/1988,12/31/2016
60422,TORONTO - 33 EDGAR AVE.,0,33 EDGAR AVE.,TORONTO,ONTARIO,M9M 2J2,-5,43.71667,-79.53333,135,6/1/1988,4/25/1993
60423,TORONTO - CLEARVIEW HEIGHTS,0,CLEARVIEW HEIGHTS,TORONTO,ONTARIO,,-5,43.7,-79.48333,129,6/1/1988,12/31/2000
60424,TORONTO DOWNTOWN - BAY & WELLESLEY - 1,0,BAY & WELLESLEY,TORONTO,ONTARIO,,-5,43.66297,-79.38811,115,10/18/1990,12/31/2002
60425,TORONTO DOWNTOWN - QUEEN & UNIVERSITY,0,QUEEN & UNIVERSITY,TORONTO,ONTARIO,,-5,43.65028,-79.38694,90,11/10/1995,3/7/1999
60426,TORONTO - CLARKSON REFINERY,0,"MEADOW PK, APPLE LANE C C",TORONTO,ONTARIO,,-5,43.5075,-79.608333,77,7/2/1996,11/20/2000
60427,TORONTO - GAGE INSTITUTE,0,223 COLLEGE STREET,TORONTO,ONTARIO,M5T 1R4,-5,43.658222,-79.397183,122,,6/22/2014
60428,BRAMPTON - 525 MAIN ST. N.,0,525 MAIN ST. N./ PEEL MANOR,BRAMPTON,ONTARIO,L6X 1N9,-5,43.69875,-79.78092,229,6/21/2000,12/31/2016
60429,ETOBICOKE SOUTH - JUDSON ST. & ETONA CT.,0,1 ETONA COURT,TORONTO,ONTARIO,M8Z 1A4,-5,43.613587,-79.507537,90,2/27/2001,12/31/2012
60430,TORONTO WEST - 125 RESOURCES. RD.,1,125 RESOURCES ROAD,TORONTO,ONTARIO,M9P 3V6,-5,43.709444,-79.5435,141,1/1/2000,
60432,MISSISSAUGA - FRANK MCKECHNIE COMMERCIAL CENTRE,0,310 BRISTOL ROAD E.,MISSISSAUGA,ONTARIO,L4Z 3V5,-5,43.61583,-79.6525,165,5/11/2004,12/31/2007
60433,TORONTO DOWNTOWN - BAY & WELLESLEY - 2,0,BAY/WELLESEY ST.,TORONTO,ONTARIO,M5S 3L6,-5,43.66417,-79.38722,105,1/1/2003,10/11/2019
60434,MISSISSAUGA - 3359 MISSISSAUGA RD.,1,3359 MISSISSAUGA ROAD,MISSISSAUGA,ONTARIO,M3H 5T4,-5,43.54697,-79.65869,105,1/1/2008,
60435,ETOBICOKE SOUTH - 461 KIPLING AVENUE ,1,461 KIPLING AVENUE,TORONTO,ONTARIO,M8Z 5E7,-5,43.610761,-79.52194,92,1/3/2009,
60438,TORONTO - ROADSIDE - 401W,1,401W - 125 RESOURCES RD.,TORONTO,ONTARIO,M9P 3V6,-5,43.71110556,-79.543425,139,1/1/2016,
60439,TORONTO - ROADSIDE - WALLBERG,0,200 College Street,TORONTO,ONTARIO,M5S 3E5,-5,43.659018,-79.395385,63,11/30/2013,6/20/2019
60440,TORONTO NORTH - 4905 DUFFERIN ST. ,1,4905 Dufferin Street,TORONTO,ONTARIO,M3H 5T4,-5,43.78042,-79.46752,,1/1/2017,
60445,TORONTO DOWNTOWN - 55 JOHN ST. ,1,55 JOHN STREET,TORONTO,ONTARIO,M5V 3C6,-5,43.64543,-79.38908,85,6/21/2019,
60450,BRAMPTON - 109 MCLAUGHLIN RD. S.,1,109 McLaughlin Rd. S.,BRAMPTON,ONTARIO,L6Y 2C8,-5,43.669567,-79.76567,217,12/31/2016,
60501,HAMILTON - WOODLANDS PARK,0,BARTON & WENTWORTH,HAMILTON,ONTARIO,,-5,43.25917,-79.84389,83,1/1/1974,12/31/2000
60505,HAMILTON - NORTH PARK,0,NORTH PARK,HAMILTON,ONTARIO,,-5,43.28222,-79.78833,74,1/30/1974,10/30/1984
60511,HAMILTON - 467 BEACH BLVD.,0,467 BEACH BLVD.,HAMILTON,ONTARIO,,-5,43.275799,-79.781415,74,10/19/1984,12/31/2000
60512,HAMILTON DOWNTOWN - ELGIN & KELLY,1,ELGIN & KELLY,HAMILTON,ONTARIO,L8R 3N2,-5,43.25778,-79.86167,90,2/6/1987,
60513,HAMILTON MOUNTAIN - VICKERS RD. & EAST 18TH. ST.- 1,0,VICKERS RD. & EAST 18TH. ST.,HAMILTON,ONTARIO,L9A 1Y1,-5,43.22942,-79.86278,209,10/10/1985,12/31/2018
60514,HAMILTON - NASH RD. & KENTLEY DR.,0,NASH RD. & KENTLEY DR.,HAMILTON,ONTARIO,,-5,43.23333,-79.76667,84,2/1/1985,9/9/1996
60515,HAMILTON WEST - MAIN ST. & HWY 403,1,MAIN ST. & HWY 403,HAMILTON,ONTARIO,,-5,43.25744,-79.90775,96,7/4/1985,
60516,MILTON - HARBOUR BAY FRONT,0,HILLYARD STREET,MILTON,ONTARIO,,-5,43.48333,-79.91667,319,8/28/1999,2/24/2000
60517,HAMILTON - CONFEDERATION PARK,0,CONFEDERATION PARK,HAMILTON,ONTARIO,,-5,43.24722,-79.75111,74,8/28/1999,11/28/2002
60518,HAMILTON - HOMESIDE II,0,HOMESIDE II,HAMILTON,ONTARIO,L8H 5L1,-5,43.24917,-79.79472,81,3/7/2000,5/31/2000
60519,HAMILTON - NIAGARA & LAND ST.,0,NIAGARA & LAND STREET,HAMILTON,ONTARIO,L8L 6A7,-5,43.27,-79.84056,74,2/23/2000,12/31/2000
60521,HAMILTON MOUNTAIN - 250 FENNELL AVE W.,1,250 FENNELL AVE W.,HAMILTON,ONTARIO,L9C 1G3,-5,43.24132,-79.88941,195,1/1/2019,
60602,HAMILTON - ASH ST.,0,ASH STREET,SUDBURY,ONTARIO,P3C 4E5,-5,46.49472,-81.00778,290,1/2/1974,12/31/2000
60606,SUDBURY - KENNEDY ST.,0,KENNEDY STREET,SUDBURY,ONTARIO,P3A 2E1,-5,46.52333,-80.9425,272,1/1/1977,12/21/2000
60607,SUDBURY - SCIENCE CENTRE NORTH ,0,100 RAMSEY LAKE RD.,SUDBURY,ONTARIO,P3E 5S9,-5,46.47569,-80.96294,263,8/1/1984,12/31/2004
60609,SUDBURY - RAMSEY LAKE RD. ,0,1222 RAMSEY LAKE ROAD,SUDBURY,ONTARIO,P3E 6J7,-5,46.47567,-80.963,259,6/28/2004,12/31/2012
60610,SUDBURY - APPLEGROVE ST. / BIRCH ST.,1,APPLEGROVE ST. / BIRCH ST.,SUDBURY,ONTARIO,P3C 1N3,-5,46.49194,-81.00311,271,1/1/2013,
60704,SAULT STE. MARIE - QUEEN & ELGIN,0,QUEEN & ELGIN,SAULT STE. MARIE,ONTARIO,,-5,46.51194,-84.33333,183,1/5/1977,2/22/1983
60705,SAULT STE. MARIE - 550 QUEEN ST. WEST,0,550 QUEEN STREET WEST,SAULT STE. MARIE,ONTARIO,P6A 1A6,-5,46.51944,-84.35556,187,1/18/1978,3/7/1980
60706,SAULT STE. MARIE - FARWELL PUMP HOUSE,0,FARWELL PUMP HOUSE,SAULT STE. MARIE,ONTARIO,,-5,46.52917,-84.36111,188,2/22/1983,4/6/1987
60707,SAULT STE. MARIE - WM. MERRIFIELD SCHOOL ,0,331 PATRICK ST.,SAULT STE. MARIE,ONTARIO,P6C 3Y9,-5,46.52786,-84.35432,188,2/1/1987,12/31/2003
60708,SAULT STE. MARIE - BONNEY ST. PUMPHOUSE,0,BONNEY STREET,SAULT STE. MARIE,ONTARIO,,-5,46.51667,-84.38333,183,1/1/2000,9/25/2001
60709,SAULT STE. MARIE - SAULT COLLEGE ,1,"443 NORTHERN AVE., SAULT COLLEGE",SAULT STE. MARIE,ONTARIO,P6B 4J1,-5,46.53319,-84.30992,244,1/1/2004,
60806,THUNDER BAY - 435 JAMES SOUTH,0,435 JAMES S.,THUNDER BAY,ONTARIO,P7E 6S7,-5,48.37778,-89.29028,196,1/1/1976,11/6/1986
60807,THUNDER BAY - 615 JAMES ST. SOUTH,1,615 JAMES STREET SOUTH,THUNDER BAY,ONTARIO,P7E 6P6,-5,48.37303,-89.29157,197,10/29/1986,
60809,THUNDER BAY - 421 JAMES ST. SOUTH ,0,421 JAMES STREET SOUTH,THUNDER BAY,ONTARIO,P7E 6S8,-5,48.37939,-89.29017,192,1/1/2004,9/24/2024
60901,LONDON - QUEEN'S PARK,0,KING & RECTORY,LONDON,ONTARIO,,-5,42.98917,-81.22417,205,1/1/1974,6/27/1995
60903,LONDON - HIGHBURY AVE. ,0,900 HIGHBURY AVENUE,LONDON,ONTARIO,N5Y 1A4,-5,43.00672,-81.20642,273,7/4/1995,3/5/2013
60904,LONDON - 42 ST. JULIEN ST. ,1,42 ST. JULIEN STREET,LONDON,ONTARIO,N5Z 2M5,-5,42.97446,-81.20086,244,12/31/2012,
61001,SARNIA - 156 VICTORIA ST.,0,156 VICTORIA STREET,SARNIA,ONTARIO,,-5,42.97306,-82.40611,183,1/1/1974,12/29/1978
61004,SARNIA - CENTENNIAL PARK ,0,FRONT ST. AT C.N. TRACKS/CENTENNIAL PARK,SARNIA,ONTARIO,N7T 7N8,-5,42.98228,-82.40508,182,7/20/1978,12/31/2015
61005,SARNIA - MTC SHED,0,CON. RD 26 MANDAUMIN,SARNIA,ONTARIO,,-5,42.95,-82.2,206,1/1/1980,12/31/2001
61007,AAMJIWNAANG,1,1300 TASHMOO AVE./ LASALLE LINE,SARNIA,ONTARIO,N7T 8E5,-5,42.912545,-82.416816,180,8/16/2008,
61009,SARNIA - 700 CHRISTINA ST. NORTH ,1,700 Christina St. N.,SARNIA,ONTARIO,N7V 3C2,-5,42.990263,-82.395341,182,4/6/2016,
61103,PETERBOROUGH - 500 GEORGE ST.,0,500 GEORGE STREET,PETERBOROUGH,ONTARIO,K9H 3R9,-5,44.30889,-78.32056,205,1/1/1977,6/19/1997
61104,PETERBOROUGH - 10 HOSPITAL DR.,1,10 HOSPITAL DRIVE,PETERBOROUGH,ONTARIO,K9J 8M1,-5,44.30183333,-78.34638611,226,12/1/1998,
61201,CORNWALL - MEMORIAL PARK,1,BEDFORD & THIRD ST.,CORNWALL,ONTARIO,K6J 4C2,-5,45.0179806,-74.7353139,55,1/1/1975,
61301,ST. CATHARINES - NORTH ST. & GENEVA ST.,0,NORTH ST. & GENEVA ST.,ST. CATHARINES,ONTARIO,,-5,43.16472,-79.23917,107,5/7/1976,9/29/1986
61302,ST. CATHARINES - ARGYLE CRES.,1,62 ARGYLE CRESCENT/ PUMP STN.,ST. CATHARINES,ONTARIO,L2P 2P4,-5,43.16006,-79.23475,105,7/31/1987,
61401,BRANTFORD - DALHOUSIE & QUEEN,0,DALHOUSIE & QUEEN,BRANTFORD,ONTARIO,,-5,43.13928,-80.26588,212,1/21/1976,5/26/1980
61402,BRANTFORD - 324 GRAND RIVER AVE.,1,324 GRAND RIVER AVE.,BRANTFORD,ONTARIO,N3T 1K2,-5,43.13861,-80.29264,205,1/1/2004,
61501,KITCHENER - WEBER PARK,0,EDNA & FREDERICK,KITCHENER,ONTARIO,,-5,43.45778,-80.47222,327,8/5/1976,12/31/2014
61502,KITCHENER - WEST AVE. & HOMEWOOD,1,WEST AVE. & HOMEWOOD,KITCHENER,ONTARIO,N2M 1X1,-5,43.44383,-80.50381,325,7/5/1990,
61601,OAKVILLE - REBECCA & WOODSIDE,0,REBECCA & WOODSIDE,OAKVILLE,ONTARIO,,-5,43.4175,-79.69917,84,1/1/1977,3/11/1980
61602,OAKVILLE - BRONTE RD. & WOBURN CRES. ,0,BRONTE RD. & WOBURN CRES.,OAKVILLE,ONTARIO,,-5,43.400621,-79.727495,90,4/9/1980,10/14/2006
61603,OAKVILLE - 8TH LINE/GLENASHTON DR. ,1,"8TH LINE AND GLENASHTON DR., HALTON RESERVOIR",OAKVILLE,ONTARIO,L6H 7E7,-5,43.48692,-79.70228,165,5/29/2003,
61701,OSHAWA - RITSON RD. & OLIVE AVE. ,0,RITSON RD. & OLIVE AVE.,OSHAWA,ONTARIO,,-5,43.88908,-78.84996,99,1/10/1979,12/31/2008
61702,OSHAWA - DURHAM COLLEGE ,0,2000 SIMCOE STREET NORTH,OSHAWA,ONTARIO,L1H 7K4,-5,43.94594,-78.89492,155,4/29/2005,12/31/2017
61703,OSHAWA - BRITANNIA AVE. WEST ,1,"BRITANNIA AVE W, UofONTARIO PROPERTY",OSHAWA,ONTARIO,L1L 0L6,-5,43.95222,-78.9125,49,1/29/2018,
61801,GUELPH - FARQUHAR & WYNDHAM,0,FARQUHAR & WYNDHAM,GUELPH,ONTARIO,,-5,43.54333,-80.24667,332,8/21/1980,12/31/1985
61802,GUELPH - EXHIBITION PARK ARENA,1,EXHIBITION PARK & CLARK ST. W.,GUELPH,ONTARIO,N1H 1R3,-5,43.55163611,-80.26415556,330,1/16/1986,
61901,WALPOLE ISLAND,0,WALPOLE ISLAND,WALPOLE ISLAND,ONTARIO,,-5,42.53833,-82.41111,174,1/22/1988,3/22/1995
61902,CHATHAM-KENT - BARK CREEK/WALLACEBURG,0,8147 MEADOWVALE LINE,CHATHAM-KENT,ONTARIO,,-5,42.53558,-82.3897,175,12/18/2005,12/29/2012
62001,NORTH BAY - DND - CHIPPEWA ST.,1,540 CHIPPEWA ST. W./Dept. of National Defence,NORTH BAY,ONTARIO,P1B 9E7,-5,46.32323,-79.44928,219,1/1/1988,
62101,HURON PARK - COLLEGE OF AGRIC.,0,COLLEGE OF AGRIC.,HURON PARK,ONTARIO,,-5,43.28333,-81.5,251,1/1/1980,11/9/1991
62201,MERLIN - MOE WATER PUMP STN.,0,MOE WATER PUMP STN.,MERLIN,ONTARIO,,-5,42.24407,-82.22301,191,1/1/1980,12/31/2004
62401,PARKHILL - PUC BUILDING,0,PUC BLDG.,PARKHILL,ONTARIO,,-5,43.16667,-81.68333,203,7/22/1983,12/31/2001
62501,TIVERTON - BRUCE NUCLEAR VISITOR CENTRE,1,BRUCE NUCLEAR VISITOR CTR,TIVERTON,ONTARIO,N0G 2T0,-5,44.31447,-81.54972,226,1/1/1980,
62601,SIMCOE - EXPERIMENTAL FARM,1,EXPERIMENTAL FARM,SIMCOE,ONTARIO,N3Y 4K3,-5,42.85685,-80.26964,236,1/1/1980,
62701,LONG POINT - PRONVINCIAL PARK,0,PROVINCIAL PARK,LONG POINT,ONTARIO,,-5,42.58333,-80.38333,173,1/1/1980,12/31/2001
62801,WATERLOO - WEBER & UNIVERSITY,0,WEBER & UNIVERSITY,WATERLOO,ONTARIO,,-5,43.48333,-80.51667,320,6/1/1988,12/31/1991
62901,NIAGARA FALLS - ALLENDALE AVE.,0,ALLENDALE AVE.,NIAGARA FALLS,ONTARIO,,-5,43.08333,-79.08333,196,5/18/1988,10/28/1993
62902,NIAGARA FALLS - STANLEY/HWY 405,0,STANLEY/HWY 405,NIAGARA FALLS,ONTARIO,,-5,43.1,-79.08333,182,10/29/1993,9/9/1996
63001,BURLINGTON - HWY 2 & NORTH SHORE BLVD.,1,"NORTH SHORE BLVD E. AND LAKESHORE RD.,",BURLINGTON,ONTARIO,L7S 1A8,-5,43.314575,-79.80275556,78,1/1/1980,
63101,ALLISTON - 509 VICTORIA ST. E.,0,509 VICTORIA STREET E.,ALLISTON,ONTARIO,,-5,44.15,-79.85,219,6/26/1981,8/25/1994
63201,STOUFFVILLE - YORK REGION - HWY 47 & HWY 48,0,HWY 47 & HWY 48,STOUFFVILLE,ONTARIO,,-5,43.96458,-79.26607,257,1/1/1980,12/31/2005
63301,DORSET - HWY 117 & PAINT LAKE RD.,1,DISTRICT ROAD 117 AND PAINT LAKE RD.,DORSET,ONTARIO,P0A,-5,45.224278,-78.932944,318,4/14/1981,
63401,HAWKEYE LAKE,0,HAWKEYE LAKE,HAWKEYE LAKE,ONTARIO,,-5,48.66667,-89.48333,437,6/13/1983,12/31/1991
63501,HIGH FALLS,0,HIGH FALLS ROAD,HIGH FALLS,ONTARIO,,-5,46.3807,-81.5448,219,10/1/1984,5/2/1986
